"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
2050,19.1,19.1,80.9,"Les Montets (FR)","C'est non à l'initiative ""Pas de Suisse à 10 millions!» aux Montets. Les habitants ont refusé le texte à 80,9 pour cent. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non aux Montets était alors de 56,3 pour cent."
2051,85.8,85.8,14.2,"Delley-Portalban (FR)","L'initiative ""Pas de Suisse à 10 millions!» est approuvée à Delley-Portalban par 85,8 pour cent des votants. Avec ce résultat, Delley-Portalban bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 50,7 pour cent des voix."
2053,27.5,27.5,72.5,"Belmont-Broye (FR)","L'initiative ""Pas de Suisse à 10 millions!» n'a pas convaincu à Belmont-Broye. Les citoyens de la commune ont refusé le texte à 72,5 pour cent. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Belmont-Broye était alors de 57,2 pour cent."
2054,53.3,53.3,46.7,"Estavayer (FR)","L'initiative ""Pas de Suisse à 10 millions!» est approuvée à Estavayer par 53,3 pour cent des votants. Avec ce résultat, Estavayer bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 63 pour cent des voix."
2055,51.6,51.6,48.4,"Cheyres-Châbles (FR)","Les habitants de Cheyres-Châbles soutiennent à 51,6 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Cheyres-Châbles bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 64,6 pour cent des voix."
2056,49.3,49.3,50.7,"Fétigny-Ménières (FR)","L'initiative ""Pas de Suisse à 10 millions!» n'a pas trouvé grâce aux yeux des citoyens de Fétigny-Ménières. Ils ont refusé le texte à 50,7 pour cent. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Fétigny-Ménières avaient alors dit non à 57,9 pour cent."
2063,44.5,44.5,55.5,"Billens-Hennens (FR)","L'initiative ""Pas de Suisse à 10 millions!» est refusée à 55,5 pour cent à Billens-Hennens. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Billens-Hennens avaient alors dit non à 61,3 pour cent."
2067,42.6,42.6,57.4,"Le Châtelard (FR)","L'initiative ""Pas de Suisse à 10 millions!» n'a pas trouvé grâce aux yeux des citoyens du Châtelard. Ils ont refusé le texte à 57,4 pour cent. En cinq ans, la commune a ainsi changé de camp sur la question de la limitation de l'immigration. Le Châtelard avait rejeté l'initiative ""pour une immigration modérée» à 49,3 pour cent en 2020."
2068,25,25,75,"Châtonnaye (FR)","C'est non à l'initiative ""Pas de Suisse à 10 millions!» à Châtonnaye. Les habitants ont refusé le texte à 75 pour cent. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Châtonnaye était alors de 63,9 pour cent."
2079,7.5,7.5,92.5,"Grangettes (FR)","L'initiative ""Pas de Suisse à 10 millions!» n'a pas convaincu à Grangettes. Les citoyens de la commune ont refusé le texte à 92,5 pour cent. En cinq ans, la commune a ainsi changé de camp sur la question de la limitation de l'immigration. Grangettes avait rejeté l'initiative ""pour une immigration modérée» à 41,1 pour cent en 2020."
2086,73.2,73.2,26.8,"Massonnens (FR)","Les habitants de Massonnens acceptent à 73,2 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Massonnens bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 58,5 pour cent des voix."
2087,4.2,4.2,95.8,"Mézières (FR)","C'est non à l'initiative ""Pas de Suisse à 10 millions!» à Mézières (FR). Les habitants ont refusé le texte à 95,8 pour cent. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Mézières (FR) était alors de 55,2 pour cent."
2096,43.2,43.2,56.8,"Romont (FR)","A Romont (FR), les citoyens rejettent à 56,8 pour cent l'initiative ""Pas de Suisse à 10 millions!». Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Romont (FR) avaient alors dit non à 66,5 pour cent."
2097,74.1,74.1,25.9,"Rue (FR)","Les habitants de Rue acceptent à 74,1 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Rue bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 59,9 pour cent des voix."
2099,8.2,8.2,91.8,"Siviriez (FR)","L'initiative ""Pas de Suisse à 10 millions!» n'a pas trouvé grâce aux yeux des citoyens de Siviriez. Ils ont refusé le texte à 91,8 pour cent. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Siviriez était alors de 56,8 pour cent."
2102,52,52,48,"Ursy (FR)","L'initiative ""Pas de Suisse à 10 millions!» est approuvée à Ursy par 52 pour cent des votants. Avec ce résultat, Ursy bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 55,6 pour cent des voix."
2113,80.9,80.9,19.1,"Vuisternens-devant-Romont (FR)","Les habitants de Vuisternens-devant-Romont acceptent à 80,9 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Vuisternens-devant-Romont bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 54 pour cent des voix."
2114,76.2,76.2,23.8,"Villorsonnens (FR)","Les habitants de Villorsonnens acceptent à 76,2 pour cent l'initiative ""Pas de Suisse à 10 millions!». Le soutien à l'initiative ""Pas de Suisse à 10 millions!» a augmenté à Villorsonnens par rapport à l'initiative ""pour une immigration modérée» soumise au vote en 2020. Lors de cette votation, 52,6 pour cent des habitants de la commune avaient accepté ce texte."
2115,57.2,57.2,42.8,"Torny (FR)","L'initiative ""Pas de Suisse à 10 millions!» est approuvée à Torny par 57,2 pour cent des votants. Avec ce résultat, Torny bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 56,4 pour cent des voix."
2117,36.1,36.1,63.9,"Villaz (FR)","L'initiative ""Pas de Suisse à 10 millions!» n'a pas convaincu à Villaz. Les citoyens de la commune ont refusé le texte à 63,9 pour cent. Le résultat a peu changé par rapport au vote sur l'initiative ""pour une immigration modérée» en 2020. Villaz avait alors dit non à 63,1 pour cent."
2121,74.6,74.6,25.4,"Haut-Intyamon (FR)","La population de Haut-Intyamon approuve à 74,6 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Haut-Intyamon bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 57,7 pour cent des voix."
2122,54.7,54.7,45.3,"Pont-en-Ogoz (FR)","Pont-en-Ogoz dit oui à 54,7 pour cent à l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Pont-en-Ogoz bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 60,3 pour cent des voix."
2123,82.4,82.4,17.6,"Botterens (FR)","La population de Botterens approuve à 82,4 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Botterens bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 57,8 pour cent des voix."
2124,66.9,66.9,33.1,"Broc (FR)","Broc dit oui à 66,9 pour cent à l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Broc bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 64,4 pour cent des voix."
2125,20.1,20.1,79.9,"Bulle (FR)","L'initiative ""Pas de Suisse à 10 millions!» n'a pas convaincu à Bulle. Les citoyens de la commune ont refusé le texte à 79,9 pour cent. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Bulle était alors de 67,3 pour cent."
2128,41.5,41.5,58.5,"Châtel-sur-Montsalvens (FR)","C'est non à l'initiative ""Pas de Suisse à 10 millions!» à Châtel-sur-Montsalvens. Les habitants ont refusé le texte à 58,5 pour cent. Le résultat a peu changé par rapport au vote sur l'initiative ""pour une immigration modérée» en 2020. Châtel-sur-Montsalvens avait alors dit non à 59 pour cent."
2129,68.2,68.2,31.8,"Corbières (FR)","L'initiative ""Pas de Suisse à 10 millions!» passe la rampe avec 68,2 pour cent de oui à Corbières. Avec ce résultat, Corbières bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 56,7 pour cent des voix."
2130,18.6,18.6,81.4,"Crésuz (FR)","Les habitants de Crésuz s'opposent à l'initiative ""Pas de Suisse à 10 millions!» par 81,4 pour cent des voix. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Crésuz était alors de 59,2 pour cent."
2131,89.8,89.8,10.2,"Echarlens (FR)","A Echarlens, les habitants disent oui à 89,8 pour cent à l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Echarlens bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 68,5 pour cent des voix."
2134,60.8,60.8,39.2,"Grandvillard (FR)","L'initiative ""Pas de Suisse à 10 millions!» passe la rampe avec 60,8 pour cent de oui à Grandvillard. Avec ce résultat, Grandvillard bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 64,6 pour cent des voix."
2135,29.3,29.3,70.7,"Gruyères (FR)","C'est non à l'initiative ""Pas de Suisse à 10 millions!» à Gruyères. Les habitants ont refusé le texte à 70,7 pour cent. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Gruyères était alors de 64,5 pour cent."
2137,67.7,67.7,32.3,"Hauteville (FR)","Hauteville dit oui à 67,7 pour cent à l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Hauteville bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 70,2 pour cent des voix."
2138,16.8,16.8,83.2,"Bellegarde (FR)","A Bellegarde, les citoyens rejettent à 83,2 pour cent l'initiative ""Pas de Suisse à 10 millions!». En cinq ans, la commune a ainsi changé de camp sur la question de la limitation de l'immigration. Bellegarde avait rejeté l'initiative ""pour une immigration modérée» à 33 pour cent en 2020."
2140,44.5,44.5,55.5,"Marsens (FR)","L'initiative ""Pas de Suisse à 10 millions!» n'a pas trouvé grâce aux yeux des citoyens de Marsens. Ils ont refusé le texte à 55,5 pour cent. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Marsens avaient alors dit non à 68,4 pour cent."
2143,16.1,16.1,83.9,"Morlon (FR)","La population de Morlon rejette à 83,9 pour cent des voix l'initiative ""Pas de Suisse à 10 millions!». Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Morlon était alors de 65,9 pour cent."
2145,41.7,41.7,58.3,"Le Pâquier (FR)","Les habitants du Pâquier (FR) s'opposent à l'initiative ""Pas de Suisse à 10 millions!» par 58,3 pour cent des voix. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants du Pâquier (FR) avaient alors dit non à 65,2 pour cent."
2147,55.6,55.6,44.4,"Pont-la-Ville (FR)","La population de Pont-la-Ville approuve à 55,6 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Pont-la-Ville bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 60,2 pour cent des voix."
2148,17.3,17.3,82.7,"Riaz (FR)","L'initiative ""Pas de Suisse à 10 millions!» n'a pas trouvé grâce aux yeux des citoyens de Riaz. Ils ont refusé le texte à 82,7 pour cent. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Riaz était alors de 62,2 pour cent."
2149,57.4,57.4,42.6,"La Roche (FR)","Les habitants de La Roche soutiennent à 57,4 pour cent l'initiative ""Pas de Suisse à 10 millions!». Le soutien à l'initiative ""Pas de Suisse à 10 millions!» a augmenté à La Roche par rapport à l'initiative ""pour une immigration modérée» soumise au vote en 2020. Lors de cette votation, 54,3 pour cent des habitants de la commune avaient accepté ce texte."
2152,52.3,52.3,47.7,"Sâles (FR)","A Sâles, les habitants disent oui à 52,3 pour cent à l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Sâles bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 62,8 pour cent des voix."
2153,86.2,86.2,13.8,"Sorens (FR)","Les habitants de Sorens acceptent à 86,2 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Sorens bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 58,2 pour cent des voix."
2155,65.1,65.1,34.9,"Vaulruz (FR)","Vaulruz dit oui à 65,1 pour cent à l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Vaulruz bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 62,2 pour cent des voix."
2160,61.1,61.1,38.9,"Vuadens (FR)","A Vuadens, les habitants disent oui à 61,1 pour cent à l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Vuadens bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 61,5 pour cent des voix."
2162,63.4,63.4,36.6,"Bas-Intyamon (FR)","Les habitants de Bas-Intyamon soutiennent à 63,4 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Bas-Intyamon bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 57,9 pour cent des voix."
2163,62.1,62.1,37.9,"Val-de-Charmey (FR)","L'initiative ""Pas de Suisse à 10 millions!» est approuvée à Val-de-Charmey par 62,1 pour cent des votants. Avec ce résultat, Val-de-Charmey bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 51,5 pour cent des voix."
2173,37.4,37.4,62.6,"Autigny (FR)","A Autigny, les citoyens rejettent à 62,6 pour cent l'initiative ""Pas de Suisse à 10 millions!». Le résultat a peu changé par rapport au vote sur l'initiative ""pour une immigration modérée» en 2020. Autigny avait alors dit non à 62,9 pour cent."
2174,83.1,83.1,16.9,"Avry (FR)","Les habitants d'Avry soutiennent à 83,1 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Avry bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 71,8 pour cent des voix."
2175,24.8,24.8,75.2,"Belfaux (FR)","L'initiative ""Pas de Suisse à 10 millions!» est refusée à 75,2 pour cent à Belfaux. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Belfaux était alors de 72,4 pour cent."
2177,60.9,60.9,39.1,"Chénens (FR)","L'initiative ""Pas de Suisse à 10 millions!» passe la rampe avec 60,9 pour cent de oui à Chénens. Avec ce résultat, Chénens bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 65,2 pour cent des voix."
2183,13.5,13.5,86.5,"Corminboeuf (FR)","Les habitants de Corminboeuf s'opposent à l'initiative ""Pas de Suisse à 10 millions!» par 86,5 pour cent des voix. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Corminboeuf était alors de 72,5 pour cent."
2186,79.1,79.1,20.9,"Cottens (FR)","Cottens (FR) dit oui à 79,1 pour cent à l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Cottens (FR) bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 68,6 pour cent des voix."
2194,0.2,0.2,99.8,"Ferpicloz (FR)","Pour la part de non à l'initiative ""Pas de Suisse à 10 millions!», Ferpicloz se classe au deuxième rang suisse, avec 99,8 pour cent de non. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Ferpicloz était alors de 60,5 pour cent."
2196,52.8,52.8,47.2,"Fribourg (FR)","Fribourg dit oui à 52,8 pour cent à l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Fribourg bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 78,4 pour cent des voix."
2197,67.9,67.9,32.1,"Givisiez (FR)","L'initiative ""Pas de Suisse à 10 millions!» passe la rampe avec 67,9 pour cent de oui à Givisiez. Avec ce résultat, Givisiez bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 70,3 pour cent des voix."
2198,23.1,23.1,76.9,"Granges-Paccot (FR)","A Granges-Paccot, les citoyens rejettent à 76,9 pour cent l'initiative ""Pas de Suisse à 10 millions!». Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Granges-Paccot était alors de 67,3 pour cent."
2206,53.1,53.1,46.9,"Marly (FR)","A Marly, les habitants disent oui à 53,1 pour cent à l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Marly bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 72,5 pour cent des voix."
2208,37.3,37.3,62.7,"Matran (FR)","L'initiative ""Pas de Suisse à 10 millions!» est refusée à 62,7 pour cent à Matran. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Matran avaient alors dit non à 76 pour cent."
2211,58.7,58.7,41.3,"Neyruz (FR)","Les habitants de Neyruz (FR) acceptent à 58,7 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Neyruz (FR) bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 75,4 pour cent des voix."
2216,61.5,61.5,38.5,"Pierrafortscha (FR)","Pierrafortscha dit oui à 61,5 pour cent à l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Pierrafortscha bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 64,9 pour cent des voix."
2220,77.6,77.6,22.4,"Le Mouret (FR)","L'initiative ""Pas de Suisse à 10 millions!» est approuvée au Mouret par 77,6 pour cent des votants. Avec ce résultat, Le Mouret bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 57,3 pour cent des voix."
2226,55.8,55.8,44.2,"Treyvaux (FR)","Treyvaux dit oui à 55,8 pour cent à l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Treyvaux bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 63,4 pour cent des voix."
2228,55.5,55.5,44.5,"Villars-sur-Glâne (FR)","A Villars-sur-Glâne, les habitants disent oui à 55,5 pour cent à l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Villars-sur-Glâne bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 77,2 pour cent des voix."
2230,62.1,62.1,37.9,"Villarsel-sur-Marly (FR)","Les habitants de Villarsel-sur-Marly soutiennent à 62,1 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Villarsel-sur-Marly bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 64,9 pour cent des voix."
2233,46.1,46.1,53.9,"Hauterive (FR)","Les habitants de Hauterive (FR) s'opposent à l'initiative ""Pas de Suisse à 10 millions!» par 53,9 pour cent des voix. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Hauterive (FR) avaient alors dit non à 67,9 pour cent."
2234,35.4,35.4,64.6,"La Brillaz (FR)","Les habitants de La Brillaz s'opposent à l'initiative ""Pas de Suisse à 10 millions!» par 64,6 pour cent des voix. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de La Brillaz avaient alors dit non à 67,1 pour cent."
2235,52,52,48,"La Sonnaz (FR)","La population de La Sonnaz approuve à 52 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, La Sonnaz bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 70,7 pour cent des voix."
2236,83.2,83.2,16.8,"Gibloux (FR)","L'initiative ""Pas de Suisse à 10 millions!» passe la rampe avec 83,2 pour cent de oui à Gibloux. Avec ce résultat, Gibloux bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 66,1 pour cent des voix."
2237,35,35,65,"Prez (FR)","C'est non à l'initiative ""Pas de Suisse à 10 millions!» à Prez. Les habitants ont refusé le texte à 65 pour cent. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Prez avaient alors dit non à 68 pour cent."
2238,70.8,70.8,29.2,"Bois-d'Amont (FR)","Bois-d'Amont dit oui à 70,8 pour cent à l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Bois-d'Amont bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 68,2 pour cent des voix."
2239,13.9,13.9,86.1,"Grolley-Ponthaux (FR)","C'est non à l'initiative ""Pas de Suisse à 10 millions!» à Grolley-Ponthaux. Les habitants ont refusé le texte à 86,1 pour cent. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Grolley-Ponthaux était alors de 61,6 pour cent."
2250,39.9,39.9,60.1,"Courgevaux (FR)","L'initiative ""Pas de Suisse à 10 millions!» n'a pas convaincu à Courgevaux. Les citoyens de la commune ont refusé le texte à 60,1 pour cent. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Courgevaux avaient alors dit non à 67,7 pour cent."
2254,37.8,37.8,62.2,"Courtepin (FR)","C'est non à l'initiative ""Pas de Suisse à 10 millions!» à Courtepin. Les habitants ont refusé le texte à 62,2 pour cent. Le refus de l'initiative ""Pas de Suisse à 10 millions!» est plus fort que celui observé pour l'initiative ""pour une immigration modérée» en 2020. La proportion de non à Courtepin était alors de 57,3 pour cent."
2257,40.1,40.1,59.9,"Cressier (FR)","Les habitants de Cressier (FR) s'opposent à l'initiative ""Pas de Suisse à 10 millions!» par 59,9 pour cent des voix. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Cressier (FR) avaient alors dit non à 66,1 pour cent."
2258,71.7,71.7,28.3,"Fräschels (FR)","La population de Fräschels approuve à 71,7 pour cent l'initiative ""Pas de Suisse à 10 millions!». Avec ce résultat, Fräschels bascule dans le camp du oui. En 2020, la commune avait rejeté l'initiative ""pour une immigration modérée» avec 55,8 pour cent des voix."
2261,45.5,45.5,54.5,"Greng (FR)","L'initiative ""Pas de Suisse à 10 millions!» n'a pas trouvé grâce aux yeux des citoyens de Greng. Ils ont refusé le texte à 54,5 pour cent. Le rejet de l'initiative est toutefois moins marqué que celui enregistré lors de la votation sur l'initiative ""pour une immigration modérée» en 2020. Les habitants de Greng avaient alors dit non à 60,4 pour cent."
