"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
231,12.9,12.9,87.1,"Zell (ZH)",
241,42.2,42.2,57.8,"Aesch (ZH)",
242,56.2,56.2,43.8,"Birmensdorf (ZH)",
243,60,60,40,"Dietikon (ZH)",
244,53.6,53.6,46.4,"Geroldswil (ZH)",
245,56.3,56.3,43.7,"Oberengstringen (ZH)",
246,37.7,37.7,62.3,"Oetwil an der Limmat (ZH)",
247,48.7,48.7,51.3,"Schlieren (ZH)",
248,86.3,86.3,13.7,"Uitikon (ZH)",
249,44.1,44.1,55.9,"Unterengstringen (ZH)",
250,43,43,57,"Urdorf (ZH)",
251,30.3,30.3,69.7,"Weiningen (ZH)",
261,41.5,41.5,58.5,"Zurigo (ZH)",
291,65.3,65.3,34.7,"Andelfingen (ZH)",
292,62.3,62.3,37.7,"Stammheim (ZH)",
293,33.6,33.6,66.4,"Wädenswil (ZH)",
294,61.1,61.1,38.9,"Elgg (ZH)",
295,13.5,13.5,86.5,"Horgen (ZH)",
296,28.7,28.7,71.3,"Illnau-Effretikon (ZH)",
297,56.4,56.4,43.6,"Bauma (ZH)",
298,95.1,95.1,4.9,"Wiesendangen (ZH)",
