"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
70,"initiative oui",92.5,7.5,"Wasterkingen (ZH)",
71,"initiative oui",90.1,9.9,"Wil (ZH)",
72,"contre-proposition oui",36.2,63.8,"Winkel (ZH)",
81,"deux fois non",6.4,93.6,"Bachs (ZH)",
82,"deux fois non",11.6,88.4,"Boppelsen (ZH)",
83,"contre-proposition oui",49.8,50.2,"Buchs (ZH)",
84,"initiative oui",51.4,48.6,"Dällikon (ZH)",
85,"deux fois non",44,56,"Dänikon (ZH)",
86,"deux fois non",25.2,74.8,"Dielsdorf (ZH)",
87,"contre-proposition oui",48.7,51.3,"Hüttikon (ZH)",
88,"deux fois non",48.8,51.2,"Neerach (ZH)",
89,"initiative oui",59.2,40.8,"Niederglatt (ZH)",
90,"contre-proposition oui",26.3,73.7,"Niederhasli (ZH)",
91,"deux fois non",7.4,92.6,"Niederweningen (ZH)",
92,"contre-proposition oui",42.2,57.8,"Oberglatt (ZH)",
93,"deux fois non",40.1,59.9,"Oberweningen (ZH)",
94,"deux fois non",44.3,55.7,"Otelfingen (ZH)",
95,"initiative oui",82,18,"Regensberg (ZH)",
96,"contre-proposition oui",98.2,1.8,"Regensdorf (ZH)",
97,"contre-proposition oui",36.7,63.3,"Rümlang (ZH)",
98,"contre-proposition oui",35,65,"Schleinikon (ZH)",
99,"initiative oui",58.7,41.3,"Schöfflisdorf (ZH)",
100,"initiative oui",93.7,6.3,"Stadel (ZH)",
101,"deux fois non",4.7,95.3,"Steinmaur (ZH)",
102,"initiative oui",79.6,20.4,"Weiach (ZH)",
111,"contre-proposition oui",5.1,94.9,"Bäretswil (ZH)",
112,"initiative oui",91,9,"Bubikon (ZH)",
113,"contre-proposition oui",52.5,47.5,"Dürnten (ZH)",
114,"initiative oui",72.4,27.6,"Fischenthal (ZH)",
115,"initiative oui",78.3,21.7,"Gossau (ZH)",
116,"contre-proposition oui",95.5,4.5,"Grüningen (ZH)",
117,"contre-proposition oui",46.1,53.9,"Hinwil (ZH)",
118,"contre-proposition oui",76.9,23.1,"Rüti (ZH)",
119,"contre-proposition oui",55.3,44.7,"Seegräben (ZH)",
120,"initiative oui",52.7,47.3,"Wald (ZH)",
121,"contre-proposition oui",20.1,79.9,"Wetzikon (ZH)",
131,"initiative oui",60.6,39.4,"Adliswil (ZH)",
135,"deux fois non",26.4,73.6,"Kilchberg (ZH)",
136,"initiative oui",67,33,"Langnau am Albis (ZH)",
137,"deux fois non",34.6,65.4,"Oberrieden (ZH)",
138,"contre-proposition oui",42.1,57.9,"Richterswil (ZH)",
139,"contre-proposition oui",58.1,41.9,"Rüschlikon (ZH)",
141,"initiative oui",93.6,6.4,"Thalwil (ZH)",
151,"contre-proposition oui",37.1,62.9,"Erlenbach (ZH)",
152,"contre-proposition oui",1.1,98.9,"Herrliberg (ZH)",
153,"contre-proposition oui",39.5,60.5,"Hombrechtikon (ZH)",
154,"contre-proposition oui",45.3,54.7,"Küsnacht (ZH)",
155,"contre-proposition oui",6.1,93.9,"Männedorf (ZH)",
156,"initiative oui",69,31,"Meilen (ZH)",
157,"initiative oui",61.2,38.8,"Oetwil am See (ZH)",
158,"contre-proposition oui",13.5,86.5,"Stäfa (ZH)",
159,"initiative oui",71.3,28.7,"Uetikon am See (ZH)",
160,"initiative oui",70.6,29.4,"Zumikon (ZH)",
161,"initiative oui",76.4,23.6,"Zollikon (ZH)",
172,"contre-proposition oui",49.4,50.6,"Fehraltorf (ZH)",
173,"contre-proposition oui",75.9,24.1,"Hittnau (ZH)",
176,"contre-proposition oui",96,4,"Lindau (ZH)",
177,"initiative oui",98.4,1.6,"Pfäffikon (ZH)",
178,"initiative oui",54.6,45.4,"Russikon (ZH)",
180,"initiative oui",64.6,35.4,"Weisslingen (ZH)",
181,"initiative oui",89.1,10.9,"Wila (ZH)",
182,"deux fois non",43.8,56.2,"Wildberg (ZH)",
191,"deux fois non",46.1,53.9,"Dübendorf (ZH)",
192,"contre-proposition oui",45.1,54.9,"Egg (ZH)",
193,"initiative oui",84.9,15.1,"Fällanden (ZH)",
194,"contre-proposition oui",7.4,92.6,"Greifensee (ZH)",
195,"initiative oui",75.1,24.9,"Maur (ZH)",
196,"initiative oui",76,24,"Mönchaltorf (ZH)",
197,"initiative oui",56.9,43.1,"Schwerzenbach (ZH)",
198,"initiative oui",52.9,47.1,"Uster (ZH)",
199,"contre-proposition oui",46.6,53.4,"Volketswil (ZH)",
200,"contre-proposition oui",62.2,37.8,"Wangen-Brüttisellen (ZH)",
211,"deux fois non",4,96,"Altikon (ZH)",
213,"contre-proposition oui",71.2,28.8,"Brütten (ZH)",
214,"contre-proposition oui",91.6,8.4,"Dägerlen (ZH)",
215,"contre-proposition oui",97.6,2.4,"Dättlikon (ZH)",
216,"contre-proposition oui",15.4,84.6,"Dinhard (ZH)",
218,"contre-proposition oui",53.2,46.8,"Ellikon an der Thur (ZH)",
219,"initiative oui",75.9,24.1,"Elsau (ZH)",
220,"contre-proposition oui",53.7,46.3,"Hagenbuch (ZH)",
221,"initiative oui",74.3,25.7,"Hettlingen (ZH)",
223,"contre-proposition oui",31.7,68.3,"Neftenbach (ZH)",
224,"initiative oui",52,48,"Pfungen (ZH)",
225,"deux fois non",2.3,97.7,"Rickenbach (ZH)",
226,"contre-proposition oui",4.4,95.6,"Schlatt (ZH)",
227,"deux fois non",29.7,70.3,"Seuzach (ZH)",
228,"initiative oui",77.4,22.6,"Turbenthal (ZH)",
230,"initiative oui",57.6,42.4,"Winterthour (ZH)",
231,"initiative oui",52,48,"Zell (ZH)",
241,"contre-proposition oui",59.6,40.4,"Aesch (ZH)",
242,"contre-proposition oui",27.1,72.9,"Birmensdorf (ZH)",
243,"deux fois non",48.4,51.6,"Dietikon (ZH)",
244,"contre-proposition oui",34.7,65.3,"Geroldswil (ZH)",
245,"contre-proposition oui",39.8,60.2,"Oberengstringen (ZH)",
246,"initiative oui",59.7,40.3,"Oetwil an der Limmat (ZH)",
247,"initiative oui",58.3,41.7,"Schlieren (ZH)",
248,"initiative oui",63.3,36.7,"Uitikon (ZH)",
249,"contre-proposition oui",89.5,10.5,"Unterengstringen (ZH)",
250,"contre-proposition oui",82,18,"Urdorf (ZH)",
251,"initiative oui",97.1,2.9,"Weiningen (ZH)",
261,"contre-proposition oui",64.6,35.4,"Zurich (ZH)",
291,"initiative oui",99.1,0.9,"Andelfingen (ZH)",
292,"deux fois non",45.9,54.1,"Stammheim (ZH)",
293,"deux fois non",0.4,99.6,"Wädenswil (ZH)",
294,"contre-proposition oui",57.4,42.6,"Elgg (ZH)",
295,"deux fois non",45,55,"Horgen (ZH)",
296,"initiative oui",53.1,46.9,"Illnau-Effretikon (ZH)",
297,"contre-proposition oui",60.6,39.4,"Bauma (ZH)",
298,"deux fois non",45.6,54.4,"Wiesendangen (ZH)",
