"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
5121,54.5,54.5,45.5,"Orselina (TI)","Sì all'Iniziativa ""No a una Svizzera da 10 milioni!"" a Orselina con il 54,5 per cento. Con questo risultato, Orselina passa nel campo dei favorevoli. Nel 2020 aveva bocciato l'iniziativa ""Per un'immigrazione moderata""."
5125,43.3,43.3,56.7,"Ronco sopra Ascona (TI)","A Ronco sopra Ascona l'Iniziativa ""No a una Svizzera da 10 milioni!"" non ottiene la maggioranza: 56,7 per cento di no. Con questo risultato, Ronco sopra Ascona passa nel campo dei contrari. Nel 2020 aveva approvato l'iniziativa ""Per un'immigrazione moderata""."
5131,45.5,45.5,54.5,"Tenero-Contra (TI)","A Tenero-Contra l'Iniziativa ""No a una Svizzera da 10 milioni!"" è stata respinta con il 54,5 per cento. Con questo risultato, Tenero-Contra passa nel campo dei contrari. Nel 2020 aveva approvato l'iniziativa ""Per un'immigrazione moderata""."
5136,50.8,50.8,49.2,"Onsernone (TI)","Sì all'Iniziativa ""No a una Svizzera da 10 milioni!"" a Onsernone, con il 50,8 per cento di voti favorevoli. Con questo risultato, Onsernone passa nel campo dei favorevoli. Nel 2020 aveva bocciato l'iniziativa ""Per un'immigrazione moderata""."
5138,78,78,22,"Cugnasco-Gerra (TI)","Sì all'Iniziativa ""No a una Svizzera da 10 milioni!"" a Cugnasco-Gerra, con il 78 per cento di voti favorevoli. Il sostegno all'Iniziativa ""No a una Svizzera da 10 milioni!"" è aumentato a Cugnasco-Gerra rispetto all'iniziativa ""Per un'immigrazione moderata"" del 2020. In tale occasione, il 53,3 percento degli abitanti aveva accettato il testo."
5141,28.4,28.4,71.6,"Agno (TI)","A Agno l'Iniziativa ""No a una Svizzera da 10 milioni!"" è stata respinta con il 71,6 per cento. Con questo risultato, Agno passa nel campo dei contrari. Nel 2020 aveva approvato l'iniziativa ""Per un'immigrazione moderata""."
5143,55.1,55.1,44.9,"Aranno (TI)","A Aranno l'Iniziativa ""No a una Svizzera da 10 milioni!"" è stata approvata con il 55,1 per cento. Con questo risultato, Aranno passa nel campo dei favorevoli. Nel 2020 aveva bocciato l'iniziativa ""Per un'immigrazione moderata""."
5144,31.3,31.3,68.7,"Arogno (TI)","La popolazione di Arogno respinge l'Iniziativa ""No a una Svizzera da 10 milioni!"" con il 68,7 per cento. Il rifiuto all'Iniziativa ""No a una Svizzera da 10 milioni!"" è aumentato a Arogno rispetto all'iniziativa ""Per un'immigrazione moderata"" del 2020. In tale occasione, il 52,4 percento degli abitanti aveva bocciato il testo."
5148,55.7,55.7,44.3,"Bedano (TI)","Sì all'Iniziativa ""No a una Svizzera da 10 milioni!"" a Bedano: 55,7 per cento. Il sostegno all'Iniziativa ""No a una Svizzera da 10 milioni!"" è diminuito a Bedano rispetto all'iniziativa ""Per un'immigrazione moderata"" del 2020. In tale occasione, il 60,7 percento degli abitanti aveva accettato il testo."
5151,76.5,76.5,23.5,"Bioggio (TI)","A Bioggio, l'Iniziativa ""No a una Svizzera da 10 milioni!"" è approvata con il 76,5 per cento. Il sostegno all'Iniziativa ""No a una Svizzera da 10 milioni!"" è aumentato a Bioggio rispetto all'iniziativa ""Per un'immigrazione moderata"" del 2020. In tale occasione, il 59 percento degli abitanti aveva accettato il testo."
5154,38.5,38.5,61.5,"Bissone (TI)","A Bissone l'Iniziativa ""No a una Svizzera da 10 milioni!"" è stata respinta con il 61,5 per cento. Con questo risultato, Bissone passa nel campo dei contrari. Nel 2020 aveva approvato l'iniziativa ""Per un'immigrazione moderata""."
5160,86.8,86.8,13.2,"Brusino Arsizio (TI)","Sì all'Iniziativa ""No a una Svizzera da 10 milioni!"" a Brusino Arsizio, con il 86,8 per cento di voti favorevoli. Con questo risultato, Brusino Arsizio passa nel campo dei favorevoli. Nel 2020 aveva bocciato l'iniziativa ""Per un'immigrazione moderata""."
5161,41.6,41.6,58.4,"Cademario (TI)","Con il 58,4 per cento dei voti, Cademario ha respinto l'Iniziativa ""No a una Svizzera da 10 milioni!"". Con questo risultato, Cademario passa nel campo dei contrari. Nel 2020 aveva approvato l'iniziativa ""Per un'immigrazione moderata""."
5162,12.2,12.2,87.8,"Cadempino (TI)","Con il 87,8 per cento dei voti, l'Iniziativa ""No a una Svizzera da 10 milioni!"" viene respinta a Cadempino. Con questo risultato, Cadempino passa nel campo dei contrari. Nel 2020 aveva approvato l'iniziativa ""Per un'immigrazione moderata""."
5167,19.3,19.3,80.7,"Canobbio (TI)","A Canobbio l'Iniziativa ""No a una Svizzera da 10 milioni!"" è stata respinta con il 80,7 per cento. Con questo risultato, Canobbio passa nel campo dei contrari. Nel 2020 aveva approvato l'iniziativa ""Per un'immigrazione moderata""."
5171,58.8,58.8,41.2,"Caslano (TI)","A Caslano l'Iniziativa ""No a una Svizzera da 10 milioni!"" è stata approvata con il 58,8 per cento. Il sostegno all'Iniziativa ""No a una Svizzera da 10 milioni!"" è aumentato a Caslano rispetto all'iniziativa ""Per un'immigrazione moderata"" del 2020. In tale occasione, il 54,1 percento degli abitanti aveva accettato il testo."
5176,35.9,35.9,64.1,"Comano (TI)","Con il 64,1 per cento dei voti, Comano ha respinto l'Iniziativa ""No a una Svizzera da 10 milioni!"". Il rifiuto all'Iniziativa ""No a una Svizzera da 10 milioni!"" è aumentato a Comano rispetto all'iniziativa ""Per un'immigrazione moderata"" del 2020. In tale occasione, il 54,9 percento degli abitanti aveva bocciato il testo."
5180,29.3,29.3,70.7,"Cureglia (TI)","Con il 70,7 per cento dei voti, l'Iniziativa ""No a una Svizzera da 10 milioni!"" viene respinta a Cureglia. Con questo risultato, Cureglia passa nel campo dei contrari. Nel 2020 aveva approvato l'iniziativa ""Per un'immigrazione moderata""."
5186,37.9,37.9,62.1,"Grancia (TI)","A Grancia, l'Iniziativa ""No a una Svizzera da 10 milioni!"" è stata respinta con il 62,1 per cento. Con questo risultato, Grancia passa nel campo dei contrari. Nel 2020 aveva approvato l'iniziativa ""Per un'immigrazione moderata""."
5187,22,22,78,"Gravesano (TI)","Con il 78 per cento dei voti, l'Iniziativa ""No a una Svizzera da 10 milioni!"" viene respinta a Gravesano. Con questo risultato, Gravesano passa nel campo dei contrari. Nel 2020 aveva approvato l'iniziativa ""Per un'immigrazione moderata""."
5189,25.3,25.3,74.7,"Lamone (TI)","Con il 74,7 per cento dei voti, l'Iniziativa ""No a una Svizzera da 10 milioni!"" viene respinta a Lamone. Con questo risultato, Lamone passa nel campo dei contrari. Nel 2020 aveva approvato l'iniziativa ""Per un'immigrazione moderata""."
5192,30.5,30.5,69.5,"Lugano (TI)","A Lugano l'Iniziativa ""No a una Svizzera da 10 milioni!"" è stata respinta con il 69,5 per cento. Con questo risultato, Lugano passa nel campo dei contrari. Nel 2020 aveva approvato l'iniziativa ""Per un'immigrazione moderata""."
5193,42.6,42.6,57.4,"Magliaso (TI)","Con il 57,4 per cento dei voti, l'Iniziativa ""No a una Svizzera da 10 milioni!"" viene respinta a Magliaso. Con questo risultato, Magliaso passa nel campo dei contrari. Nel 2020 aveva approvato l'iniziativa ""Per un'immigrazione moderata""."
5194,46.8,46.8,53.2,"Manno (TI)","A Manno l'Iniziativa ""No a una Svizzera da 10 milioni!"" non ottiene la maggioranza: 53,2 per cento di no. Con questo risultato, Manno passa nel campo dei contrari. Nel 2020 aveva approvato l'iniziativa ""Per un'immigrazione moderata""."
5196,54.3,54.3,45.7,"Massagno (TI)","A Massagno, l'Iniziativa ""No a una Svizzera da 10 milioni!"" è approvata con il 54,3 per cento. Con questo risultato, Massagno passa nel campo dei favorevoli. Nel 2020 aveva bocciato l'iniziativa ""Per un'immigrazione moderata""."
5198,46.4,46.4,53.6,"Melide (TI)","Con il 53,6 per cento dei voti, Melide ha respinto l'Iniziativa ""No a una Svizzera da 10 milioni!"". Con questo risultato, Melide passa nel campo dei contrari. Nel 2020 aveva approvato l'iniziativa ""Per un'immigrazione moderata""."
5199,62.9,62.9,37.1,"Mezzovico-Vira (TI)","A Mezzovico-Vira, l'Iniziativa ""No a una Svizzera da 10 milioni!"" è stata approvata con il 62,9 per cento. Il sostegno all'Iniziativa ""No a una Svizzera da 10 milioni!"" è rimasto stabile a Mezzovico-Vira rispetto all'iniziativa ""Per un'immigrazione moderata"" del 2020. In tale occasione, il 63,1 percento degli abitanti aveva infatti accettato il testo."
5203,95.9,95.9,4.1,"Morcote (TI)","Sì all'Iniziativa ""No a una Svizzera da 10 milioni!"" a Morcote: 95,9 per cento. Con questo risultato, Morcote passa nel campo dei favorevoli. Nel 2020 aveva bocciato l'iniziativa ""Per un'immigrazione moderata""."
5205,70.5,70.5,29.5,"Muzzano (TI)","Sì all'Iniziativa ""No a una Svizzera da 10 milioni!"" a Muzzano: 70,5 per cento. Il sostegno all'Iniziativa ""No a una Svizzera da 10 milioni!"" è aumentato a Muzzano rispetto all'iniziativa ""Per un'immigrazione moderata"" del 2020. In tale occasione, il 53,1 percento degli abitanti aveva accettato il testo."
5206,15.1,15.1,84.9,"Neggio (TI)","La popolazione di Neggio respinge l'Iniziativa ""No a una Svizzera da 10 milioni!"" con il 84,9 per cento. Con questo risultato, Neggio passa nel campo dei contrari. Nel 2020 aveva approvato l'iniziativa ""Per un'immigrazione moderata""."
5208,53.4,53.4,46.6,"Origlio (TI)","Sì all'Iniziativa ""No a una Svizzera da 10 milioni!"" a Origlio con il 53,4 per cento. Il sostegno all'Iniziativa ""No a una Svizzera da 10 milioni!"" è aumentato a Origlio rispetto all'iniziativa ""Per un'immigrazione moderata"" del 2020. In tale occasione, il 50,7 percento degli abitanti aveva accettato il testo."
5210,68.3,68.3,31.7,"Paradiso (TI)","Sì all'Iniziativa ""No a una Svizzera da 10 milioni!"" a Paradiso con il 68,3 per cento. Il sostegno all'Iniziativa ""No a una Svizzera da 10 milioni!"" è aumentato a Paradiso rispetto all'iniziativa ""Per un'immigrazione moderata"" del 2020. In tale occasione, il 51,7 percento degli abitanti aveva accettato il testo."
5212,49.5,49.5,50.5,"Ponte Capriasca (TI)","La popolazione di Ponte Capriasca respinge l'Iniziativa ""No a una Svizzera da 10 milioni!"" con il 50,5 per cento. Con questo risultato, Ponte Capriasca passa nel campo dei contrari. Nel 2020 aveva approvato l'iniziativa ""Per un'immigrazione moderata""."
5214,37,37,63,"Porza (TI)","La popolazione di Porza respinge l'Iniziativa ""No a una Svizzera da 10 milioni!"" con il 63 per cento. Il rifiuto all'Iniziativa ""No a una Svizzera da 10 milioni!"" è aumentato a Porza rispetto all'iniziativa ""Per un'immigrazione moderata"" del 2020. In tale occasione, il 51,6 percento degli abitanti aveva bocciato il testo."
5216,74,74,26,"Pura (TI)","La popolazione di Pura approva l'Iniziativa ""No a una Svizzera da 10 milioni!"" con il 74 per cento. Il sostegno all'Iniziativa ""No a una Svizzera da 10 milioni!"" è aumentato a Pura rispetto all'iniziativa ""Per un'immigrazione moderata"" del 2020. In tale occasione, il 51,5 percento degli abitanti aveva accettato il testo."
5221,73.7,73.7,26.3,"Savosa (TI)","A Savosa, l'Iniziativa ""No a una Svizzera da 10 milioni!"" è approvata con il 73,7 per cento. Il sostegno all'Iniziativa ""No a una Svizzera da 10 milioni!"" è aumentato a Savosa rispetto all'iniziativa ""Per un'immigrazione moderata"" del 2020. In tale occasione, il 52,8 percento degli abitanti aveva accettato il testo."
5225,77.4,77.4,22.6,"Sorengo (TI)","Sì all'Iniziativa ""No a una Svizzera da 10 milioni!"" a Sorengo, con il 77,4 per cento di voti favorevoli. Con questo risultato, Sorengo passa nel campo dei favorevoli. Nel 2020 aveva bocciato l'iniziativa ""Per un'immigrazione moderata""."
5226,77.3,77.3,22.7,"Capriasca (TI)","A Capriasca, l'Iniziativa ""No a una Svizzera da 10 milioni!"" è stata approvata con il 77,3 per cento. Il sostegno all'Iniziativa ""No a una Svizzera da 10 milioni!"" è aumentato a Capriasca rispetto all'iniziativa ""Per un'immigrazione moderata"" del 2020. In tale occasione, il 50,9 percento degli abitanti aveva accettato il testo."
5227,20.5,20.5,79.5,"Torricella-Taverne (TI)","La popolazione di Torricella-Taverne respinge l'Iniziativa ""No a una Svizzera da 10 milioni!"" con il 79,5 per cento. Con questo risultato, Torricella-Taverne passa nel campo dei contrari. Nel 2020 aveva approvato l'iniziativa ""Per un'immigrazione moderata""."
5230,53.9,53.9,46.1,"Vernate (TI)","A Vernate, l'Iniziativa ""No a una Svizzera da 10 milioni!"" è stata approvata con il 53,9 per cento. Il sostegno all'Iniziativa ""No a una Svizzera da 10 milioni!"" è aumentato a Vernate rispetto all'iniziativa ""Per un'immigrazione moderata"" del 2020. In tale occasione, il 51,9 percento degli abitanti aveva accettato il testo."
5231,40,40,60,"Vezia (TI)","A Vezia l'Iniziativa ""No a una Svizzera da 10 milioni!"" è stata respinta con il 60 per cento. Con questo risultato, Vezia passa nel campo dei contrari. Nel 2020 aveva approvato l'iniziativa ""Per un'immigrazione moderata""."
5233,94.4,94.4,5.6,"Vico Morcote (TI)","La popolazione di Vico Morcote approva l'Iniziativa ""No a una Svizzera da 10 milioni!"" con il 94,4 per cento. Con questo risultato, Vico Morcote passa nel campo dei favorevoli. Nel 2020 aveva bocciato l'iniziativa ""Per un'immigrazione moderata""."
5236,58.9,58.9,41.1,"Collina d'Oro (TI)","Sì all'Iniziativa ""No a una Svizzera da 10 milioni!"" a Collina d'Oro con il 58,9 per cento. Con questo risultato, Collina d'Oro passa nel campo dei favorevoli. Nel 2020 aveva bocciato l'iniziativa ""Per un'immigrazione moderata""."
5237,35.6,35.6,64.4,"Alto Malcantone (TI)","La popolazione di Alto Malcantone respinge l'Iniziativa ""No a una Svizzera da 10 milioni!"" con il 64,4 per cento. Con questo risultato, Alto Malcantone passa nel campo dei contrari. Nel 2020 aveva approvato l'iniziativa ""Per un'immigrazione moderata""."
5238,6.3,6.3,93.7,"Monteceneri (TI)","A Monteceneri l'Iniziativa ""No a una Svizzera da 10 milioni!"" non ottiene la maggioranza: 93,7 per cento di no. Con questo risultato, Monteceneri passa nel campo dei contrari. Nel 2020 aveva approvato l'iniziativa ""Per un'immigrazione moderata""."
5239,54.2,54.2,45.8,"Tresa (TI)","La popolazione di Tresa approva l'Iniziativa ""No a una Svizzera da 10 milioni!"" con il 54,2 per cento. Il sostegno all'Iniziativa ""No a una Svizzera da 10 milioni!"" è diminuito a Tresa rispetto all'iniziativa ""Per un'immigrazione moderata"" del 2020. In tale occasione, il 57,3 percento degli abitanti aveva accettato il testo."
5240,26.6,26.6,73.4,"Val Mara (TI)","A Val Mara l'Iniziativa ""No a una Svizzera da 10 milioni!"" è stata respinta con il 73,4 per cento. Con questo risultato, Val Mara passa nel campo dei contrari. Nel 2020 aveva approvato l'iniziativa ""Per un'immigrazione moderata""."
5242,67.2,67.2,32.8,"Balerna (TI)","La popolazione di Balerna approva l'Iniziativa ""No a una Svizzera da 10 milioni!"" con il 67,2 per cento. Il sostegno all'Iniziativa ""No a una Svizzera da 10 milioni!"" è aumentato a Balerna rispetto all'iniziativa ""Per un'immigrazione moderata"" del 2020. In tale occasione, il 51,9 percento degli abitanti aveva accettato il testo."
5249,38.6,38.6,61.4,"Castel San Pietro (TI)","Con il 61,4 per cento dei voti, Castel San Pietro ha respinto l'Iniziativa ""No a una Svizzera da 10 milioni!"". Con questo risultato, Castel San Pietro passa nel campo dei contrari. Nel 2020 aveva approvato l'iniziativa ""Per un'immigrazione moderata""."
5250,27.2,27.2,72.8,"Chiasso (TI)","La popolazione di Chiasso respinge l'Iniziativa ""No a una Svizzera da 10 milioni!"" con il 72,8 per cento. Con questo risultato, Chiasso passa nel campo dei contrari. Nel 2020 aveva approvato l'iniziativa ""Per un'immigrazione moderata""."
5251,94.7,94.7,5.3,"Coldrerio (TI)","La popolazione di Coldrerio approva l'Iniziativa ""No a una Svizzera da 10 milioni!"" con il 94,7 per cento. Il sostegno all'Iniziativa ""No a una Svizzera da 10 milioni!"" è aumentato a Coldrerio rispetto all'iniziativa ""Per un'immigrazione moderata"" del 2020. In tale occasione, il 58,3 percento degli abitanti aveva accettato il testo."
5254,65.6,65.6,34.4,"Mendrisio (TI)","Sì all'Iniziativa ""No a una Svizzera da 10 milioni!"" a Mendrisio, con il 65,6 per cento di voti favorevoli. Il sostegno all'Iniziativa ""No a una Svizzera da 10 milioni!"" è aumentato a Mendrisio rispetto all'iniziativa ""Per un'immigrazione moderata"" del 2020. In tale occasione, il 52,7 percento degli abitanti aveva accettato il testo."
5257,61.7,61.7,38.3,"Morbio Inferiore (TI)","La popolazione di Morbio Inferiore approva l'Iniziativa ""No a una Svizzera da 10 milioni!"" con il 61,7 per cento. Il sostegno all'Iniziativa ""No a una Svizzera da 10 milioni!"" è aumentato a Morbio Inferiore rispetto all'iniziativa ""Per un'immigrazione moderata"" del 2020. In tale occasione, il 55,5 percento degli abitanti aveva accettato il testo."
5260,85.1,85.1,14.9,"Novazzano (TI)","La popolazione di Novazzano approva l'Iniziativa ""No a una Svizzera da 10 milioni!"" con il 85,1 per cento. Il sostegno all'Iniziativa ""No a una Svizzera da 10 milioni!"" è aumentato a Novazzano rispetto all'iniziativa ""Per un'immigrazione moderata"" del 2020. In tale occasione, il 58,7 percento degli abitanti aveva accettato il testo."
5263,21.4,21.4,78.6,"Riva San Vitale (TI)","Con il 78,6 per cento dei voti, l'Iniziativa ""No a una Svizzera da 10 milioni!"" viene respinta a Riva San Vitale. Con questo risultato, Riva San Vitale passa nel campo dei contrari. Nel 2020 aveva approvato l'iniziativa ""Per un'immigrazione moderata""."
5266,79.3,79.3,20.7,"Stabio (TI)","A Stabio l'Iniziativa ""No a una Svizzera da 10 milioni!"" è stata approvata con il 79,3 per cento. Il sostegno all'Iniziativa ""No a una Svizzera da 10 milioni!"" è aumentato a Stabio rispetto all'iniziativa ""Per un'immigrazione moderata"" del 2020. In tale occasione, il 55,5 percento degli abitanti aveva accettato il testo."
5268,57.8,57.8,42.2,"Vacallo (TI)","A Vacallo l'Iniziativa ""No a una Svizzera da 10 milioni!"" è stata approvata con il 57,8 per cento. Il sostegno all'Iniziativa ""No a una Svizzera da 10 milioni!"" è aumentato a Vacallo rispetto all'iniziativa ""Per un'immigrazione moderata"" del 2020. In tale occasione, il 50,7 percento degli abitanti aveva accettato il testo."
5269,63.8,63.8,36.2,"Breggia (TI)","Sì all'Iniziativa ""No a una Svizzera da 10 milioni!"" a Breggia, con il 63,8 per cento di voti favorevoli. Il sostegno all'Iniziativa ""No a una Svizzera da 10 milioni!"" è aumentato a Breggia rispetto all'iniziativa ""Per un'immigrazione moderata"" del 2020. In tale occasione, il 53,2 percento degli abitanti aveva accettato il testo."
5281,67.8,67.8,32.2,"Biasca (TI)","A Biasca l'Iniziativa ""No a una Svizzera da 10 milioni!"" è stata approvata con il 67,8 per cento. Il sostegno all'Iniziativa ""No a una Svizzera da 10 milioni!"" è aumentato a Biasca rispetto all'iniziativa ""Per un'immigrazione moderata"" del 2020. In tale occasione, il 59,2 percento degli abitanti aveva accettato il testo."
