"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
87,"initiative oui",52.6,47.4,"Hüttikon (ZH)",
88,"initiative oui",56,44,"Neerach (ZH)",
89,"deux fois non",27.3,72.7,"Niederglatt (ZH)",
90,"initiative oui",60.3,39.7,"Niederhasli (ZH)",
91,"deux fois non",16.8,83.2,"Niederweningen (ZH)",
92,"contre-proposition oui",65.1,34.9,"Oberglatt (ZH)",
93,"contre-proposition oui",70.5,29.5,"Oberweningen (ZH)",
94,"initiative oui",79.7,20.3,"Otelfingen (ZH)",
95,"deux fois non",2.2,97.8,"Regensberg (ZH)",
96,"initiative oui",63.3,36.7,"Regensdorf (ZH)",
97,"initiative oui",64.7,35.3,"Rümlang (ZH)",
98,"initiative oui",57.9,42.1,"Schleinikon (ZH)",
99,"initiative oui",96.6,3.4,"Schöfflisdorf (ZH)",
100,"deux fois non",37.1,62.9,"Stadel (ZH)",
101,"contre-proposition oui",27,73,"Steinmaur (ZH)",
102,"contre-proposition oui",48.8,51.2,"Weiach (ZH)",
111,"initiative oui",86.5,13.5,"Bäretswil (ZH)",
112,"initiative oui",59,41,"Bubikon (ZH)",
113,"initiative oui",69.8,30.2,"Dürnten (ZH)",
114,"contre-proposition oui",76.1,23.9,"Fischenthal (ZH)",
115,"contre-proposition oui",35.5,64.5,"Gossau (ZH)",
116,"initiative oui",75.1,24.9,"Grüningen (ZH)",
117,"contre-proposition oui",6.8,93.2,"Hinwil (ZH)",
118,"deux fois non",35.4,64.6,"Rüti (ZH)",
119,"deux fois non",13.7,86.3,"Seegräben (ZH)",
120,"deux fois non",40.6,59.4,"Wald (ZH)",
121,"initiative oui",55.4,44.6,"Wetzikon (ZH)",
131,"initiative oui",92.5,7.5,"Adliswil (ZH)",
135,"deux fois non",29.8,70.2,"Kilchberg (ZH)",
136,"deux fois non",7.2,92.8,"Langnau am Albis (ZH)",
137,"contre-proposition oui",98.6,1.4,"Oberrieden (ZH)",
138,"initiative oui",95.3,4.7,"Richterswil (ZH)",
139,"contre-proposition oui",43.6,56.4,"Rüschlikon (ZH)",
141,"contre-proposition oui",13.4,86.6,"Thalwil (ZH)",
151,"contre-proposition oui",41,59,"Erlenbach (ZH)",
152,"contre-proposition oui",62.7,37.3,"Herrliberg (ZH)",
153,"deux fois non",37.3,62.7,"Hombrechtikon (ZH)",
154,"initiative oui",52.5,47.5,"Küsnacht (ZH)",
155,"initiative oui",99.9,0.1,"Männedorf (ZH)",
156,"initiative oui",52.3,47.7,"Meilen (ZH)",
157,"contre-proposition oui",43.2,56.8,"Oetwil am See (ZH)",
158,"deux fois non",28.5,71.5,"Stäfa (ZH)",
159,"contre-proposition oui",46.5,53.5,"Uetikon am See (ZH)",
160,"initiative oui",70.8,29.2,"Zumikon (ZH)",
161,"deux fois non",19.4,80.6,"Zollikon (ZH)",
172,"initiative oui",54.5,45.5,"Fehraltorf (ZH)",
173,"deux fois non",45.2,54.8,"Hittnau (ZH)",
176,"initiative oui",56.3,43.7,"Lindau (ZH)",
177,"initiative oui",75,25,"Pfäffikon (ZH)",
178,"deux fois non",21.7,78.3,"Russikon (ZH)",
180,"initiative oui",67.5,32.5,"Weisslingen (ZH)",
181,"deux fois non",49.7,50.3,"Wila (ZH)",
182,"deux fois non",32.2,67.8,"Wildberg (ZH)",
191,"initiative oui",68.2,31.8,"Dübendorf (ZH)",
192,"initiative oui",99.5,0.5,"Egg (ZH)",
193,"contre-proposition oui",33.2,66.8,"Fällanden (ZH)",
194,"initiative oui",60.2,39.8,"Greifensee (ZH)",
195,"initiative oui",61.9,38.1,"Maur (ZH)",
196,"contre-proposition oui",22.1,77.9,"Mönchaltorf (ZH)",
197,"deux fois non",39.9,60.1,"Schwerzenbach (ZH)",
198,"deux fois non",46.8,53.2,"Uster (ZH)",
199,"contre-proposition oui",86.2,13.8,"Volketswil (ZH)",
200,"initiative oui",59.9,40.1,"Wangen-Brüttisellen (ZH)",
211,"deux fois non",41.8,58.2,"Altikon (ZH)",
213,"initiative oui",56.8,43.2,"Brütten (ZH)",
214,"deux fois non",23.7,76.3,"Dägerlen (ZH)",
215,"contre-proposition oui",59.2,40.8,"Dättlikon (ZH)",
216,"initiative oui",64.1,35.9,"Dinhard (ZH)",
218,"contre-proposition oui",48.5,51.5,"Ellikon an der Thur (ZH)",
219,"contre-proposition oui",61,39,"Elsau (ZH)",
220,"contre-proposition oui",41.9,58.1,"Hagenbuch (ZH)",
221,"contre-proposition oui",13.6,86.4,"Hettlingen (ZH)",
223,"initiative oui",67.2,32.8,"Neftenbach (ZH)",
224,"initiative oui",53.9,46.1,"Pfungen (ZH)",
225,"initiative oui",71.1,28.9,"Rickenbach (ZH)",
226,"contre-proposition oui",9.6,90.4,"Schlatt (ZH)",
227,"initiative oui",57.2,42.8,"Seuzach (ZH)",
228,"initiative oui",51,49,"Turbenthal (ZH)",
230,"contre-proposition oui",29.3,70.7,"Winterthour (ZH)",
231,"initiative oui",70,30,"Zell (ZH)",
241,"initiative oui",98,2,"Aesch (ZH)",
242,"contre-proposition oui",43.8,56.2,"Birmensdorf (ZH)",
243,"initiative oui",78.3,21.7,"Dietikon (ZH)",
244,"initiative oui",50.3,49.7,"Geroldswil (ZH)",
245,"contre-proposition oui",75.9,24.1,"Oberengstringen (ZH)",
246,"deux fois non",5.1,94.9,"Oetwil an der Limmat (ZH)",
247,"initiative oui",73.8,26.2,"Schlieren (ZH)",
248,"initiative oui",97.5,2.5,"Uitikon (ZH)",
249,"initiative oui",63.4,36.6,"Unterengstringen (ZH)",
250,"initiative oui",51.2,48.8,"Urdorf (ZH)",
251,"initiative oui",87.9,12.1,"Weiningen (ZH)",
261,"initiative oui",70.8,29.2,"Zurich (ZH)",
291,"contre-proposition oui",42.1,57.9,"Andelfingen (ZH)",
292,"contre-proposition oui",16,84,"Stammheim (ZH)",
293,"initiative oui",73.7,26.3,"Wädenswil (ZH)",
294,"contre-proposition oui",73.8,26.2,"Elgg (ZH)",
295,"initiative oui",51.7,48.3,"Horgen (ZH)",
296,"deux fois non",47.6,52.4,"Illnau-Effretikon (ZH)",
297,"initiative oui",88.1,11.9,"Bauma (ZH)",
298,"contre-proposition oui",35.9,64.1,"Wiesendangen (ZH)",
