"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
11,53.4,53.4,46.6,"Ottenbach ZH","Ottenbach hat die Initiative ""Keine 10-Millionen-Schweiz"" angenommen; der Ja-Stimmen-Anteil liegt bei 53,4 Prozent. Mit diesem Ergebnis wechselt Ottenbach ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 61,3 Prozent der Stimmen abgelehnt."
12,37.6,37.6,62.4,"Rifferswil ZH","In Rifferswil wird die Initiative ""Keine 10-Millionen-Schweiz"" mit 62,4 Prozent abgelehnt. Die Ablehnung der Initiative fällt jedoch geringer aus als zur Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von Rifferswil hatten damals mit 66,1 Prozent Nein gestimmt."
13,34.4,34.4,65.6,"Stallikon ZH","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Stallikon 65,6 Prozent Nein-Stimmen. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Stallikon lag damals bei 62,4 Prozent."
14,69,69,31,"Wettswil am Albis ZH","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Wettswil am Albis 69 Prozent Ja-Stimmen. Mit diesem Ergebnis wechselt Wettswil am Albis ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 66 Prozent der Stimmen abgelehnt."
22,47.8,47.8,52.2,"Benken ZH","In Benken ZH findet die Initiative ""Keine 10-Millionen-Schweiz"" mit 52,2 Prozent keine Mehrheit. In den vergangenen fünf Jahren hat die Gemeinde somit bei der Frage der Zuwanderung das Lager gewechselt. Benken ZH hatte die Zuwanderungsinitiative im Jahr 2020 mit 47,5 Prozent abgelehnt."
23,16.6,16.6,83.4,"Berg am Irchel ZH","83,4 Prozent der Stimmbürgerinnen und Stimmbürger von Berg am Irchel sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. In den vergangenen fünf Jahren hat die Gemeinde somit bei der Frage der Zuwanderung das Lager gewechselt. Berg am Irchel hatte die Zuwanderungsinitiative im Jahr 2020 mit 45,6 Prozent abgelehnt."
24,84.3,84.3,15.7,"Buch am Irchel ZH","In Buch am Irchel erhält die Initiative ""Keine 10-Millionen-Schweiz"" 84,3 Prozent Zustimmung. Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» hat in Buch am Irchel gegenüber der Zuwanderungsinitiative im Jahr 2020 zugenommen. Bei jener Abstimmung hatten 52,6 Prozent der Abstimmenden der Gemeinde die Vorlage angenommen."
25,64,64,36,"Dachsen ZH","In Dachsen erhält die Initiative ""Keine 10-Millionen-Schweiz"" 64 Prozent Zustimmung. Mit diesem Ergebnis wechselt Dachsen ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 61,9 Prozent der Stimmen abgelehnt."
26,46,46,54,"Dorf ZH","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Dorf 54 Prozent Nein-Stimmen. In den vergangenen fünf Jahren hat die Gemeinde somit bei der Frage der Zuwanderung das Lager gewechselt. Dorf hatte die Zuwanderungsinitiative im Jahr 2020 mit 44,9 Prozent abgelehnt."
27,40.8,40.8,59.2,"Feuerthalen ZH","59,2 Prozent der Stimmbürgerinnen und Stimmbürger von Feuerthalen sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. Das Ergebnis hat sich im Vergleich zur Abstimmung über die Zuwanderungsinitiative im Jahr 2020 kaum verändert. Feuerthalen hatte damals mit 59,7 Prozent Nein gestimmt."
28,95.4,95.4,4.6,"Flaach ZH","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Flaach 95,4 Prozent Ja-Stimmen. Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» hat in Flaach gegenüber der Zuwanderungsinitiative im Jahr 2020 zugenommen. Bei jener Abstimmung hatten 52,6 Prozent der Abstimmenden der Gemeinde die Vorlage angenommen."
29,59.6,59.6,40.4,"Flurlingen ZH","59,6 Prozent der Stimmbürgerinnen und Stimmbürger von Flurlingen haben sich für die Initiative ""Keine 10-Millionen-Schweiz"" ausgesprochen. Mit diesem Ergebnis wechselt Flurlingen ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 65,4 Prozent der Stimmen abgelehnt."
31,58,58,42,"Henggart ZH","58 Prozent der Stimmbürgerinnen und Stimmbürger von Henggart haben sich für die Initiative ""Keine 10-Millionen-Schweiz"" ausgesprochen. Mit diesem Ergebnis wechselt Henggart ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 57,2 Prozent der Stimmen abgelehnt."
33,4.6,4.6,95.4,"Kleinandelfingen ZH","In Kleinandelfingen wird die Initiative ""Keine 10-Millionen-Schweiz"" mit 95,4 Prozent abgelehnt. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Kleinandelfingen lag damals bei 54,1 Prozent."
34,55.1,55.1,44.9,"Laufen-Uhwiesen ZH","55,1 Prozent der Stimmbürgerinnen und Stimmbürger von Laufen-Uhwiesen haben sich für die Initiative ""Keine 10-Millionen-Schweiz"" ausgesprochen. Mit diesem Ergebnis wechselt Laufen-Uhwiesen ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 55,6 Prozent der Stimmen abgelehnt."
35,61,61,39,"Marthalen ZH","Marthalen hat die Initiative ""Keine 10-Millionen-Schweiz"" angenommen; der Ja-Stimmen-Anteil liegt bei 61 Prozent. Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» hat in Marthalen gegenüber der Zuwanderungsinitiative im Jahr 2020 zugenommen. Bei jener Abstimmung hatten 50,9 Prozent der Abstimmenden der Gemeinde die Vorlage angenommen."
37,8,8,92,"Ossingen ZH","In Ossingen findet die Initiative ""Keine 10-Millionen-Schweiz"" mit 92 Prozent keine Mehrheit. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Ossingen lag damals bei 53,4 Prozent."
38,56.6,56.6,43.4,"Rheinau ZH","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Rheinau 56,6 Prozent Ja-Stimmen. Mit diesem Ergebnis wechselt Rheinau ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 60,3 Prozent der Stimmen abgelehnt."
39,7.4,7.4,92.6,"Thalheim an der Thur ZH","In Thalheim an der Thur ist die Initiative ""Keine 10-Millionen-Schweiz"" mit 92,6 Prozent der Stimmen gescheitert. In den vergangenen fünf Jahren hat die Gemeinde somit bei der Frage der Zuwanderung das Lager gewechselt. Thalheim an der Thur hatte die Zuwanderungsinitiative im Jahr 2020 mit 42,7 Prozent abgelehnt."
40,53.9,53.9,46.1,"Trüllikon ZH","In Trüllikon erhält die Initiative ""Keine 10-Millionen-Schweiz"" 53,9 Prozent Zustimmung. Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» fällt geringer aus als jene für die Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von Trüllikon hatten damals mit 56,4 Prozent Ja gestimmt."
41,61.7,61.7,38.3,"Truttikon ZH","Mit 61,7 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Truttikon der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Mit diesem Ergebnis wechselt Truttikon ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 51,6 Prozent der Stimmen abgelehnt."
43,28.2,28.2,71.8,"Volken ZH","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Volken 71,8 Prozent Nein-Stimmen. In den vergangenen fünf Jahren hat die Gemeinde somit bei der Frage der Zuwanderung das Lager gewechselt. Volken hatte die Zuwanderungsinitiative im Jahr 2020 mit 48,8 Prozent abgelehnt."
51,41.7,41.7,58.3,"Bachenbülach ZH","58,3 Prozent der Stimmbürgerinnen und Stimmbürger von Bachenbülach sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. Das Ergebnis hat sich im Vergleich zur Abstimmung über die Zuwanderungsinitiative im Jahr 2020 kaum verändert. Bachenbülach hatte damals mit 58,4 Prozent Nein gestimmt."
52,70.8,70.8,29.2,"Bassersdorf ZH","Mit 70,8 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Bassersdorf der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Mit diesem Ergebnis wechselt Bassersdorf ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 58,4 Prozent der Stimmen abgelehnt."
53,13,13,87,"Bülach ZH","In Bülach findet die Initiative ""Keine 10-Millionen-Schweiz"" mit 87 Prozent keine Mehrheit. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Bülach lag damals bei 60,1 Prozent."
54,16.9,16.9,83.1,"Dietlikon ZH","83,1 Prozent der Stimmbürgerinnen und Stimmbürger von Dietlikon sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Dietlikon lag damals bei 61,5 Prozent."
55,88.5,88.5,11.5,"Eglisau ZH","Mit 88,5 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Eglisau der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Mit diesem Ergebnis wechselt Eglisau ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 59,9 Prozent der Stimmen abgelehnt."
56,49.5,49.5,50.5,"Embrach ZH","In Embrach ist die Initiative ""Keine 10-Millionen-Schweiz"" mit 50,5 Prozent der Stimmen gescheitert. Die Ablehnung der Initiative fällt jedoch geringer aus als zur Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von Embrach hatten damals mit 53,1 Prozent Nein gestimmt."
57,68,68,32,"Freienstein-Teufen ZH","Freienstein-Teufen hat die Initiative ""Keine 10-Millionen-Schweiz"" angenommen; der Ja-Stimmen-Anteil liegt bei 68 Prozent. Mit diesem Ergebnis wechselt Freienstein-Teufen ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 60,6 Prozent der Stimmen abgelehnt."
58,73.4,73.4,26.6,"Glattfelden ZH","Mit 73,4 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Glattfelden der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Mit diesem Ergebnis wechselt Glattfelden ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 51,9 Prozent der Stimmen abgelehnt."
59,31.4,31.4,68.6,"Hochfelden ZH","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Hochfelden 68,6 Prozent Nein-Stimmen. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Hochfelden lag damals bei 51,2 Prozent."
60,55.4,55.4,44.6,"Höri ZH","Mit 55,4 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Höri der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Die Meinungen zur Zuwanderungsfrage bleiben in Höri somit stabil. Im Jahr 2020 hatte die Gemeinde bereits mit 55,2 Prozent Ja der Zuwanderungsinitiative zugestimmt."
61,69.1,69.1,30.9,"Hüntwangen ZH","Mit 69,1 Prozent befürworten die Stimmberechtigten von Hüntwangen die Initiative ""Keine 10-Millionen-Schweiz"". Mit diesem Ergebnis wechselt Hüntwangen ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 50,4 Prozent der Stimmen abgelehnt."
62,62.4,62.4,37.6,"Kloten ZH","Mit 62,4 Prozent befürworten die Stimmberechtigten von Kloten die Initiative ""Keine 10-Millionen-Schweiz"". Mit diesem Ergebnis wechselt Kloten ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 54,5 Prozent der Stimmen abgelehnt."
63,75,75,25,"Lufingen ZH","Mit 75 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Lufingen der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Mit diesem Ergebnis wechselt Lufingen ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 51,8 Prozent der Stimmen abgelehnt."
64,4.7,4.7,95.3,"Nürensdorf ZH","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Nürensdorf 95,3 Prozent Nein-Stimmen. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Nürensdorf lag damals bei 50,6 Prozent."
65,10.5,10.5,89.5,"Oberembrach ZH","In Oberembrach findet die Initiative ""Keine 10-Millionen-Schweiz"" mit 89,5 Prozent keine Mehrheit. In den vergangenen fünf Jahren hat die Gemeinde somit bei der Frage der Zuwanderung das Lager gewechselt. Oberembrach hatte die Zuwanderungsinitiative im Jahr 2020 mit 39,7 Prozent abgelehnt."
66,41.9,41.9,58.1,"Opfikon ZH","58,1 Prozent der Stimmbürgerinnen und Stimmbürger von Opfikon sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. Die Ablehnung der Initiative fällt jedoch geringer aus als zur Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von Opfikon hatten damals mit 59,8 Prozent Nein gestimmt."
67,55.4,55.4,44.6,"Rafz ZH","In Rafz erhält die Initiative ""Keine 10-Millionen-Schweiz"" 55,4 Prozent Zustimmung. Mit diesem Ergebnis wechselt Rafz ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 55,9 Prozent der Stimmen abgelehnt."
68,21.8,21.8,78.2,"Rorbas ZH","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Rorbas 78,2 Prozent Nein-Stimmen. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Rorbas lag damals bei 57,3 Prozent."
69,66.6,66.6,33.4,"Wallisellen ZH","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Wallisellen 66,6 Prozent Ja-Stimmen. Mit diesem Ergebnis wechselt Wallisellen ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 64,3 Prozent der Stimmen abgelehnt."
70,39.7,39.7,60.3,"Wasterkingen ZH","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Wasterkingen 60,3 Prozent Nein-Stimmen. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Wasterkingen lag damals bei 50,5 Prozent."
71,87.4,87.4,12.6,"Wil ZH","Mit 87,4 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Wil ZH der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Mit diesem Ergebnis wechselt Wil ZH ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 50,7 Prozent der Stimmen abgelehnt."
72,32.3,32.3,67.7,"Winkel ZH","67,7 Prozent der Stimmbürgerinnen und Stimmbürger von Winkel sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Winkel lag damals bei 54,4 Prozent."
81,78.1,78.1,21.9,"Bachs ZH","Mit 78,1 Prozent befürworten die Stimmberechtigten von Bachs die Initiative ""Keine 10-Millionen-Schweiz"". Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» hat in Bachs gegenüber der Zuwanderungsinitiative im Jahr 2020 zugenommen. Bei jener Abstimmung hatten 53,8 Prozent der Abstimmenden der Gemeinde die Vorlage angenommen."
82,63.7,63.7,36.3,"Boppelsen ZH","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Boppelsen 63,7 Prozent Ja-Stimmen. Mit diesem Ergebnis wechselt Boppelsen ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 57,5 Prozent der Stimmen abgelehnt."
83,59.6,59.6,40.4,"Buchs ZH","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Buchs ZH 59,6 Prozent Ja-Stimmen. Mit diesem Ergebnis wechselt Buchs ZH ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 53 Prozent der Stimmen abgelehnt."
84,67.6,67.6,32.4,"Dällikon ZH","Mit 67,6 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Dällikon der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» hat in Dällikon gegenüber der Zuwanderungsinitiative im Jahr 2020 zugenommen. Bei jener Abstimmung hatten 52,3 Prozent der Abstimmenden der Gemeinde die Vorlage angenommen."
85,44.2,44.2,55.8,"Dänikon ZH","In Dänikon ist die Initiative ""Keine 10-Millionen-Schweiz"" mit 55,8 Prozent der Stimmen gescheitert. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Dänikon lag damals bei 50,2 Prozent."
86,41.8,41.8,58.2,"Dielsdorf ZH","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Dielsdorf 58,2 Prozent Nein-Stimmen. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Dielsdorf lag damals bei 54,2 Prozent."
87,64.7,64.7,35.3,"Hüttikon ZH","Mit 64,7 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Hüttikon der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» hat in Hüttikon gegenüber der Zuwanderungsinitiative im Jahr 2020 zugenommen. Bei jener Abstimmung hatten 50,9 Prozent der Abstimmenden der Gemeinde die Vorlage angenommen."
88,85.4,85.4,14.6,"Neerach ZH","In Neerach erhält die Initiative ""Keine 10-Millionen-Schweiz"" 85,4 Prozent Zustimmung. Mit diesem Ergebnis wechselt Neerach ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 50,5 Prozent der Stimmen abgelehnt."
89,59.9,59.9,40.1,"Niederglatt ZH","59,9 Prozent der Stimmbürgerinnen und Stimmbürger von Niederglatt haben sich für die Initiative ""Keine 10-Millionen-Schweiz"" ausgesprochen. Mit diesem Ergebnis wechselt Niederglatt ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 51 Prozent der Stimmen abgelehnt."
90,14.6,14.6,85.4,"Niederhasli ZH","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Niederhasli 85,4 Prozent Nein-Stimmen. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Niederhasli lag damals bei 50,9 Prozent."
91,35.4,35.4,64.6,"Niederweningen ZH","64,6 Prozent der Stimmbürgerinnen und Stimmbürger von Niederweningen sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Niederweningen lag damals bei 60,9 Prozent."
92,7.9,7.9,92.1,"Oberglatt ZH","In Oberglatt wird die Initiative ""Keine 10-Millionen-Schweiz"" mit 92,1 Prozent abgelehnt. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Oberglatt lag damals bei 52,3 Prozent."
93,61.3,61.3,38.7,"Oberweningen ZH","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Oberweningen 61,3 Prozent Ja-Stimmen. Mit diesem Ergebnis wechselt Oberweningen ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 52,5 Prozent der Stimmen abgelehnt."
94,18.5,18.5,81.5,"Otelfingen ZH","In Otelfingen wird die Initiative ""Keine 10-Millionen-Schweiz"" mit 81,5 Prozent abgelehnt. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in Otelfingen lag damals bei 58,9 Prozent."
95,77.1,77.1,22.9,"Regensberg ZH","In Regensberg erhält die Initiative ""Keine 10-Millionen-Schweiz"" 77,1 Prozent Zustimmung. Mit diesem Ergebnis wechselt Regensberg ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 62 Prozent der Stimmen abgelehnt."
96,48.5,48.5,51.5,"Regensdorf ZH","51,5 Prozent der Stimmbürgerinnen und Stimmbürger von Regensdorf sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. Die Ablehnung der Initiative fällt jedoch geringer aus als zur Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von Regensdorf hatten damals mit 52,6 Prozent Nein gestimmt."
97,92.7,92.7,7.3,"Rümlang ZH","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Rümlang 92,7 Prozent Ja-Stimmen. Mit diesem Ergebnis wechselt Rümlang ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 51 Prozent der Stimmen abgelehnt."
98,70.2,70.2,29.8,"Schleinikon ZH","Mit 70,2 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Schleinikon der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Mit diesem Ergebnis wechselt Schleinikon ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 52 Prozent der Stimmen abgelehnt."
99,62.4,62.4,37.6,"Schöfflisdorf ZH","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Schöfflisdorf 62,4 Prozent Ja-Stimmen. Mit diesem Ergebnis wechselt Schöfflisdorf ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 50,6 Prozent der Stimmen abgelehnt."
100,72.7,72.7,27.3,"Stadel ZH","Stadel hat die Initiative ""Keine 10-Millionen-Schweiz"" angenommen; der Ja-Stimmen-Anteil liegt bei 72,7 Prozent. Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» hat in Stadel gegenüber der Zuwanderungsinitiative im Jahr 2020 zugenommen. Bei jener Abstimmung hatten 54,8 Prozent der Abstimmenden der Gemeinde die Vorlage angenommen."
101,77.2,77.2,22.8,"Steinmaur ZH","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Steinmaur 77,2 Prozent Ja-Stimmen. Mit diesem Ergebnis wechselt Steinmaur ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 52,6 Prozent der Stimmen abgelehnt."
