"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
2045,15.8,15.8,84.2,"Vallon FR","In Vallon wird die Initiative ""Keine 10-Millionen-Schweiz"" mit 84,2 Prozent abgelehnt. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in #gemeinde_d lag damals bei 61,7 Prozent."
2050,89.1,89.1,10.9,"Les Montets FR","In Les Montets erhält die Initiative ""Keine 10-Millionen-Schweiz"" 89,1 Prozent Zustimmung. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 56,3 Prozent der Stimmen abgelehnt."
2051,18,18,82,"Delley-Portalban FR","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Delley-Portalban 82 Prozent Nein-Stimmen. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in #gemeinde_d lag damals bei 50,7 Prozent."
2053,73.7,73.7,26.3,"Belmont-Broye FR","73,7 Prozent der Stimmbürgerinnen und Stimmbürger von Belmont-Broye haben sich für die Initiative ""Keine 10-Millionen-Schweiz"" ausgesprochen. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 57,2 Prozent der Stimmen abgelehnt."
2054,38.1,38.1,61.9,"Estavayer FR","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Estavayer 61,9 Prozent Nein-Stimmen. Die Ablehnung der Initiative fällt jedoch geringer aus als zur Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von #gemeinde_d hatten damals mit 63 Prozent Nein gestimmt."
2055,25,25,75,"Cheyres-Châbles FR","75 Prozent der Stimmbürgerinnen und Stimmbürger von Cheyres-Châbles sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in #gemeinde_d lag damals bei 64,6 Prozent."
2056,75.6,75.6,24.4,"Fétigny-Ménières FR","Mit 75,6 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Fétigny-Ménières der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 57,9 Prozent der Stimmen abgelehnt."
2063,50.8,50.8,49.2,"Billens-Hennens FR","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Billens-Hennens 50,8 Prozent Ja-Stimmen. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 61,3 Prozent der Stimmen abgelehnt."
2067,39.3,39.3,60.7,"Le Châtelard FR","In Le Châtelard findet die Initiative ""Keine 10-Millionen-Schweiz"" mit 60,7 Prozent keine Mehrheit. In den vergangenen fünf Jahren hat die Gemeinde somit bei der Frage der Zuwanderung das Lager gewechselt. #gemeinde_d hatte die Zuwanderungsinitiative im Jahr 2020 mit 49,3 Prozent abgelehnt."
2068,62.9,62.9,37.1,"Châtonnaye FR","In Châtonnaye erhält die Initiative ""Keine 10-Millionen-Schweiz"" 62,9 Prozent Zustimmung. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 63,9 Prozent der Stimmen abgelehnt."
2079,1.6,1.6,98.4,"Grangettes FR","98,4 Prozent der Stimmbürgerinnen und Stimmbürger von Grangettes sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. In den vergangenen fünf Jahren hat die Gemeinde somit bei der Frage der Zuwanderung das Lager gewechselt. #gemeinde_d hatte die Zuwanderungsinitiative im Jahr 2020 mit 41,1 Prozent abgelehnt."
2086,16.7,16.7,83.3,"Massonnens FR","83,3 Prozent der Stimmbürgerinnen und Stimmbürger von Massonnens sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in #gemeinde_d lag damals bei 58,5 Prozent."
2087,59.7,59.7,40.3,"Mézières FR","In Mézières FR erhält die Initiative ""Keine 10-Millionen-Schweiz"" 59,7 Prozent Zustimmung. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 55,2 Prozent der Stimmen abgelehnt."
2096,28.9,28.9,71.1,"Romont FR","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Romont FR 71,1 Prozent Nein-Stimmen. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in #gemeinde_d lag damals bei 66,5 Prozent."
2097,61.3,61.3,38.7,"Rue FR","61,3 Prozent der Stimmbürgerinnen und Stimmbürger von Rue haben sich für die Initiative ""Keine 10-Millionen-Schweiz"" ausgesprochen. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 59,9 Prozent der Stimmen abgelehnt."
2099,42,42,58,"Siviriez FR","In Siviriez findet die Initiative ""Keine 10-Millionen-Schweiz"" mit 58 Prozent keine Mehrheit. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in #gemeinde_d lag damals bei 56,8 Prozent."
2102,52.5,52.5,47.5,"Ursy FR","Mit 52,5 Prozent befürworten die Stimmberechtigten von Ursy die Initiative ""Keine 10-Millionen-Schweiz"". Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 55,6 Prozent der Stimmen abgelehnt."
2113,0.4,0.4,99.6,"Vuisternens-devant-Romont FR","99,6 Prozent der Stimmbürgerinnen und Stimmbürger von Vuisternens-devant-Romont sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in #gemeinde_d lag damals bei 54 Prozent."
2114,44,44,56,"Villorsonnens FR","56 Prozent der Stimmbürgerinnen und Stimmbürger von Villorsonnens sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. In den vergangenen fünf Jahren hat die Gemeinde somit bei der Frage der Zuwanderung das Lager gewechselt. #gemeinde_d hatte die Zuwanderungsinitiative im Jahr 2020 mit 47,4 Prozent abgelehnt."
2115,45.5,45.5,54.5,"Torny FR","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Torny 54,5 Prozent Nein-Stimmen. Die Ablehnung der Initiative fällt jedoch geringer aus als zur Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von #gemeinde_d hatten damals mit 56,4 Prozent Nein gestimmt."
2117,43.7,43.7,56.3,"Villaz FR","56,3 Prozent der Stimmbürgerinnen und Stimmbürger von Villaz sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. Die Ablehnung der Initiative fällt jedoch geringer aus als zur Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von #gemeinde_d hatten damals mit 63,1 Prozent Nein gestimmt."
2121,34.8,34.8,65.2,"Haut-Intyamon FR","In Haut-Intyamon ist die Initiative ""Keine 10-Millionen-Schweiz"" mit 65,2 Prozent der Stimmen gescheitert. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in #gemeinde_d lag damals bei 57,7 Prozent."
2122,54.9,54.9,45.1,"Pont-en-Ogoz FR","Pont-en-Ogoz hat die Initiative ""Keine 10-Millionen-Schweiz"" angenommen; der Ja-Stimmen-Anteil liegt bei 54,9 Prozent. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 60,3 Prozent der Stimmen abgelehnt."
2123,66,66,34,"Botterens FR","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Botterens 66 Prozent Ja-Stimmen. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 57,8 Prozent der Stimmen abgelehnt."
2124,27.4,27.4,72.6,"Broc FR","In Broc wird die Initiative ""Keine 10-Millionen-Schweiz"" mit 72,6 Prozent abgelehnt. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in #gemeinde_d lag damals bei 64,4 Prozent."
2125,54.5,54.5,45.5,"Bulle FR","54,5 Prozent der Stimmbürgerinnen und Stimmbürger von Bulle haben sich für die Initiative ""Keine 10-Millionen-Schweiz"" ausgesprochen. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 67,3 Prozent der Stimmen abgelehnt."
2128,45.1,45.1,54.9,"Châtel-sur-Montsalvens FR","54,9 Prozent der Stimmbürgerinnen und Stimmbürger von Châtel-sur-Montsalvens sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. Die Ablehnung der Initiative fällt jedoch geringer aus als zur Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von #gemeinde_d hatten damals mit 59 Prozent Nein gestimmt."
2129,61.2,61.2,38.8,"Corbières FR","Mit 61,2 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Corbières der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 56,7 Prozent der Stimmen abgelehnt."
2130,40.3,40.3,59.7,"Crésuz FR","In Crésuz wird die Initiative ""Keine 10-Millionen-Schweiz"" mit 59,7 Prozent abgelehnt. Das Ergebnis hat sich im Vergleich zur Abstimmung über die Zuwanderungsinitiative im Jahr 2020 kaum verändert. #gemeinde_d hatte damals mit 59,2 Prozent Nein gestimmt."
2131,41.4,41.4,58.6,"Echarlens FR","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Echarlens 58,6 Prozent Nein-Stimmen. Die Ablehnung der Initiative fällt jedoch geringer aus als zur Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von #gemeinde_d hatten damals mit 68,5 Prozent Nein gestimmt."
2134,41.3,41.3,58.7,"Grandvillard FR","In Grandvillard findet die Initiative ""Keine 10-Millionen-Schweiz"" mit 58,7 Prozent keine Mehrheit. Die Ablehnung der Initiative fällt jedoch geringer aus als zur Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von #gemeinde_d hatten damals mit 64,6 Prozent Nein gestimmt."
2135,47.3,47.3,52.7,"Greyerz FR","52,7 Prozent der Stimmbürgerinnen und Stimmbürger von Greyerz sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. Die Ablehnung der Initiative fällt jedoch geringer aus als zur Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von #gemeinde_d hatten damals mit 64,5 Prozent Nein gestimmt."
2137,42.3,42.3,57.7,"Hauteville FR","In Hauteville wird die Initiative ""Keine 10-Millionen-Schweiz"" mit 57,7 Prozent abgelehnt. Die Ablehnung der Initiative fällt jedoch geringer aus als zur Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von #gemeinde_d hatten damals mit 70,2 Prozent Nein gestimmt."
2138,50.9,50.9,49.1,"Jaun FR","Mit 50,9 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Jaun der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Die Unterstützung für die Initiative ""Keine 10-Millionen-Schweiz!» fällt geringer aus als jene für die Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von #gemeinde_d hatten damals mit 67 Prozent Ja gestimmt."
2140,72.3,72.3,27.7,"Marsens FR","Mit 72,3 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Marsens der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 68,4 Prozent der Stimmen abgelehnt."
2143,35,35,65,"Morlon FR","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Morlon 65 Prozent Nein-Stimmen. Das Ergebnis hat sich im Vergleich zur Abstimmung über die Zuwanderungsinitiative im Jahr 2020 kaum verändert. #gemeinde_d hatte damals mit 65,9 Prozent Nein gestimmt."
2145,10.7,10.7,89.3,"Le Pâquier FR","In Le Pâquier FR wird die Initiative ""Keine 10-Millionen-Schweiz"" mit 89,3 Prozent abgelehnt. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in #gemeinde_d lag damals bei 65,2 Prozent."
2147,50.7,50.7,49.3,"Pont-la-Ville FR","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Pont-la-Ville 50,7 Prozent Ja-Stimmen. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 60,2 Prozent der Stimmen abgelehnt."
2148,95.2,95.2,4.8,"Riaz FR","Mit 95,2 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Riaz der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 62,2 Prozent der Stimmen abgelehnt."
2149,36.9,36.9,63.1,"La Roche FR","63,1 Prozent der Stimmbürgerinnen und Stimmbürger von La Roche sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. In den vergangenen fünf Jahren hat die Gemeinde somit bei der Frage der Zuwanderung das Lager gewechselt. #gemeinde_d hatte die Zuwanderungsinitiative im Jahr 2020 mit 45,7 Prozent abgelehnt."
2152,52.9,52.9,47.1,"Sâles FR","Mit 52,9 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Sâles der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 62,8 Prozent der Stimmen abgelehnt."
2153,48.3,48.3,51.7,"Sorens FR","51,7 Prozent der Stimmbürgerinnen und Stimmbürger von Sorens sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. Die Ablehnung der Initiative fällt jedoch geringer aus als zur Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von #gemeinde_d hatten damals mit 58,2 Prozent Nein gestimmt."
2155,59.5,59.5,40.5,"Vaulruz FR","Vaulruz hat die Initiative ""Keine 10-Millionen-Schweiz"" angenommen; der Ja-Stimmen-Anteil liegt bei 59,5 Prozent. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 62,2 Prozent der Stimmen abgelehnt."
2160,84.3,84.3,15.7,"Vuadens FR","Mit 84,3 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Vuadens der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 61,5 Prozent der Stimmen abgelehnt."
2162,33.8,33.8,66.2,"Bas-Intyamon FR","66,2 Prozent der Stimmbürgerinnen und Stimmbürger von Bas-Intyamon sprechen sich gegen die Initiative ""Keine 10-Millionen-Schweiz"" aus. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in #gemeinde_d lag damals bei 57,9 Prozent."
2163,6.9,6.9,93.1,"Val-de-Charmey FR","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Val-de-Charmey 93,1 Prozent Nein-Stimmen. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in #gemeinde_d lag damals bei 51,5 Prozent."
2173,53.9,53.9,46.1,"Autigny FR","Mit 53,9 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Autigny der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 62,9 Prozent der Stimmen abgelehnt."
2174,64.9,64.9,35.1,"Avry FR","In Avry erhält die Initiative ""Keine 10-Millionen-Schweiz"" 64,9 Prozent Zustimmung. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 71,8 Prozent der Stimmen abgelehnt."
2175,28.2,28.2,71.8,"Belfaux FR","In Belfaux ist die Initiative ""Keine 10-Millionen-Schweiz"" mit 71,8 Prozent der Stimmen gescheitert. Das Ergebnis hat sich im Vergleich zur Abstimmung über die Zuwanderungsinitiative im Jahr 2020 kaum verändert. #gemeinde_d hatte damals mit 72,4 Prozent Nein gestimmt."
2177,7.9,7.9,92.1,"Chénens FR","In Chénens findet die Initiative ""Keine 10-Millionen-Schweiz"" mit 92,1 Prozent keine Mehrheit. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in #gemeinde_d lag damals bei 65,2 Prozent."
2183,46.5,46.5,53.5,"Corminboeuf FR","In Corminboeuf wird die Initiative ""Keine 10-Millionen-Schweiz"" mit 53,5 Prozent abgelehnt. Die Ablehnung der Initiative fällt jedoch geringer aus als zur Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von #gemeinde_d hatten damals mit 72,5 Prozent Nein gestimmt."
2186,27.4,27.4,72.6,"Cottens FR","In Cottens FR wird die Initiative ""Keine 10-Millionen-Schweiz"" mit 72,6 Prozent abgelehnt. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in #gemeinde_d lag damals bei 68,6 Prozent."
2194,74.5,74.5,25.5,"Ferpicloz FR","Mit 74,5 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Ferpicloz der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 60,5 Prozent der Stimmen abgelehnt."
2196,35.3,35.3,64.7,"Freiburg FR","In Freiburg wird die Initiative ""Keine 10-Millionen-Schweiz"" mit 64,7 Prozent abgelehnt. Die Ablehnung der Initiative fällt jedoch geringer aus als zur Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von #gemeinde_d hatten damals mit 78,4 Prozent Nein gestimmt."
2197,39,39,61,"Givisiez FR","In Givisiez findet die Initiative ""Keine 10-Millionen-Schweiz"" mit 61 Prozent keine Mehrheit. Die Ablehnung der Initiative fällt jedoch geringer aus als zur Zuwanderungsinitiative im Jahr 2020. Die Abstimmenden von #gemeinde_d hatten damals mit 70,3 Prozent Nein gestimmt."
2198,31.9,31.9,68.1,"Granges-Paccot FR","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Granges-Paccot 68,1 Prozent Nein-Stimmen. Das Ergebnis hat sich im Vergleich zur Abstimmung über die Zuwanderungsinitiative im Jahr 2020 kaum verändert. #gemeinde_d hatte damals mit 67,3 Prozent Nein gestimmt."
2206,66.9,66.9,33.1,"Marly FR","Mit 66,9 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Marly der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 72,5 Prozent der Stimmen abgelehnt."
2208,62.4,62.4,37.6,"Matran FR","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Matran 62,4 Prozent Ja-Stimmen. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 76 Prozent der Stimmen abgelehnt."
2211,53.4,53.4,46.6,"Neyruz FR","53,4 Prozent der Stimmbürgerinnen und Stimmbürger von Neyruz FR haben sich für die Initiative ""Keine 10-Millionen-Schweiz"" ausgesprochen. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 75,4 Prozent der Stimmen abgelehnt."
2216,50.6,50.6,49.4,"Pierrafortscha FR","Pierrafortscha hat die Initiative ""Keine 10-Millionen-Schweiz"" angenommen; der Ja-Stimmen-Anteil liegt bei 50,6 Prozent. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 64,9 Prozent der Stimmen abgelehnt."
2220,14.8,14.8,85.2,"Le Mouret FR","Die Initiative ""Keine 10-Millionen-Schweiz"" erreicht in Le Mouret 85,2 Prozent Nein-Stimmen. Die Ablehnung der Initiative ""Keine 10-Millionen-Schweiz!» ist stärker als jene zur Zuwanderungsinitiative im Jahr 2020. Der Nein-Anteil in #gemeinde_d lag damals bei 57,3 Prozent."
2226,69.8,69.8,30.2,"Treyvaux FR","Treyvaux hat die Initiative ""Keine 10-Millionen-Schweiz"" angenommen; der Ja-Stimmen-Anteil liegt bei 69,8 Prozent. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 63,4 Prozent der Stimmen abgelehnt."
2228,83,83,17,"Villars-sur-Glâne FR","Mit 83 Prozent Ja-Stimmen hat eine Mehrheit der Stimmberechtigten in Villars-sur-Glâne der Initiative ""Keine 10-Millionen-Schweiz"" zugestimmt. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 77,2 Prozent der Stimmen abgelehnt."
2230,55.5,55.5,44.5,"Villarsel-sur-Marly FR","In Villarsel-sur-Marly erhält die Initiative ""Keine 10-Millionen-Schweiz"" 55,5 Prozent Zustimmung. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 64,9 Prozent der Stimmen abgelehnt."
2233,80,80,20,"Hauterive FR","Hauterive FR hat die Initiative ""Keine 10-Millionen-Schweiz"" angenommen; der Ja-Stimmen-Anteil liegt bei 80 Prozent. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 67,9 Prozent der Stimmen abgelehnt."
2234,51.4,51.4,48.6,"La Brillaz FR","La Brillaz hat die Initiative ""Keine 10-Millionen-Schweiz"" angenommen; der Ja-Stimmen-Anteil liegt bei 51,4 Prozent. Mit diesem Ergebnis wechselt #gemeinde_d ins Ja-Lager. Im Jahr 2020 hatte die Gemeinde die Zuwanderungsinitiative noch mit 67,1 Prozent der Stimmen abgelehnt."
