"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
13,"Initiative Ja",74.6,25.4,"Stallikon ZH","Stallikon hat mit 74,6 Prozent Ja gesagt zur Wohnungsinitiative. Den Gegenvorschlag von Kantons- und Regierungsrat lehnte eine Mehrheit von 70,7 Prozent ab."
14,"Initiative Ja",75.6,24.4,"Wettswil am Albis ZH","Die Wohnungsinitiative ist in Wettswil am Albis mit 75,6 Prozent der Stimmen angenommen worden. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 54,1 Prozent abgelehnt."
22,"Zweimal Nein",21,79,"Benken ZH","Sowohl die Wohnungsinitiative (79 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (76,8 Prozent Nein) sind in Benken ZH durchgefallen."
23,"Gegenvorschlag Ja",13.1,86.9,"Berg am Irchel ZH","Berg am Irchel hat mit 86,9 Prozent Nein gesagt zur Wohnungsinitiative. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen fand eine Ja-Mehrheit von 64,1 Prozent."
24,"Initiative Ja",54,46,"Buch am Irchel ZH","Buch am Irchel hat mit 54 Prozent Ja gesagt zur Wohnungsinitiative. Den Gegenvorschlag von Kantons- und Regierungsrat lehnte eine Mehrheit von 67,5 Prozent ab."
25,"Gegenvorschlag Ja",31.1,68.9,"Dachsen ZH","68,9 Prozent der Abstimmenden in Dachsen haben sich gegen die Wohnungsinitiative ausgesprochen. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen erhielt eine Zustimmung von 54,9 Prozent."
26,"Zweimal Nein",36.4,63.6,"Dorf ZH","Weder die Wohnungsinitiative (63,6 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (70 Prozent Nein) haben in Dorf eine Mehrheit gefunden."
27,"Zweimal Nein",42.8,57.2,"Feuerthalen ZH","Feuerthalen hat sowohl die Wohnungsinitiative (57,2 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (52,3 Prozent Nein) abgelehnt."
28,"Zweimal Nein",8.2,91.8,"Flaach ZH","Flaach hat sowohl die Wohnungsinitiative (91,8 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (74,8 Prozent Nein) abgelehnt."
29,"Gegenvorschlag Ja",12.4,87.6,"Flurlingen ZH","Flurlingen hat mit 87,6 Prozent Nein gesagt zur Wohnungsinitiative. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen fand eine Ja-Mehrheit von 51,5 Prozent."
31,"Zweimal Nein",2,98,"Henggart ZH","Henggart hat sowohl die Wohnungsinitiative (98 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (53,4 Prozent Nein) abgelehnt."
33,"Initiative Ja",69.1,30.9,"Kleinandelfingen ZH","Die die Wohnungsinitiative ist in Kleinandelfingen mit 69,1 Prozent der Stimmen angenommen worden. Aber auch der Gegenvorschlag von Kantons- und Regierungsrat überzeugte einen Mehrheit von 55,9 Prozent. Bei der Stichfrage haben sich die Stimmberechtigten mit 82,1 Prozent für die Initiative ausgesprochen."
34,"Gegenvorschlag Ja",4.4,95.6,"Laufen-Uhwiesen ZH","Laufen-Uhwiesen hat mit 95,6 Prozent Nein gesagt zur Wohnungsinitiative. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen fand eine Ja-Mehrheit von 63 Prozent."
35,"Gegenvorschlag Ja",72.7,27.3,"Marthalen ZH","Die Wohnungsinitiative ist in Marthalen mit 72,7 Prozent der Stimmen angenommen worden. Aber auch der Gegenvorschlag von Kantons- und Regierungsrat überzeugte einen Mehrheit von 93,4 Prozent. Bei der Stichfrage bevorzugten 52,5 Prozent den Gegenvorschlag."
37,"Zweimal Nein",10.7,89.3,"Ossingen ZH","Sowohl die Wohnungsinitiative (89,3 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (60,8 Prozent Nein) sind in Ossingen durchgefallen."
38,"Gegenvorschlag Ja",6,94,"Rheinau ZH","Rheinau hat mit 94 Prozent Nein gesagt zur Wohnungsinitiative. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen fand eine Ja-Mehrheit von 79,5 Prozent."
39,"Initiative Ja",55.6,44.4,"Thalheim an der Thur ZH","Die Wohnungsinitiative ist in Thalheim an der Thur mit 55,6 Prozent der Stimmen angenommen worden. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 51,9 Prozent abgelehnt."
40,"Initiative Ja",52.3,47.7,"Trüllikon ZH","52,3 Prozent der Stimmbürgerinnen und Stimmbürger von Trüllikon haben sich für die Wohnungsinitiative und 73,7 Prozent für den Gegenvorschlag von Kantons- und Regierungsrat ausgesprochen. Bei der Stichfrage gaben 51,7 Prozent der Initiative den Vorrang."
41,"Gegenvorschlag Ja",14.6,85.4,"Truttikon ZH","85,4 Prozent der Abstimmenden in Truttikon haben sich gegen die Wohnungsinitiative ausgesprochen. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen erhielt eine Zustimmung von 56,8 Prozent."
43,"Gegenvorschlag Ja",49.8,50.2,"Volken ZH","Volken hat mit 50,2 Prozent Nein gesagt zur Wohnungsinitiative. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen fand eine Ja-Mehrheit von 68,6 Prozent."
51,"Initiative Ja",66.8,33.2,"Bachenbülach ZH","Bachenbülach hat mit 66,8 Prozent Ja gesagt zur Wohnungsinitiative. Den Gegenvorschlag von Kantons- und Regierungsrat lehnte eine Mehrheit von 60,1 Prozent ab."
52,"Zweimal Nein",19.6,80.4,"Bassersdorf ZH","Weder die Wohnungsinitiative (80,4 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (85,5 Prozent Nein) haben in Bassersdorf eine Mehrheit gefunden."
53,"Initiative Ja",74.8,25.2,"Bülach ZH","Die Gemeinde Bülach hat die Wohnungsinitiative mit 74,8 Prozent angenommen. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 84,9 Prozent abgelehnt."
54,"Gegenvorschlag Ja",67.8,32.2,"Dietlikon ZH","67,8 Prozent der Stimmbürgerinnen und Stimmbürger von Dietlikon haben sich für die Wohnungsinitiative und 61,1 Prozent für den Gegenvorschlag von Kantons- und Regierungsrat ausgesprochen. Bei der Stichfrage gaben 64,4 Prozent dem Gegenvorschlag den Vorrang."
55,"Gegenvorschlag Ja",36.4,63.6,"Eglisau ZH","Eglisau hat sich mit 63,6 Prozent gegen die Wohnungsinitiative ausgesprochen. Der Gegenvorschlag des Kantons- und Regierungsrates hingegen wurde mit 50,3 Prozent angenommen."
56,"Initiative Ja",56.6,43.4,"Embrach ZH","Die Wohnungsinitiative ist in Embrach mit 56,6 Prozent der Stimmen angenommen worden. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 98,9 Prozent abgelehnt."
57,"Initiative Ja",81.7,18.3,"Freienstein-Teufen ZH","Die die Wohnungsinitiative ist in Freienstein-Teufen mit 81,7 Prozent der Stimmen angenommen worden. Aber auch der Gegenvorschlag von Kantons- und Regierungsrat überzeugte einen Mehrheit von 68,1 Prozent. Bei der Stichfrage haben sich die Stimmberechtigten mit 50,6 Prozent für die Initiative ausgesprochen."
58,"Zweimal Nein",46,54,"Glattfelden ZH","Weder die Wohnungsinitiative (54 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (59,3 Prozent Nein) haben in Glattfelden eine Mehrheit gefunden."
59,"Initiative Ja",89.3,10.7,"Hochfelden ZH","Hochfelden hat mit 89,3 Prozent Ja gesagt zur Wohnungsinitiative. Den Gegenvorschlag von Kantons- und Regierungsrat lehnte eine Mehrheit von 78 Prozent ab."
60,"Gegenvorschlag Ja",49.7,50.3,"Höri ZH","50,3 Prozent der Abstimmenden in Höri haben sich gegen die Wohnungsinitiative ausgesprochen. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen erhielt eine Zustimmung von 76 Prozent."
61,"Zweimal Nein",41.1,58.9,"Hüntwangen ZH","Weder die Wohnungsinitiative (58,9 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (75,8 Prozent Nein) haben in Hüntwangen eine Mehrheit gefunden."
62,"Gegenvorschlag Ja",4.2,95.8,"Kloten ZH","Kloten hat sich mit 95,8 Prozent gegen die Wohnungsinitiative ausgesprochen. Der Gegenvorschlag des Kantons- und Regierungsrates hingegen wurde mit 87,6 Prozent angenommen."
63,"Initiative Ja",64.5,35.5,"Lufingen ZH","Lufingen hat mit 64,5 Prozent Ja gesagt zur Wohnungsinitiative. Den Gegenvorschlag von Kantons- und Regierungsrat lehnte eine Mehrheit von 58,4 Prozent ab."
64,"Initiative Ja",56.1,43.9,"Nürensdorf ZH","Nürensdorf hat mit 56,1 Prozent Ja gesagt zur Wohnungsinitiative. Den Gegenvorschlag von Kantons- und Regierungsrat lehnte eine Mehrheit von 57,8 Prozent ab."
65,"Initiative Ja",72.8,27.2,"Oberembrach ZH","Die Gemeinde Oberembrach hat die Wohnungsinitiative mit 72,8 Prozent angenommen. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 55,1 Prozent abgelehnt."
66,"Initiative Ja",99.6,0.4,"Opfikon ZH","Die Wohnungsinitiative ist in Opfikon mit 99,6 Prozent der Stimmen angenommen worden. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 77,5 Prozent abgelehnt."
67,"Initiative Ja",64.4,35.6,"Rafz ZH","Rafz hat mit 64,4 Prozent Ja gesagt zur Wohnungsinitiative. Den Gegenvorschlag von Kantons- und Regierungsrat lehnte eine Mehrheit von 69,9 Prozent ab."
68,"Gegenvorschlag Ja",27.3,72.7,"Rorbas ZH","Rorbas hat mit 72,7 Prozent Nein gesagt zur Wohnungsinitiative. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen fand eine Ja-Mehrheit von 58,1 Prozent."
69,"Initiative Ja",50.3,49.7,"Wallisellen ZH","Die Wohnungsinitiative ist in Wallisellen mit 50,3 Prozent der Stimmen angenommen worden. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 57,7 Prozent abgelehnt."
70,"Initiative Ja",79.7,20.3,"Wasterkingen ZH","79,7 Prozent der Stimmbürgerinnen und Stimmbürger von Wasterkingen haben sich für die Wohnungsinitiative und 53,1 Prozent für den Gegenvorschlag von Kantons- und Regierungsrat ausgesprochen. Bei der Stichfrage gaben 54,8 Prozent der Initiative den Vorrang."
71,"Initiative Ja",97.2,2.8,"Wil ZH","Wil ZH hat mit 97,2 Prozent Ja gesagt zur Wohnungsinitiative. Den Gegenvorschlag von Kantons- und Regierungsrat lehnte eine Mehrheit von 52 Prozent ab."
72,"Gegenvorschlag Ja",14.8,85.2,"Winkel ZH","Winkel hat mit 85,2 Prozent Nein gesagt zur Wohnungsinitiative. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen fand eine Ja-Mehrheit von 58,9 Prozent."
81,"Initiative Ja",53.7,46.3,"Bachs ZH","Bachs hat mit 53,7 Prozent Ja gesagt zur Wohnungsinitiative. Den Gegenvorschlag von Kantons- und Regierungsrat lehnte eine Mehrheit von 53,2 Prozent ab."
82,"Gegenvorschlag Ja",85.5,14.5,"Boppelsen ZH","Die Gemeinde Boppelsen hat die Wohnungsinitiative mit 85,5 Prozent und den Gegenvorschlag von Kantons- und Regierungsrat mit 75,5 Prozent angenommen. Bei der Stichfrage sprachen sich die Stimmberechtigten mit 58,3 Prozent für den Gegenvorschlag aus."
83,"Gegenvorschlag Ja",71,29,"Buchs ZH","Die Gemeinde Buchs ZH hat die Wohnungsinitiative mit 71 Prozent und den Gegenvorschlag von Kantons- und Regierungsrat mit 63,5 Prozent angenommen. Bei der Stichfrage sprachen sich die Stimmberechtigten mit 52,5 Prozent für den Gegenvorschlag aus."
84,"Gegenvorschlag Ja",44.6,55.4,"Dällikon ZH","Dällikon hat sich mit 55,4 Prozent gegen die Wohnungsinitiative ausgesprochen. Der Gegenvorschlag des Kantons- und Regierungsrates hingegen wurde mit 53,2 Prozent angenommen."
85,"Initiative Ja",55.6,44.4,"Dänikon ZH","Die Wohnungsinitiative ist in Dänikon mit 55,6 Prozent der Stimmen angenommen worden. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 55,9 Prozent abgelehnt."
86,"Zweimal Nein",32.3,67.7,"Dielsdorf ZH","Weder die Wohnungsinitiative (67,7 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (69,2 Prozent Nein) haben in Dielsdorf eine Mehrheit gefunden."
87,"Initiative Ja",97,3,"Hüttikon ZH","Die die Wohnungsinitiative ist in Hüttikon mit 97 Prozent der Stimmen angenommen worden. Aber auch der Gegenvorschlag von Kantons- und Regierungsrat überzeugte einen Mehrheit von 55,1 Prozent. Bei der Stichfrage haben sich die Stimmberechtigten mit 55,7 Prozent für die Initiative ausgesprochen."
88,"Initiative Ja",63.8,36.2,"Neerach ZH","63,8 Prozent der Stimmbürgerinnen und Stimmbürger von Neerach haben sich für die Wohnungsinitiative und 62,1 Prozent für den Gegenvorschlag von Kantons- und Regierungsrat ausgesprochen. Bei der Stichfrage gaben 75,7 Prozent der Initiative den Vorrang."
89,"Initiative Ja",75.7,24.3,"Niederglatt ZH","Die Wohnungsinitiative ist in Niederglatt mit 75,7 Prozent der Stimmen angenommen worden. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 64,9 Prozent abgelehnt."
90,"Gegenvorschlag Ja",48.1,51.9,"Niederhasli ZH","Niederhasli hat sich mit 51,9 Prozent gegen die Wohnungsinitiative ausgesprochen. Der Gegenvorschlag des Kantons- und Regierungsrates hingegen wurde mit 72,5 Prozent angenommen."
91,"Zweimal Nein",36.1,63.9,"Niederweningen ZH","Niederweningen hat sowohl die Wohnungsinitiative (63,9 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (76,8 Prozent Nein) abgelehnt."
92,"Initiative Ja",58.5,41.5,"Oberglatt ZH","Die Gemeinde Oberglatt hat die Wohnungsinitiative mit 58,5 Prozent angenommen. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 93,5 Prozent abgelehnt."
93,"Zweimal Nein",45.8,54.2,"Oberweningen ZH","Oberweningen hat sowohl die Wohnungsinitiative (54,2 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (60,7 Prozent Nein) abgelehnt."
94,"Initiative Ja",98.8,1.2,"Otelfingen ZH","Die Gemeinde Otelfingen hat die Wohnungsinitiative mit 98,8 Prozent angenommen. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 60,9 Prozent abgelehnt."
95,"Initiative Ja",57.9,42.1,"Regensberg ZH","57,9 Prozent der Stimmbürgerinnen und Stimmbürger von Regensberg haben sich für die Wohnungsinitiative und 57,4 Prozent für den Gegenvorschlag von Kantons- und Regierungsrat ausgesprochen. Bei der Stichfrage gaben 65,7 Prozent der Initiative den Vorrang."
96,"Initiative Ja",90,10,"Regensdorf ZH","90 Prozent der Stimmbürgerinnen und Stimmbürger von Regensdorf haben sich für die Wohnungsinitiative und 94 Prozent für den Gegenvorschlag von Kantons- und Regierungsrat ausgesprochen. Bei der Stichfrage gaben 85 Prozent der Initiative den Vorrang."
97,"Initiative Ja",50.3,49.7,"Rümlang ZH","Rümlang hat die Wohnungsinitiative mit 50,3 Prozent und den Gegenvorschlag von Kantons- und Regierungsrats mit 98,1 Prozent angenommen.Bei der Stichfrage haben sich die Stimmberechtigten mit 51,9 Prozent für die Initiative ausgesprochen."
98,"Gegenvorschlag Ja",37.9,62.1,"Schleinikon ZH","Schleinikon hat sich mit 62,1 Prozent gegen die Wohnungsinitiative ausgesprochen. Der Gegenvorschlag des Kantons- und Regierungsrates hingegen wurde mit 55,6 Prozent angenommen."
99,"Gegenvorschlag Ja",59.2,40.8,"Schöfflisdorf ZH","Die Gemeinde Schöfflisdorf hat die Wohnungsinitiative mit 59,2 Prozent und den Gegenvorschlag von Kantons- und Regierungsrat mit 57,1 Prozent angenommen. Bei der Stichfrage sprachen sich die Stimmberechtigten mit 60,4 Prozent für den Gegenvorschlag aus."
100,"Zweimal Nein",14.1,85.9,"Stadel ZH","Sowohl die Wohnungsinitiative (85,9 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (64 Prozent Nein) sind in Stadel durchgefallen."
101,"Initiative Ja",99.1,0.9,"Steinmaur ZH","Steinmaur hat die Wohnungsinitiative mit 99,1 Prozent und den Gegenvorschlag von Kantons- und Regierungsrats mit 77,5 Prozent angenommen.Bei der Stichfrage haben sich die Stimmberechtigten mit 53,3 Prozent für die Initiative ausgesprochen."
102,"Gegenvorschlag Ja",59,41,"Weiach ZH","59 Prozent der Stimmbürgerinnen und Stimmbürger von Weiach haben sich für die Wohnungsinitiative und 60,3 Prozent für den Gegenvorschlag von Kantons- und Regierungsrat ausgesprochen. Bei der Stichfrage gaben 93,2 Prozent dem Gegenvorschlag den Vorrang."
111,"Gegenvorschlag Ja",42.8,57.2,"Bäretswil ZH","Bäretswil hat sich mit 57,2 Prozent gegen die Wohnungsinitiative ausgesprochen. Der Gegenvorschlag des Kantons- und Regierungsrates hingegen wurde mit 72,9 Prozent angenommen."
112,"Gegenvorschlag Ja",32.8,67.2,"Bubikon ZH","Bubikon hat sich mit 67,2 Prozent gegen die Wohnungsinitiative ausgesprochen. Der Gegenvorschlag des Kantons- und Regierungsrates hingegen wurde mit 85,6 Prozent angenommen."
113,"Gegenvorschlag Ja",24.3,75.7,"Dürnten ZH","Dürnten hat mit 75,7 Prozent Nein gesagt zur Wohnungsinitiative. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen fand eine Ja-Mehrheit von 54,2 Prozent."
114,"Gegenvorschlag Ja",24,76,"Fischenthal ZH","Fischenthal hat sich mit 76 Prozent gegen die Wohnungsinitiative ausgesprochen. Der Gegenvorschlag des Kantons- und Regierungsrates hingegen wurde mit 54,4 Prozent angenommen."
115,"Initiative Ja",78.8,21.2,"Gossau ZH","78,8 Prozent der Stimmbürgerinnen und Stimmbürger von Gossau ZH haben sich für die Wohnungsinitiative und 93,5 Prozent für den Gegenvorschlag von Kantons- und Regierungsrat ausgesprochen. Bei der Stichfrage gaben 54,9 Prozent der Initiative den Vorrang."
116,"Gegenvorschlag Ja",38.7,61.3,"Grüningen ZH","61,3 Prozent der Abstimmenden in Grüningen haben sich gegen die Wohnungsinitiative ausgesprochen. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen erhielt eine Zustimmung von 71,4 Prozent."
117,"Zweimal Nein",9.7,90.3,"Hinwil ZH","Weder die Wohnungsinitiative (90,3 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (58,1 Prozent Nein) haben in Hinwil eine Mehrheit gefunden."
118,"Initiative Ja",60.9,39.1,"Rüti ZH","Rüti ZH hat mit 60,9 Prozent Ja gesagt zur Wohnungsinitiative. Den Gegenvorschlag von Kantons- und Regierungsrat lehnte eine Mehrheit von 61 Prozent ab."
119,"Zweimal Nein",40.4,59.6,"Seegräben ZH","Weder die Wohnungsinitiative (59,6 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (54,2 Prozent Nein) haben in Seegräben eine Mehrheit gefunden."
120,"Zweimal Nein",44.7,55.3,"Wald ZH","Wald ZH hat sowohl die Wohnungsinitiative (55,3 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (54,4 Prozent Nein) abgelehnt."
121,"Gegenvorschlag Ja",0.8,99.2,"Wetzikon ZH","99,2 Prozent der Abstimmenden in Wetzikon ZH haben sich gegen die Wohnungsinitiative ausgesprochen. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen erhielt eine Zustimmung von 62,4 Prozent."
131,"Zweimal Nein",33.8,66.2,"Adliswil ZH","Sowohl die Wohnungsinitiative (66,2 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (77 Prozent Nein) sind in Adliswil durchgefallen."
135,"Zweimal Nein",16.9,83.1,"Kilchberg ZH","Kilchberg ZH hat sowohl die Wohnungsinitiative (83,1 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (54,6 Prozent Nein) abgelehnt."
136,"Gegenvorschlag Ja",19.1,80.9,"Langnau am Albis ZH","Langnau am Albis hat mit 80,9 Prozent Nein gesagt zur Wohnungsinitiative. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen fand eine Ja-Mehrheit von 54,5 Prozent."
137,"Zweimal Nein",31.4,68.6,"Oberrieden ZH","Weder die Wohnungsinitiative (68,6 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (53,8 Prozent Nein) haben in Oberrieden eine Mehrheit gefunden."
138,"Zweimal Nein",46,54,"Richterswil ZH","Sowohl die Wohnungsinitiative (54 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (52,7 Prozent Nein) sind in Richterswil durchgefallen."
139,"Initiative Ja",69.3,30.7,"Rüschlikon ZH","Die die Wohnungsinitiative ist in Rüschlikon mit 69,3 Prozent der Stimmen angenommen worden. Aber auch der Gegenvorschlag von Kantons- und Regierungsrat überzeugte einen Mehrheit von 65,2 Prozent. Bei der Stichfrage haben sich die Stimmberechtigten mit 54 Prozent für die Initiative ausgesprochen."
141,"Zweimal Nein",29.9,70.1,"Thalwil ZH","Sowohl die Wohnungsinitiative (70,1 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (51,3 Prozent Nein) sind in Thalwil durchgefallen."
151,"Gegenvorschlag Ja",43.9,56.1,"Erlenbach ZH","Erlenbach ZH hat sich mit 56,1 Prozent gegen die Wohnungsinitiative ausgesprochen. Der Gegenvorschlag des Kantons- und Regierungsrates hingegen wurde mit 52 Prozent angenommen."
152,"Gegenvorschlag Ja",33,67,"Herrliberg ZH","Herrliberg hat mit 67 Prozent Nein gesagt zur Wohnungsinitiative. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen fand eine Ja-Mehrheit von 62 Prozent."
153,"Gegenvorschlag Ja",41.5,58.5,"Hombrechtikon ZH","58,5 Prozent der Abstimmenden in Hombrechtikon haben sich gegen die Wohnungsinitiative ausgesprochen. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen erhielt eine Zustimmung von 96,6 Prozent."
154,"Gegenvorschlag Ja",89.8,10.2,"Küsnacht ZH","Die Wohnungsinitiative ist in Küsnacht ZH mit 89,8 Prozent der Stimmen angenommen worden. Aber auch der Gegenvorschlag von Kantons- und Regierungsrat überzeugte einen Mehrheit von 76,4 Prozent. Bei der Stichfrage bevorzugten 65,1 Prozent den Gegenvorschlag."
155,"Gegenvorschlag Ja",46.3,53.7,"Männedorf ZH","Männedorf hat sich mit 53,7 Prozent gegen die Wohnungsinitiative ausgesprochen. Der Gegenvorschlag des Kantons- und Regierungsrates hingegen wurde mit 59 Prozent angenommen."
156,"Initiative Ja",62.5,37.5,"Meilen ZH","Meilen hat mit 62,5 Prozent Ja gesagt zur Wohnungsinitiative. Den Gegenvorschlag von Kantons- und Regierungsrat lehnte eine Mehrheit von 61,3 Prozent ab."
157,"Gegenvorschlag Ja",63,37,"Oetwil am See ZH","Die Gemeinde Oetwil am See hat die Wohnungsinitiative mit 63 Prozent und den Gegenvorschlag von Kantons- und Regierungsrat mit 61,7 Prozent angenommen. Bei der Stichfrage sprachen sich die Stimmberechtigten mit 59,4 Prozent für den Gegenvorschlag aus."
158,"Gegenvorschlag Ja",67.9,32.1,"Stäfa ZH","Die Gemeinde Stäfa hat die Wohnungsinitiative mit 67,9 Prozent und den Gegenvorschlag von Kantons- und Regierungsrat mit 64,1 Prozent angenommen. Bei der Stichfrage sprachen sich die Stimmberechtigten mit 88,7 Prozent für den Gegenvorschlag aus."
159,"Initiative Ja",54.3,45.7,"Uetikon am See ZH","54,3 Prozent der Stimmbürgerinnen und Stimmbürger von Uetikon am See haben sich für die Wohnungsinitiative und 66,5 Prozent für den Gegenvorschlag von Kantons- und Regierungsrat ausgesprochen. Bei der Stichfrage gaben 78,7 Prozent der Initiative den Vorrang."
160,"Gegenvorschlag Ja",95.6,4.4,"Zumikon ZH","Die Wohnungsinitiative ist in Zumikon mit 95,6 Prozent der Stimmen angenommen worden. Aber auch der Gegenvorschlag von Kantons- und Regierungsrat überzeugte einen Mehrheit von 82 Prozent. Bei der Stichfrage bevorzugten 53,2 Prozent den Gegenvorschlag."
