"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
63,95.1,95.1,4.9,"Lufingen (ZH)","NA NA"
64,41,41,59,"Nürensdorf (ZH)","NA NA"
65,1.2,1.2,98.8,"Oberembrach (ZH)","NA NA"
66,49.7,49.7,50.3,"Opfikon (ZH)","NA NA"
67,76.2,76.2,23.8,"Rafz (ZH)","NA NA"
68,53.8,53.8,46.2,"Rorbas (ZH)","NA NA"
69,2.1,2.1,97.9,"Wallisellen (ZH)","NA NA"
70,85.6,85.6,14.4,"Wasterkingen (ZH)","NA NA"
71,43.2,43.2,56.8,"Wil (ZH)","NA NA"
72,38.5,38.5,61.5,"Winkel (ZH)","NA NA"
81,70.9,70.9,29.1,"Bachs (ZH)","NA NA"
82,8.1,8.1,91.9,"Boppelsen (ZH)","NA NA"
83,26.7,26.7,73.3,"Buchs (ZH)","NA NA"
84,18.3,18.3,81.7,"Dällikon (ZH)","NA NA"
85,51.9,51.9,48.1,"Dänikon (ZH)","NA NA"
86,15.1,15.1,84.9,"Dielsdorf (ZH)","NA NA"
87,42.2,42.2,57.8,"Hüttikon (ZH)","NA NA"
88,63.2,63.2,36.8,"Neerach (ZH)","NA NA"
89,34.8,34.8,65.2,"Niederglatt (ZH)","NA NA"
90,7.2,7.2,92.8,"Niederhasli (ZH)","NA NA"
91,52.6,52.6,47.4,"Niederweningen (ZH)","NA NA"
92,35,35,65,"Oberglatt (ZH)","NA NA"
93,58.8,58.8,41.2,"Oberweningen (ZH)","NA NA"
94,82.5,82.5,17.5,"Otelfingen (ZH)","NA NA"
95,37.1,37.1,62.9,"Regensberg (ZH)","NA NA"
96,51.8,51.8,48.2,"Regensdorf (ZH)","NA NA"
97,46.6,46.6,53.4,"Rümlang (ZH)","NA NA"
98,44.1,44.1,55.9,"Schleinikon (ZH)","NA NA"
99,83.1,83.1,16.9,"Schöfflisdorf (ZH)","NA NA"
100,70.5,70.5,29.5,"Stadel (ZH)","NA NA"
101,28.7,28.7,71.3,"Steinmaur (ZH)","NA NA"
102,39.3,39.3,60.7,"Weiach (ZH)","NA NA"
111,56.9,56.9,43.1,"Bäretswil (ZH)","NA NA"
112,59.8,59.8,40.2,"Bubikon (ZH)","NA NA"
113,53.7,53.7,46.3,"Dürnten (ZH)","NA NA"
114,88,88,12,"Fischenthal (ZH)","NA NA"
115,26.7,26.7,73.3,"Gossau (ZH)","NA NA"
116,61,61,39,"Grüningen (ZH)","NA NA"
117,74.6,74.6,25.4,"Hinwil (ZH)","NA NA"
118,71.6,71.6,28.4,"Rüti (ZH)","NA NA"
119,56.8,56.8,43.2,"Seegräben (ZH)","NA NA"
120,36.9,36.9,63.1,"Wald (ZH)","NA NA"
121,76.9,76.9,23.1,"Wetzikon (ZH)","NA NA"
131,40.4,40.4,59.6,"Adliswil (ZH)","NA NA"
135,61.6,61.6,38.4,"Kilchberg (ZH)","NA NA"
136,58.5,58.5,41.5,"Langnau am Albis (ZH)","NA NA"
137,48.5,48.5,51.5,"Oberrieden (ZH)","NA NA"
138,72.7,72.7,27.3,"Richterswil (ZH)","NA NA"
139,42.4,42.4,57.6,"Rüschlikon (ZH)","NA NA"
141,49.8,49.8,50.2,"Thalwil (ZH)","NA NA"
151,34.5,34.5,65.5,"Erlenbach (ZH)","NA NA"
152,53.8,53.8,46.2,"Herrliberg (ZH)","NA NA"
153,41.6,41.6,58.4,"Hombrechtikon (ZH)","NA NA"
154,56.8,56.8,43.2,"Küsnacht (ZH)","NA NA"
155,52.3,52.3,47.7,"Männedorf (ZH)","NA NA"
156,57.5,57.5,42.5,"Meilen (ZH)","NA NA"
157,73.7,73.7,26.3,"Oetwil am See (ZH)","NA NA"
158,65.5,65.5,34.5,"Stäfa (ZH)","NA NA"
159,10,10,90,"Uetikon am See (ZH)","NA NA"
160,42.6,42.6,57.4,"Zumikon (ZH)","NA NA"
161,25.8,25.8,74.2,"Zollikon (ZH)","NA NA"
172,22.4,22.4,77.6,"Fehraltorf (ZH)","NA NA"
173,22.9,22.9,77.1,"Hittnau (ZH)","NA NA"
176,39.8,39.8,60.2,"Lindau (ZH)","NA NA"
177,16.7,16.7,83.3,"Pfäffikon (ZH)","NA NA"
178,61.7,61.7,38.3,"Russikon (ZH)","NA NA"
180,54.2,54.2,45.8,"Weisslingen (ZH)","NA NA"
181,7.4,7.4,92.6,"Wila (ZH)","NA NA"
182,20.1,20.1,79.9,"Wildberg (ZH)","NA NA"
191,12.1,12.1,87.9,"Dübendorf (ZH)","NA NA"
192,65.2,65.2,34.8,"Egg (ZH)","NA NA"
193,24.7,24.7,75.3,"Fällanden (ZH)","NA NA"
194,94.5,94.5,5.5,"Greifensee (ZH)","NA NA"
195,68.5,68.5,31.5,"Maur (ZH)","NA NA"
196,80.7,80.7,19.3,"Mönchaltorf (ZH)","NA NA"
197,70.4,70.4,29.6,"Schwerzenbach (ZH)","NA NA"
198,13.9,13.9,86.1,"Uster (ZH)","NA NA"
199,87.6,87.6,12.4,"Volketswil (ZH)","NA NA"
200,83.3,83.3,16.7,"Wangen-Brüttisellen (ZH)","NA NA"
211,67.4,67.4,32.6,"Altikon (ZH)","NA NA"
213,64.1,64.1,35.9,"Brütten (ZH)","NA NA"
214,34.4,34.4,65.6,"Dägerlen (ZH)","NA NA"
215,78,78,22,"Dättlikon (ZH)","NA NA"
216,55,55,45,"Dinhard (ZH)","NA NA"
218,47.3,47.3,52.7,"Ellikon an der Thur (ZH)","NA NA"
219,63,63,37,"Elsau (ZH)","NA NA"
220,17.1,17.1,82.9,"Hagenbuch (ZH)","NA NA"
221,40.9,40.9,59.1,"Hettlingen (ZH)","NA NA"
223,86.7,86.7,13.3,"Neftenbach (ZH)","NA NA"
224,99,99,1,"Pfungen (ZH)","NA NA"
225,31.5,31.5,68.5,"Rickenbach (ZH)","NA NA"
226,46.4,46.4,53.6,"Schlatt (ZH)","NA NA"
227,36,36,64,"Seuzach (ZH)","NA NA"
228,89.9,89.9,10.1,"Turbenthal (ZH)","NA NA"
230,74.7,74.7,25.3,"Winterthour (ZH)","NA NA"
231,34.9,34.9,65.1,"Zell (ZH)","NA NA"
241,27.1,27.1,72.9,"Aesch (ZH)","NA NA"
242,36,36,64,"Birmensdorf (ZH)","NA NA"
243,89.7,89.7,10.3,"Dietikon (ZH)","NA NA"
244,57.3,57.3,42.7,"Geroldswil (ZH)","NA NA"
245,46.3,46.3,53.7,"Oberengstringen (ZH)","NA NA"
246,69.3,69.3,30.7,"Oetwil an der Limmat (ZH)","NA NA"
247,22.2,22.2,77.8,"Schlieren (ZH)","NA NA"
248,43.6,43.6,56.4,"Uitikon (ZH)","NA NA"
249,30.4,30.4,69.6,"Unterengstringen (ZH)","NA NA"
250,26.6,26.6,73.4,"Urdorf (ZH)","NA NA"
251,58.5,58.5,41.5,"Weiningen (ZH)","NA NA"
261,33,33,67,"Zurigo (ZH)","NA NA"
291,38.7,38.7,61.3,"Andelfingen (ZH)","NA NA"
292,7.8,7.8,92.2,"Stammheim (ZH)","NA NA"
293,86.5,86.5,13.5,"Wädenswil (ZH)","NA NA"
294,40.9,40.9,59.1,"Elgg (ZH)","NA NA"
295,73.2,73.2,26.8,"Horgen (ZH)","NA NA"
296,65.2,65.2,34.8,"Illnau-Effretikon (ZH)","NA NA"
297,78.5,78.5,21.5,"Bauma (ZH)","NA NA"
298,51.8,51.8,48.2,"Wiesendangen (ZH)","NA NA"
