"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
6612,76.5,76.5,23.5,"Chêne-Bougeries (GE)","Les habitants de Chêne-Bougeries ont approuvé avec 76,5 pour cent des voix l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Chêne-Bougeries ont approuvé cette interdiction, contrairement au canton."
6613,69.3,69.3,30.7,"Chêne-Bourg (GE)","Les habitants de Chêne-Bourg ont approuvé avec 69,3 pour cent des voix l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Chêne-Bourg ont approuvé cette interdiction, contrairement au canton."
6614,25.8,25.8,74.2,"Choulex (GE)","C'est non à 74,2 pour cent à l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux à Choulex. Les habitants de Choulex ont rejeté cette interdiction, tout comme le canton."
6615,58.2,58.2,41.8,"Collex-Bossy (GE)","C'est oui à 58,2 pour cent à Collex-Bossy à l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Collex-Bossy ont approuvé cette interdiction, contrairement au canton."
6616,76.5,76.5,23.5,"Collonge-Bellerive (GE)","Les habitants de Collonge-Bellerive ont approuvé avec 76,5 pour cent des voix l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Collonge-Bellerive ont approuvé cette interdiction, contrairement au canton."
6617,48.2,48.2,51.8,"Cologny (GE)","C'est non à 51,8 pour cent à l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux à Cologny. Les habitants de Cologny ont rejeté cette interdiction, tout comme le canton."
6618,37.8,37.8,62.2,"Confignon (GE)","Les habitants de Confignon refusent à 62,2 pour cent l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Confignon ont rejeté cette interdiction, tout comme le canton."
6619,59.8,59.8,40.2,"Corsier (GE)","Les habitants de Corsier (GE) acceptent par 59,8 pour cent des voix l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Corsier (GE) ont approuvé cette interdiction, contrairement au canton."
6620,40,40,60,"Dardagny (GE)","Les habitants de Dardagny refusent à 60 pour cent l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Dardagny ont rejeté cette interdiction, tout comme le canton."
6621,49.3,49.3,50.7,"Genève (GE)","Les habitants de Genève ont refusé à 50,7 pour cent l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Genève ont rejeté cette interdiction, tout comme le canton."
6622,78.1,78.1,21.9,"Genthod (GE)","Les habitants de Genthod acceptent par 78,1 pour cent des voix l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Genthod ont approuvé cette interdiction, contrairement au canton."
6623,84.6,84.6,15.4,"Le Grand-Saconnex (GE)","Les habitants du Grand-Saconnex acceptent par 84,6 pour cent des voix l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants du Grand-Saconnex ont approuvé cette interdiction, contrairement au canton."
6624,24.4,24.4,75.6,"Gy (GE)","Les habitants de Gy ont refusé à 75,6 pour cent l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Gy ont rejeté cette interdiction, tout comme le canton."
6625,67,67,33,"Hermance (GE)","C'est oui à 67 pour cent à Hermance à l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants d'Hermance ont approuvé cette interdiction, contrairement au canton."
6626,60.2,60.2,39.8,"Jussy (GE)","C'est oui à 60,2 pour cent à Jussy à l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Jussy ont approuvé cette interdiction, contrairement au canton."
6627,88.8,88.8,11.2,"Laconnex (GE)","C'est oui à 88,8 pour cent à Laconnex à l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Laconnex ont approuvé cette interdiction, contrairement au canton."
6628,73.6,73.6,26.4,"Lancy (GE)","Les habitants de Lancy ont approuvé avec 73,6 pour cent des voix l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Lancy ont approuvé cette interdiction, contrairement au canton."
6629,74,74,26,"Meinier (GE)","Les habitants de Meinier ont approuvé avec 74 pour cent des voix l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Meinier ont approuvé cette interdiction, contrairement au canton."
6630,66.1,66.1,33.9,"Meyrin (GE)","Les habitants de Meyrin acceptent par 66,1 pour cent des voix l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Meyrin ont approuvé cette interdiction, contrairement au canton."
6631,96.4,96.4,3.6,"Onex (GE)","Les habitants d'Onex ont approuvé avec 96,4 pour cent des voix l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants d'Onex ont approuvé cette interdiction, contrairement au canton."
6632,38,38,62,"Perly-Certoux (GE)","Les habitants de Perly-Certoux ont refusé à 62 pour cent l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Perly-Certoux ont rejeté cette interdiction, tout comme le canton."
6633,21.2,21.2,78.8,"Plan-les-Ouates (GE)","Les habitants de Plan-les-Ouates ont refusé à 78,8 pour cent l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Plan-les-Ouates ont rejeté cette interdiction, tout comme le canton."
6634,48.1,48.1,51.9,"Pregny-Chambésy (GE)","Les habitants de Pregny-Chambésy ont refusé à 51,9 pour cent l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Pregny-Chambésy ont rejeté cette interdiction, tout comme le canton."
6635,46.9,46.9,53.1,"Presinge (GE)","Les habitants de Presinge refusent à 53,1 pour cent l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Presinge ont rejeté cette interdiction, tout comme le canton."
6636,43.6,43.6,56.4,"Puplinge (GE)","C'est non à 56,4 pour cent à l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux à Puplinge. Les habitants de Puplinge ont rejeté cette interdiction, tout comme le canton."
6637,36.6,36.6,63.4,"Russin (GE)","Les habitants de Russin ont refusé à 63,4 pour cent l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Russin ont rejeté cette interdiction, tout comme le canton."
6638,47.3,47.3,52.7,"Satigny (GE)","Les habitants de Satigny refusent à 52,7 pour cent l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Satigny ont rejeté cette interdiction, tout comme le canton."
6639,32.5,32.5,67.5,"Soral (GE)","Les habitants de Soral refusent à 67,5 pour cent l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Soral ont rejeté cette interdiction, tout comme le canton."
6640,76.3,76.3,23.7,"Thônex (GE)","Les habitants de Thônex acceptent par 76,3 pour cent des voix l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Thônex ont approuvé cette interdiction, contrairement au canton."
6641,5.3,5.3,94.7,"Troinex (GE)","C'est non à 94,7 pour cent à l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux à Troinex. Le rejet le plus net de l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux a été enregistré à Troinex."
6642,40.7,40.7,59.3,"Vandoeuvres (GE)","Les habitants de Vandoeuvres refusent à 59,3 pour cent l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Vandoeuvres ont rejeté cette interdiction, tout comme le canton."
6643,18.3,18.3,81.7,"Vernier (GE)","Les habitants de Vernier refusent à 81,7 pour cent l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Vernier ont rejeté cette interdiction, tout comme le canton."
6644,53.9,53.9,46.1,"Versoix (GE)","C'est oui à 53,9 pour cent à Versoix à l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Versoix ont approuvé cette interdiction, contrairement au canton."
6645,48.9,48.9,51.1,"Veyrier (GE)","Les habitants de Veyrier refusent à 51,1 pour cent l'interdiction des signes religieux ostensibles au Grand Conseil et dans les conseils municipaux. Les habitants de Veyrier ont rejeté cette interdiction, tout comme le canton."
