"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
41,65.8,65.8,34.2,"Truttikon ZH","68,4 Prozent der Stimmbürgerinnen und Stimmbürger von Truttikon haben sich für die Wohnschutzinitiative und 65,8 Prozent für den Gegenvorschlag von Kantons- und Regierungsrat ausgesprochen. Bei der Stichfrage gaben 78,4 Prozent dem Gegenvorschlag den Vorrang."
43,78.3,78.3,21.7,"Volken ZH","Volken hat die Wohnschutzinitiative mit 59,5 Prozent und den Gegenvorschlag von Kantons- und Regierungsrats mit 78,3 Prozent angenommen.Bei der Stichfrage haben sich die Stimmberechtigten mit 62,5 Prozent für die Initiative ausgesprochen."
51,47,47,53,"Bachenbülach ZH","Weder die Wohnschutzinitiative (92,6 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (53 Prozent Nein) haben in Bachenbülach eine Mehrheit gefunden."
52,28.4,28.4,71.6,"Bassersdorf ZH","Weder die Wohnschutzinitiative (99,6 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (71,6 Prozent Nein) haben in Bassersdorf eine Mehrheit gefunden."
53,57.8,57.8,42.2,"Bülach ZH","Bülach hat sich mit 63,3 Prozent gegen die Wohnschutzinitiative ausgesprochen. Der Gegenvorschlag des Kantons- und Regierungsrates hingegen wurde mit 57,8 Prozent angenommen."
54,38.2,38.2,61.8,"Dietlikon ZH","Weder die Wohnschutzinitiative (51,4 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (61,8 Prozent Nein) haben in Dietlikon eine Mehrheit gefunden."
55,68.7,68.7,31.3,"Eglisau ZH","Eglisau hat sich mit 79,3 Prozent gegen die Wohnschutzinitiative ausgesprochen. Der Gegenvorschlag des Kantons- und Regierungsrates hingegen wurde mit 68,7 Prozent angenommen."
56,73.7,73.7,26.3,"Embrach ZH","Die Gemeinde Embrach hat die Wohnschutzinitiative mit 67,2 Prozent und den Gegenvorschlag von Kantons- und Regierungsrat mit 73,7 Prozent angenommen. Bei der Stichfrage sprachen sich die Stimmberechtigten mit 68,9 Prozent für den Gegenvorschlag aus."
57,93.2,93.2,6.8,"Freienstein-Teufen ZH","Die Wohnschutzinitiative ist in Freienstein-Teufen mit 72,6 Prozent der Stimmen angenommen worden. Aber auch der Gegenvorschlag von Kantons- und Regierungsrat überzeugte einen Mehrheit von 93,2 Prozent. Bei der Stichfrage bevorzugten 82,9 Prozent den Gegenvorschlag."
58,85.8,85.8,14.2,"Glattfelden ZH","58,9 Prozent der Stimmbürgerinnen und Stimmbürger von Glattfelden haben sich für die Wohnschutzinitiative und 85,8 Prozent für den Gegenvorschlag von Kantons- und Regierungsrat ausgesprochen. Bei der Stichfrage gaben 88,6 Prozent der Initiative den Vorrang."
59,96,96,4,"Hochfelden ZH","71,9 Prozent der Stimmbürgerinnen und Stimmbürger von Hochfelden haben sich für die Wohnschutzinitiative und 96 Prozent für den Gegenvorschlag von Kantons- und Regierungsrat ausgesprochen. Bei der Stichfrage gaben 50,8 Prozent der Initiative den Vorrang."
60,32.1,32.1,67.9,"Höri ZH","Höri hat mit 82,2 Prozent Ja gesagt zur Wohnschutzinitiative. Den Gegenvorschlag von Kantons- und Regierungsrat lehnte eine Mehrheit von 67,9 Prozent ab."
61,14.4,14.4,85.6,"Hüntwangen ZH","Weder die Wohnschutzinitiative (92 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (85,6 Prozent Nein) haben in Hüntwangen eine Mehrheit gefunden."
62,48.1,48.1,51.9,"Kloten ZH","Die Gemeinde Kloten hat die Wohnschutzinitiative mit 72,1 Prozent angenommen. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 51,9 Prozent abgelehnt."
63,63.3,63.3,36.7,"Lufingen ZH","92,9 Prozent der Stimmbürgerinnen und Stimmbürger von Lufingen haben sich für die Wohnschutzinitiative und 63,3 Prozent für den Gegenvorschlag von Kantons- und Regierungsrat ausgesprochen. Bei der Stichfrage gaben 86,6 Prozent dem Gegenvorschlag den Vorrang."
64,59.7,59.7,40.3,"Nürensdorf ZH","94,5 Prozent der Stimmbürgerinnen und Stimmbürger von Nürensdorf haben sich für die Wohnschutzinitiative und 59,7 Prozent für den Gegenvorschlag von Kantons- und Regierungsrat ausgesprochen. Bei der Stichfrage gaben 53,8 Prozent dem Gegenvorschlag den Vorrang."
65,54.6,54.6,45.4,"Oberembrach ZH","Die Wohnschutzinitiative ist in Oberembrach mit 92,3 Prozent der Stimmen angenommen worden. Aber auch der Gegenvorschlag von Kantons- und Regierungsrat überzeugte einen Mehrheit von 54,6 Prozent. Bei der Stichfrage haben sich die Stimmberechtigten mit 64,5 Prozent für die Initiative ausgesprochen."
66,10.9,10.9,89.1,"Opfikon ZH","Opfikon hat sowohl die Wohnschutzinitiative (65,9 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (89,1 Prozent Nein) abgelehnt."
67,60.3,60.3,39.7,"Rafz ZH","57,2 Prozent der Stimmbürgerinnen und Stimmbürger von Rafz haben sich für die Wohnschutzinitiative und 60,3 Prozent für den Gegenvorschlag von Kantons- und Regierungsrat ausgesprochen. Bei der Stichfrage gaben 53 Prozent dem Gegenvorschlag den Vorrang."
68,59.9,59.9,40.1,"Rorbas ZH","Die Gemeinde Rorbas hat die Wohnschutzinitiative mit 63,7 Prozent und den Gegenvorschlag von Kantons- und Regierungsrat mit 59,9 Prozent angenommen. Bei der Stichfrage sprachen sich die Stimmberechtigten mit 65,6 Prozent für den Gegenvorschlag aus."
69,33.4,33.4,66.6,"Wallisellen ZH","Wallisellen hat sowohl die Wohnschutzinitiative (62,4 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (66,6 Prozent Nein) abgelehnt."
70,12.1,12.1,87.9,"Wasterkingen ZH","Wasterkingen hat mit 51,4 Prozent Ja gesagt zur Wohnschutzinitiative. Den Gegenvorschlag von Kantons- und Regierungsrat lehnte eine Mehrheit von 87,9 Prozent ab."
71,33.1,33.1,66.9,"Wil ZH","Weder die Wohnschutzinitiative (52,5 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (66,9 Prozent Nein) haben in Wil ZH eine Mehrheit gefunden."
72,27.5,27.5,72.5,"Winkel ZH","Winkel hat sowohl die Wohnschutzinitiative (58,7 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (72,5 Prozent Nein) abgelehnt."
81,48.5,48.5,51.5,"Bachs ZH","Weder die Wohnschutzinitiative (58,8 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (51,5 Prozent Nein) haben in Bachs eine Mehrheit gefunden."
82,56.4,56.4,43.6,"Boppelsen ZH","Boppelsen hat mit 67,4 Prozent Nein gesagt zur Wohnschutzinitiative. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen fand eine Ja-Mehrheit von 56,4 Prozent."
83,38.8,38.8,61.2,"Buchs ZH","Die Wohnschutzinitiative ist in Buchs ZH mit 64,8 Prozent der Stimmen angenommen worden. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 61,2 Prozent abgelehnt."
84,28.4,28.4,71.6,"Dällikon ZH","Die Gemeinde Dällikon hat die Wohnschutzinitiative mit 82,6 Prozent angenommen. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 71,6 Prozent abgelehnt."
85,64.2,64.2,35.8,"Dänikon ZH","Dänikon hat mit 55,8 Prozent Nein gesagt zur Wohnschutzinitiative. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen fand eine Ja-Mehrheit von 64,2 Prozent."
86,57.6,57.6,42.4,"Dielsdorf ZH","62,7 Prozent der Abstimmenden in Dielsdorf haben sich gegen die Wohnschutzinitiative ausgesprochen. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen erhielt eine Zustimmung von 57,6 Prozent."
87,39.3,39.3,60.7,"Hüttikon ZH","Sowohl die Wohnschutzinitiative (90,1 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (60,7 Prozent Nein) sind in Hüttikon durchgefallen."
88,63.6,63.6,36.4,"Neerach ZH","54,1 Prozent der Abstimmenden in Neerach haben sich gegen die Wohnschutzinitiative ausgesprochen. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen erhielt eine Zustimmung von 63,6 Prozent."
89,51.3,51.3,48.7,"Niederglatt ZH","Niederglatt hat die Wohnschutzinitiative mit 85,8 Prozent und den Gegenvorschlag von Kantons- und Regierungsrats mit 51,3 Prozent angenommen.Bei der Stichfrage haben sich die Stimmberechtigten mit 64,1 Prozent für die Initiative ausgesprochen."
90,51.5,51.5,48.5,"Niederhasli ZH","Die Wohnschutzinitiative ist in Niederhasli mit 73,6 Prozent der Stimmen angenommen worden. Aber auch der Gegenvorschlag von Kantons- und Regierungsrat überzeugte einen Mehrheit von 51,5 Prozent. Bei der Stichfrage haben sich die Stimmberechtigten mit 99,9 Prozent für die Initiative ausgesprochen."
91,65.9,65.9,34.1,"Niederweningen ZH","Niederweningen hat mit 74,2 Prozent Nein gesagt zur Wohnschutzinitiative. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen fand eine Ja-Mehrheit von 65,9 Prozent."
92,87.7,87.7,12.3,"Oberglatt ZH","Oberglatt hat sich mit 79,6 Prozent gegen die Wohnschutzinitiative ausgesprochen. Der Gegenvorschlag des Kantons- und Regierungsrates hingegen wurde mit 87,7 Prozent angenommen."
93,82.7,82.7,17.3,"Oberweningen ZH","Oberweningen hat mit 59,3 Prozent Nein gesagt zur Wohnschutzinitiative. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen fand eine Ja-Mehrheit von 82,7 Prozent."
94,24.7,24.7,75.3,"Otelfingen ZH","Die Gemeinde Otelfingen hat die Wohnschutzinitiative mit 51,5 Prozent angenommen. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 75,3 Prozent abgelehnt."
95,39.3,39.3,60.7,"Regensberg ZH","Regensberg hat mit 93,8 Prozent Ja gesagt zur Wohnschutzinitiative. Den Gegenvorschlag von Kantons- und Regierungsrat lehnte eine Mehrheit von 60,7 Prozent ab."
96,56.9,56.9,43.1,"Regensdorf ZH","69,9 Prozent der Abstimmenden in Regensdorf haben sich gegen die Wohnschutzinitiative ausgesprochen. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen erhielt eine Zustimmung von 56,9 Prozent."
97,59.5,59.5,40.5,"Rümlang ZH","Rümlang hat mit 79,1 Prozent Nein gesagt zur Wohnschutzinitiative. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen fand eine Ja-Mehrheit von 59,5 Prozent."
98,24.7,24.7,75.3,"Schleinikon ZH","Sowohl die Wohnschutzinitiative (62,7 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (75,3 Prozent Nein) sind in Schleinikon durchgefallen."
99,56.8,56.8,43.2,"Schöfflisdorf ZH","Schöfflisdorf hat mit 86,3 Prozent Nein gesagt zur Wohnschutzinitiative. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen fand eine Ja-Mehrheit von 56,8 Prozent."
100,70.8,70.8,29.2,"Stadel ZH","Die Wohnschutzinitiative ist in Stadel mit 95,5 Prozent der Stimmen angenommen worden. Aber auch der Gegenvorschlag von Kantons- und Regierungsrat überzeugte einen Mehrheit von 70,8 Prozent. Bei der Stichfrage bevorzugten 60,6 Prozent den Gegenvorschlag."
101,68.7,68.7,31.3,"Steinmaur ZH","Steinmaur hat die Wohnschutzinitiative mit 73,9 Prozent und den Gegenvorschlag von Kantons- und Regierungsrats mit 68,7 Prozent angenommen.Bei der Stichfrage haben sich die Stimmberechtigten mit 81,6 Prozent für die Initiative ausgesprochen."
102,48.2,48.2,51.8,"Weiach ZH","Weder die Wohnschutzinitiative (80,8 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (51,8 Prozent Nein) haben in Weiach eine Mehrheit gefunden."
111,70.9,70.9,29.1,"Bäretswil ZH","Die Wohnschutzinitiative ist in Bäretswil mit 57 Prozent der Stimmen angenommen worden. Aber auch der Gegenvorschlag von Kantons- und Regierungsrat überzeugte einen Mehrheit von 70,9 Prozent. Bei der Stichfrage haben sich die Stimmberechtigten mit 64,3 Prozent für die Initiative ausgesprochen."
112,44.5,44.5,55.5,"Bubikon ZH","Sowohl die Wohnschutzinitiative (63,9 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (55,5 Prozent Nein) sind in Bubikon durchgefallen."
113,62.3,62.3,37.7,"Dürnten ZH","Dürnten hat mit 60,9 Prozent Nein gesagt zur Wohnschutzinitiative. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen fand eine Ja-Mehrheit von 62,3 Prozent."
114,10.2,10.2,89.8,"Fischenthal ZH","Die Gemeinde Fischenthal hat die Wohnschutzinitiative mit 79,3 Prozent angenommen. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 89,8 Prozent abgelehnt."
115,68.3,68.3,31.7,"Gossau ZH","56 Prozent der Abstimmenden in Gossau ZH haben sich gegen die Wohnschutzinitiative ausgesprochen. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen erhielt eine Zustimmung von 68,3 Prozent."
116,2.6,2.6,97.4,"Grüningen ZH","Grüningen hat mit 65,1 Prozent Ja gesagt zur Wohnschutzinitiative. Den Gegenvorschlag von Kantons- und Regierungsrat lehnte eine Mehrheit von 97,4 Prozent ab."
117,74.5,74.5,25.5,"Hinwil ZH","53,3 Prozent der Stimmbürgerinnen und Stimmbürger von Hinwil haben sich für die Wohnschutzinitiative und 74,5 Prozent für den Gegenvorschlag von Kantons- und Regierungsrat ausgesprochen. Bei der Stichfrage gaben 89,5 Prozent der Initiative den Vorrang."
118,34.9,34.9,65.1,"Rüti ZH","Rüti ZH hat mit 53 Prozent Ja gesagt zur Wohnschutzinitiative. Den Gegenvorschlag von Kantons- und Regierungsrat lehnte eine Mehrheit von 65,1 Prozent ab."
119,7.4,7.4,92.6,"Seegräben ZH","Seegräben hat mit 67,4 Prozent Ja gesagt zur Wohnschutzinitiative. Den Gegenvorschlag von Kantons- und Regierungsrat lehnte eine Mehrheit von 92,6 Prozent ab."
120,49.1,49.1,50.9,"Wald ZH","Die Wohnschutzinitiative ist in Wald ZH mit 99,4 Prozent der Stimmen angenommen worden. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 50,9 Prozent abgelehnt."
121,29.3,29.3,70.7,"Wetzikon ZH","Wetzikon ZH hat mit 68,2 Prozent Ja gesagt zur Wohnschutzinitiative. Den Gegenvorschlag von Kantons- und Regierungsrat lehnte eine Mehrheit von 70,7 Prozent ab."
131,33.8,33.8,66.2,"Adliswil ZH","Sowohl die Wohnschutzinitiative (88,1 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (66,2 Prozent Nein) sind in Adliswil durchgefallen."
135,40.7,40.7,59.3,"Kilchberg ZH","Die Wohnschutzinitiative ist in Kilchberg ZH mit 56,4 Prozent der Stimmen angenommen worden. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 59,3 Prozent abgelehnt."
136,41.9,41.9,58.1,"Langnau am Albis ZH","Die Wohnschutzinitiative ist in Langnau am Albis mit 65,9 Prozent der Stimmen angenommen worden. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 58,1 Prozent abgelehnt."
137,78.3,78.3,21.7,"Oberrieden ZH","51,1 Prozent der Abstimmenden in Oberrieden haben sich gegen die Wohnschutzinitiative ausgesprochen. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen erhielt eine Zustimmung von 78,3 Prozent."
138,86.3,86.3,13.7,"Richterswil ZH","Richterswil hat sich mit 65,7 Prozent gegen die Wohnschutzinitiative ausgesprochen. Der Gegenvorschlag des Kantons- und Regierungsrates hingegen wurde mit 86,3 Prozent angenommen."
139,46.7,46.7,53.3,"Rüschlikon ZH","Die Gemeinde Rüschlikon hat die Wohnschutzinitiative mit 51,9 Prozent angenommen. Der Gegenvorschlag von Kantons- und Regierungsrat hingegen wurde mit 53,3 Prozent abgelehnt."
141,67.7,67.7,32.3,"Thalwil ZH","Thalwil hat sich mit 54 Prozent gegen die Wohnschutzinitiative ausgesprochen. Der Gegenvorschlag des Kantons- und Regierungsrates hingegen wurde mit 67,7 Prozent angenommen."
151,14.5,14.5,85.5,"Erlenbach ZH","Sowohl die Wohnschutzinitiative (83 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (85,5 Prozent Nein) sind in Erlenbach ZH durchgefallen."
152,18.2,18.2,81.8,"Herrliberg ZH","Herrliberg hat sowohl die Wohnschutzinitiative (81,6 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (81,8 Prozent Nein) abgelehnt."
153,46,46,54,"Hombrechtikon ZH","Hombrechtikon hat mit 67,2 Prozent Ja gesagt zur Wohnschutzinitiative. Den Gegenvorschlag von Kantons- und Regierungsrat lehnte eine Mehrheit von 54 Prozent ab."
154,67.9,67.9,32.1,"Küsnacht ZH","Die Wohnschutzinitiative ist in Küsnacht ZH mit 70,8 Prozent der Stimmen angenommen worden. Aber auch der Gegenvorschlag von Kantons- und Regierungsrat überzeugte einen Mehrheit von 67,9 Prozent. Bei der Stichfrage bevorzugten 72,9 Prozent den Gegenvorschlag."
155,44,44,56,"Männedorf ZH","Sowohl die Wohnschutzinitiative (72,1 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (56 Prozent Nein) sind in Männedorf durchgefallen."
156,54.8,54.8,45.2,"Meilen ZH","97,8 Prozent der Abstimmenden in Meilen haben sich gegen die Wohnschutzinitiative ausgesprochen. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen erhielt eine Zustimmung von 54,8 Prozent."
157,55.9,55.9,44.1,"Oetwil am See ZH","Oetwil am See hat mit 79,7 Prozent Nein gesagt zur Wohnschutzinitiative. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen fand eine Ja-Mehrheit von 55,9 Prozent."
158,56.5,56.5,43.5,"Stäfa ZH","Stäfa hat mit 60,3 Prozent Nein gesagt zur Wohnschutzinitiative. Der Gegenvorschlag des Regierungs- und Kantonsrates hingegen fand eine Ja-Mehrheit von 56,5 Prozent."
159,43.7,43.7,56.3,"Uetikon am See ZH","Weder die Wohnschutzinitiative (52,7 Prozent Nein) noch der Gegenvorschlag des Kantons- und Regierungsrats (56,3 Prozent Nein) haben in Uetikon am See eine Mehrheit gefunden."
160,29.2,29.2,70.8,"Zumikon ZH","Sowohl die Wohnschutzinitiative (62,7 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (70,8 Prozent Nein) sind in Zumikon durchgefallen."
161,58,58,42,"Zollikon ZH","Die Gemeinde Zollikon hat die Wohnschutzinitiative mit 50,4 Prozent und den Gegenvorschlag von Kantons- und Regierungsrat mit 58 Prozent angenommen. Bei der Stichfrage sprachen sich die Stimmberechtigten mit 78,5 Prozent für den Gegenvorschlag aus."
172,33,33,67,"Fehraltorf ZH","Fehraltorf hat sowohl die Wohnschutzinitiative (63,2 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (67 Prozent Nein) abgelehnt."
173,33.8,33.8,66.2,"Hittnau ZH","Hittnau hat mit 51,6 Prozent Ja gesagt zur Wohnschutzinitiative. Den Gegenvorschlag von Kantons- und Regierungsrat lehnte eine Mehrheit von 66,2 Prozent ab."
176,65.5,65.5,34.5,"Lindau ZH","Die Wohnschutzinitiative ist in Lindau mit 95 Prozent der Stimmen angenommen worden. Aber auch der Gegenvorschlag von Kantons- und Regierungsrat überzeugte einen Mehrheit von 65,5 Prozent. Bei der Stichfrage haben sich die Stimmberechtigten mit 60,7 Prozent für die Initiative ausgesprochen."
177,7,7,93,"Pfäffikon ZH","Pfäffikon hat sowohl die Wohnschutzinitiative (75 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (93 Prozent Nein) abgelehnt."
