"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
114,45,45,55,"Fischenthal (ZH)","NA NA"
115,45.8,45.8,54.2,"Gossau (ZH)","NA NA"
116,38.1,38.1,61.9,"Grüningen (ZH)","NA NA"
117,54,54,46,"Hinwil (ZH)","NA NA"
118,48.8,48.8,51.2,"Rüti (ZH)","NA NA"
119,32.9,32.9,67.1,"Seegräben (ZH)","NA NA"
120,25.7,25.7,74.3,"Wald (ZH)","NA NA"
121,51.7,51.7,48.3,"Wetzikon (ZH)","NA NA"
131,32.7,32.7,67.3,"Adliswil (ZH)","NA NA"
135,56.4,56.4,43.6,"Kilchberg (ZH)","NA NA"
136,84.3,84.3,15.7,"Langnau am Albis (ZH)","NA NA"
137,46.8,46.8,53.2,"Oberrieden (ZH)","NA NA"
138,35,35,65,"Richterswil (ZH)","NA NA"
139,26.3,26.3,73.7,"Rüschlikon (ZH)","NA NA"
141,31.8,31.8,68.2,"Thalwil (ZH)","NA NA"
151,94.9,94.9,5.1,"Erlenbach (ZH)","NA NA"
152,85.4,85.4,14.6,"Herrliberg (ZH)","NA NA"
153,40.2,40.2,59.8,"Hombrechtikon (ZH)","NA NA"
154,2.6,2.6,97.4,"Küsnacht (ZH)","NA NA"
155,10.4,10.4,89.6,"Männedorf (ZH)","NA NA"
156,52.9,52.9,47.1,"Meilen (ZH)","NA NA"
157,66.9,66.9,33.1,"Oetwil am See (ZH)","NA NA"
158,97,97,3,"Stäfa (ZH)","NA NA"
159,79.6,79.6,20.4,"Uetikon am See (ZH)","NA NA"
160,3.3,3.3,96.7,"Zumikon (ZH)","NA NA"
161,38.9,38.9,61.1,"Zollikon (ZH)","NA NA"
172,31,31,69,"Fehraltorf (ZH)","NA NA"
173,7,7,93,"Hittnau (ZH)","NA NA"
176,52.3,52.3,47.7,"Lindau (ZH)","NA NA"
177,74.3,74.3,25.7,"Pfäffikon (ZH)","NA NA"
178,66.6,66.6,33.4,"Russikon (ZH)","NA NA"
180,29.8,29.8,70.2,"Weisslingen (ZH)","NA NA"
181,42.7,42.7,57.3,"Wila (ZH)","NA NA"
182,43.9,43.9,56.1,"Wildberg (ZH)","NA NA"
191,57.4,57.4,42.6,"Dübendorf (ZH)","NA NA"
192,27.3,27.3,72.7,"Egg (ZH)","NA NA"
193,92.2,92.2,7.8,"Fällanden (ZH)","NA NA"
194,66.9,66.9,33.1,"Greifensee (ZH)","NA NA"
195,53.6,53.6,46.4,"Maur (ZH)","NA NA"
196,76.6,76.6,23.4,"Mönchaltorf (ZH)","NA NA"
197,47.9,47.9,52.1,"Schwerzenbach (ZH)","NA NA"
198,14.4,14.4,85.6,"Uster (ZH)","NA NA"
199,67.4,67.4,32.6,"Volketswil (ZH)","NA NA"
200,50,50,50,"Wangen-Brüttisellen (ZH)","NA NA"
211,38.7,38.7,61.3,"Altikon (ZH)","NA NA"
213,53,53,47,"Brütten (ZH)","NA NA"
214,99.6,99.6,0.4,"Dägerlen (ZH)","NA NA"
215,65,65,35,"Dättlikon (ZH)","NA NA"
216,93,93,7,"Dinhard (ZH)","NA NA"
218,68.9,68.9,31.1,"Ellikon an der Thur (ZH)","NA NA"
219,70.7,70.7,29.3,"Elsau (ZH)","NA NA"
220,30.6,30.6,69.4,"Hagenbuch (ZH)","NA NA"
221,41.3,41.3,58.7,"Hettlingen (ZH)","NA NA"
223,66.6,66.6,33.4,"Neftenbach (ZH)","NA NA"
224,29.6,29.6,70.4,"Pfungen (ZH)","NA NA"
225,58.8,58.8,41.2,"Rickenbach (ZH)","NA NA"
226,28.8,28.8,71.2,"Schlatt (ZH)","NA NA"
227,57,57,43,"Seuzach (ZH)","NA NA"
228,98.6,98.6,1.4,"Turbenthal (ZH)","NA NA"
230,36.5,36.5,63.5,"Winterthour (ZH)","NA NA"
231,56.4,56.4,43.6,"Zell (ZH)","NA NA"
241,41.5,41.5,58.5,"Aesch (ZH)","NA NA"
242,27.2,27.2,72.8,"Birmensdorf (ZH)","NA NA"
243,39.4,39.4,60.6,"Dietikon (ZH)","NA NA"
244,63.4,63.4,36.6,"Geroldswil (ZH)","NA NA"
245,49.4,49.4,50.6,"Oberengstringen (ZH)","NA NA"
246,30.1,30.1,69.9,"Oetwil an der Limmat (ZH)","NA NA"
247,53.8,53.8,46.2,"Schlieren (ZH)","NA NA"
248,54.6,54.6,45.4,"Uitikon (ZH)","NA NA"
249,92.4,92.4,7.6,"Unterengstringen (ZH)","NA NA"
250,60.6,60.6,39.4,"Urdorf (ZH)","NA NA"
251,33.3,33.3,66.7,"Weiningen (ZH)","NA NA"
261,55.5,55.5,44.5,"Zurich (ZH)","NA NA"
291,59.3,59.3,40.7,"Andelfingen (ZH)","NA NA"
292,94.9,94.9,5.1,"Stammheim (ZH)","NA NA"
293,48.2,48.2,51.8,"Wädenswil (ZH)","NA NA"
294,39,39,61,"Elgg (ZH)","NA NA"
295,35.4,35.4,64.6,"Horgen (ZH)","NA NA"
296,27.5,27.5,72.5,"Illnau-Effretikon (ZH)","NA NA"
297,62.4,62.4,37.6,"Bauma (ZH)","NA NA"
298,48.2,48.2,51.8,"Wiesendangen (ZH)","NA NA"
