"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
2063,66.1,66.1,33.9,"Billens-Hennens FR","In Billens-Hennens wird das Zivildienstgesetz mit 66,1 Prozent angenommen. Übereinstimmend mit dem Kanton Freiburg stimmt Billens-Hennens dem Zivildienstgesetz zu."
2067,50.3,50.3,49.7,"Le Châtelard FR","Das Zivildienstgesetz erreicht in Le Châtelard 50,3 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Freiburg stimmt Le Châtelard dem Zivildienstgesetz zu."
2068,64.5,64.5,35.5,"Châtonnaye FR","Das Zivildienstgesetz erreicht in Châtonnaye 64,5 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Freiburg stimmt Châtonnaye dem Zivildienstgesetz zu."
2079,66.4,66.4,33.6,"Grangettes FR","In Grangettes ist das Zivildienstgesetz mit 66,4 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Freiburg stimmt Grangettes dem Zivildienstgesetz zu."
2086,71.9,71.9,28.1,"Massonnens FR","In Massonnens ist das Zivildienstgesetz mit 71,9 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Freiburg stimmt Massonnens dem Zivildienstgesetz zu."
2087,76.2,76.2,23.8,"Mézières FR","Das Zivildienstgesetz erreicht in Mézières FR 76,2 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Freiburg stimmt Mézières FR dem Zivildienstgesetz zu."
2096,58.4,58.4,41.6,"Romont FR","In Romont FR wird das Zivildienstgesetz mit 58,4 Prozent angenommen. Übereinstimmend mit dem Kanton Freiburg stimmt Romont FR dem Zivildienstgesetz zu."
2097,9.5,9.5,90.5,"Rue FR","In Rue wird das Zivildienstgesetz mit 90,5 Prozent abgelehnt. Rue lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2099,13.6,13.6,86.4,"Siviriez FR","In Siviriez hat das Zivildienstgesetz keine Mehrheit gefunden: 86,4 Prozent lehnen die Vorlage ab. Siviriez lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2102,8.1,8.1,91.9,"Ursy FR","Ursy hat das Zivildienstgesetz mit 91,9 Prozent Nein-Stimmen verworfen. Ursy lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2113,47.8,47.8,52.2,"Vuisternens-devant-Romont FR","In Vuisternens-devant-Romont wird das Zivildienstgesetz mit 52,2 Prozent abgelehnt. Vuisternens-devant-Romont lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2114,52,52,48,"Villorsonnens FR","In Villorsonnens ist das Zivildienstgesetz mit 52 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Freiburg stimmt Villorsonnens dem Zivildienstgesetz zu."
2115,56,56,44,"Torny FR","In Torny wird das Zivildienstgesetz mit 56 Prozent angenommen. Übereinstimmend mit dem Kanton Freiburg stimmt Torny dem Zivildienstgesetz zu."
2117,89.9,89.9,10.1,"Villaz FR","In Villaz ist das Zivildienstgesetz mit 89,9 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Freiburg stimmt Villaz dem Zivildienstgesetz zu."
2121,84.6,84.6,15.4,"Haut-Intyamon FR","In Haut-Intyamon wird das Zivildienstgesetz mit 84,6 Prozent angenommen. Übereinstimmend mit dem Kanton Freiburg stimmt Haut-Intyamon dem Zivildienstgesetz zu."
2122,70.5,70.5,29.5,"Pont-en-Ogoz FR","Die Vorlage das Zivildienstgesetz ist in Pont-en-Ogoz mit 70,5 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Freiburg stimmt Pont-en-Ogoz dem Zivildienstgesetz zu."
2123,47.4,47.4,52.6,"Botterens FR","Nein zum Zivildienstgesetz in Botterens: 52,6 Prozent. Botterens lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2124,68.5,68.5,31.5,"Broc FR","Die Vorlage das Zivildienstgesetz ist in Broc mit 68,5 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Freiburg stimmt Broc dem Zivildienstgesetz zu."
2125,73.6,73.6,26.4,"Bulle FR","In Bulle ist das Zivildienstgesetz mit 73,6 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Freiburg stimmt Bulle dem Zivildienstgesetz zu."
2128,62.2,62.2,37.8,"Châtel-sur-Montsalvens FR","Das Zivildienstgesetz erreicht in Châtel-sur-Montsalvens 62,2 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Freiburg stimmt Châtel-sur-Montsalvens dem Zivildienstgesetz zu."
2129,66.4,66.4,33.6,"Corbières FR","Das Zivildienstgesetz erreicht in Corbières 66,4 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Freiburg stimmt Corbières dem Zivildienstgesetz zu."
2130,17.1,17.1,82.9,"Crésuz FR","Crésuz hat das Zivildienstgesetz mit 82,9 Prozent Nein-Stimmen verworfen. Crésuz lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2131,68.1,68.1,31.9,"Echarlens FR","In Echarlens wird das Zivildienstgesetz mit 68,1 Prozent angenommen. Übereinstimmend mit dem Kanton Freiburg stimmt Echarlens dem Zivildienstgesetz zu."
2134,38.3,38.3,61.7,"Grandvillard FR","In Grandvillard hat das Zivildienstgesetz keine Mehrheit gefunden: 61,7 Prozent lehnen die Vorlage ab. Grandvillard lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2135,48.4,48.4,51.6,"Greyerz FR","51,6 Prozent der Stimmbürgerinnen und Stimmbürger von Greyerz haben das Zivildienstgesetz abgelehnt. Greyerz lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2137,12.4,12.4,87.6,"Hauteville FR","Hauteville hat das Zivildienstgesetz mit 87,6 Prozent Nein-Stimmen verworfen. Hauteville lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2138,38.6,38.6,61.4,"Jaun FR","Nein zum Zivildienstgesetz in Jaun: 61,4 Prozent. Jaun lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2140,52.3,52.3,47.7,"Marsens FR","Das Zivildienstgesetz erreicht in Marsens 52,3 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Freiburg stimmt Marsens dem Zivildienstgesetz zu."
2143,66.3,66.3,33.7,"Morlon FR","In Morlon wird das Zivildienstgesetz mit 66,3 Prozent angenommen. Übereinstimmend mit dem Kanton Freiburg stimmt Morlon dem Zivildienstgesetz zu."
2145,7.8,7.8,92.2,"Le Pâquier FR","Le Pâquier FR hat das Zivildienstgesetz mit 92,2 Prozent Nein-Stimmen verworfen. Le Pâquier FR lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2147,54.4,54.4,45.6,"Pont-la-Ville FR","In Pont-la-Ville wird das Zivildienstgesetz mit 54,4 Prozent angenommen. Übereinstimmend mit dem Kanton Freiburg stimmt Pont-la-Ville dem Zivildienstgesetz zu."
2148,75.5,75.5,24.5,"Riaz FR","Das Zivildienstgesetz erreicht in Riaz 75,5 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Freiburg stimmt Riaz dem Zivildienstgesetz zu."
2149,29.8,29.8,70.2,"La Roche FR","70,2 Prozent der Stimmbürgerinnen und Stimmbürger von La Roche haben das Zivildienstgesetz abgelehnt. La Roche lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2152,87.3,87.3,12.7,"Sâles FR","In Sâles wird das Zivildienstgesetz mit 87,3 Prozent angenommen. Übereinstimmend mit dem Kanton Freiburg stimmt Sâles dem Zivildienstgesetz zu."
2153,94.8,94.8,5.2,"Sorens FR","In Sorens ist das Zivildienstgesetz mit 94,8 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Freiburg stimmt Sorens dem Zivildienstgesetz zu."
2155,8,8,92,"Vaulruz FR","Vaulruz hat das Zivildienstgesetz mit 92 Prozent Nein-Stimmen verworfen. Vaulruz lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2160,16,16,84,"Vuadens FR","Nein zum Zivildienstgesetz in Vuadens: 84 Prozent. Vuadens lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2162,35.1,35.1,64.9,"Bas-Intyamon FR","64,9 Prozent der Stimmbürgerinnen und Stimmbürger von Bas-Intyamon haben das Zivildienstgesetz abgelehnt. Bas-Intyamon lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2163,56.5,56.5,43.5,"Val-de-Charmey FR","In Val-de-Charmey wird das Zivildienstgesetz mit 56,5 Prozent angenommen. Übereinstimmend mit dem Kanton Freiburg stimmt Val-de-Charmey dem Zivildienstgesetz zu."
2173,26.2,26.2,73.8,"Autigny FR","Nein zum Zivildienstgesetz in Autigny: 73,8 Prozent. Autigny lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2174,76.7,76.7,23.3,"Avry FR","Das Zivildienstgesetz erreicht in Avry 76,7 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Freiburg stimmt Avry dem Zivildienstgesetz zu."
2175,93.3,93.3,6.7,"Belfaux FR","In Belfaux wird das Zivildienstgesetz mit 93,3 Prozent angenommen. Übereinstimmend mit dem Kanton Freiburg stimmt Belfaux dem Zivildienstgesetz zu."
2177,53.2,53.2,46.8,"Chénens FR","Das Zivildienstgesetz erreicht in Chénens 53,2 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Freiburg stimmt Chénens dem Zivildienstgesetz zu."
2183,9.6,9.6,90.4,"Corminboeuf FR","Corminboeuf hat das Zivildienstgesetz mit 90,4 Prozent Nein-Stimmen verworfen. Corminboeuf lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2186,62.5,62.5,37.5,"Cottens FR","Die Vorlage das Zivildienstgesetz ist in Cottens FR mit 62,5 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Freiburg stimmt Cottens FR dem Zivildienstgesetz zu."
2194,46.3,46.3,53.7,"Ferpicloz FR","In Ferpicloz hat das Zivildienstgesetz keine Mehrheit gefunden: 53,7 Prozent lehnen die Vorlage ab. Ferpicloz lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2196,23.8,23.8,76.2,"Freiburg FR","Freiburg hat das Zivildienstgesetz mit 76,2 Prozent Nein-Stimmen verworfen. Freiburg lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2197,71.9,71.9,28.1,"Givisiez FR","Das Zivildienstgesetz erreicht in Givisiez 71,9 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Freiburg stimmt Givisiez dem Zivildienstgesetz zu."
2198,6.3,6.3,93.7,"Granges-Paccot FR","Nein zum Zivildienstgesetz in Granges-Paccot: 93,7 Prozent. Granges-Paccot lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2206,97.4,97.4,2.6,"Marly FR","In Marly wird das Zivildienstgesetz mit 97,4 Prozent angenommen. Übereinstimmend mit dem Kanton Freiburg stimmt Marly dem Zivildienstgesetz zu."
2208,19.9,19.9,80.1,"Matran FR","Nein zum Zivildienstgesetz in Matran: 80,1 Prozent. Matran lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2211,61,61,39,"Neyruz FR","In Neyruz FR ist das Zivildienstgesetz mit 61 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Freiburg stimmt Neyruz FR dem Zivildienstgesetz zu."
2216,15.3,15.3,84.7,"Pierrafortscha FR","Pierrafortscha hat das Zivildienstgesetz mit 84,7 Prozent Nein-Stimmen verworfen. Pierrafortscha lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2220,65.6,65.6,34.4,"Le Mouret FR","In Le Mouret wird das Zivildienstgesetz mit 65,6 Prozent angenommen. Übereinstimmend mit dem Kanton Freiburg stimmt Le Mouret dem Zivildienstgesetz zu."
2226,26.1,26.1,73.9,"Treyvaux FR","Treyvaux hat das Zivildienstgesetz mit 73,9 Prozent Nein-Stimmen verworfen. Treyvaux lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2228,68.5,68.5,31.5,"Villars-sur-Glâne FR","In Villars-sur-Glâne wird das Zivildienstgesetz mit 68,5 Prozent angenommen. Übereinstimmend mit dem Kanton Freiburg stimmt Villars-sur-Glâne dem Zivildienstgesetz zu."
2230,46.9,46.9,53.1,"Villarsel-sur-Marly FR","53,1 Prozent der Stimmbürgerinnen und Stimmbürger von Villarsel-sur-Marly haben das Zivildienstgesetz abgelehnt. Villarsel-sur-Marly lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2233,44.9,44.9,55.1,"Hauterive FR","Hauterive FR hat das Zivildienstgesetz mit 55,1 Prozent Nein-Stimmen verworfen. Hauterive FR lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2234,53.5,53.5,46.5,"La Brillaz FR","Die Vorlage das Zivildienstgesetz ist in La Brillaz mit 53,5 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Freiburg stimmt La Brillaz dem Zivildienstgesetz zu."
2235,0.1,0.1,99.9,"La Sonnaz FR","Nirgendwo in der Schweiz ist der Nein-Anteil zum Zivildienstgesetz höher als in La Sonnaz, 99,9 Prozent lehnen ab. La Sonnaz verzeichnet im Kanton Freiburg den höchsten Nein-Anteil zum Zivildienstgesetz."
2236,16.9,16.9,83.1,"Gibloux FR","In Gibloux hat das Zivildienstgesetz keine Mehrheit gefunden: 83,1 Prozent lehnen die Vorlage ab. Gibloux lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2237,26.8,26.8,73.2,"Prez FR","73,2 Prozent der Stimmbürgerinnen und Stimmbürger von Prez haben das Zivildienstgesetz abgelehnt. Prez lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2238,47.1,47.1,52.9,"Bois-d'Amont FR","Bois-d'Amont hat das Zivildienstgesetz mit 52,9 Prozent Nein-Stimmen verworfen. Bois-d'Amont lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2239,57.8,57.8,42.2,"Grolley-Ponthaux FR","Das Zivildienstgesetz erreicht in Grolley-Ponthaux 57,8 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Freiburg stimmt Grolley-Ponthaux dem Zivildienstgesetz zu."
2250,90.4,90.4,9.6,"Gurwolf FR","In Gurwolf ist das Zivildienstgesetz mit 90,4 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Freiburg stimmt Gurwolf dem Zivildienstgesetz zu."
2254,50.4,50.4,49.6,"Courtepin FR","Das Zivildienstgesetz erreicht in Courtepin 50,4 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Freiburg stimmt Courtepin dem Zivildienstgesetz zu."
2257,47.2,47.2,52.8,"Cressier FR","Cressier FR hat das Zivildienstgesetz mit 52,8 Prozent Nein-Stimmen verworfen. Cressier FR lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2258,45.7,45.7,54.3,"Fräschels FR","Nein zum Zivildienstgesetz in Fräschels: 54,3 Prozent. Fräschels lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2261,53.6,53.6,46.4,"Greng FR","Das Zivildienstgesetz erreicht in Greng 53,6 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Freiburg stimmt Greng dem Zivildienstgesetz zu."
2262,94,94,6,"Gurmels FR","Das Zivildienstgesetz erreicht in Gurmels 94 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Freiburg stimmt Gurmels dem Zivildienstgesetz zu."
2265,67.8,67.8,32.2,"Kerzers FR","In Kerzers wird das Zivildienstgesetz mit 67,8 Prozent angenommen. Übereinstimmend mit dem Kanton Freiburg stimmt Kerzers dem Zivildienstgesetz zu."
2266,25.2,25.2,74.8,"Kleinbösingen FR","Nein zum Zivildienstgesetz in Kleinbösingen: 74,8 Prozent. Kleinbösingen lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2271,41.5,41.5,58.5,"Merlach FR","Merlach hat das Zivildienstgesetz mit 58,5 Prozent Nein-Stimmen verworfen. Merlach lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2272,91.7,91.7,8.3,"Misery-Courtion FR","In Misery-Courtion wird das Zivildienstgesetz mit 91,7 Prozent angenommen. Übereinstimmend mit dem Kanton Freiburg stimmt Misery-Courtion dem Zivildienstgesetz zu."
2274,97.7,97.7,2.3,"Muntelier FR","Das Zivildienstgesetz erreicht in Muntelier 97,7 Prozent Ja-Stimmen. Höchster Ja-Anteil zum Zivildienstgesetz im Kanton Freiburg: Muntelier."
2275,44.5,44.5,55.5,"Murten FR","Nein zum Zivildienstgesetz in Murten: 55,5 Prozent. Murten lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2276,28.3,28.3,71.7,"Ried bei Kerzers FR","Nein zum Zivildienstgesetz in Ried bei Kerzers: 71,7 Prozent. Ried bei Kerzers lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2284,23.5,23.5,76.5,"Mont-Vully FR","Nein zum Zivildienstgesetz in Mont-Vully: 76,5 Prozent. Mont-Vully lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2292,54.5,54.5,45.5,"Brünisried FR","In Brünisried wird das Zivildienstgesetz mit 54,5 Prozent angenommen. Übereinstimmend mit dem Kanton Freiburg stimmt Brünisried dem Zivildienstgesetz zu."
2293,7.5,7.5,92.5,"Düdingen FR","In Düdingen hat das Zivildienstgesetz keine Mehrheit gefunden: 92,5 Prozent lehnen die Vorlage ab. Düdingen lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2294,40.9,40.9,59.1,"Giffers FR","59,1 Prozent der Stimmbürgerinnen und Stimmbürger von Giffers haben das Zivildienstgesetz abgelehnt. Giffers lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2295,36.6,36.6,63.4,"Bösingen FR","Bösingen hat das Zivildienstgesetz mit 63,4 Prozent Nein-Stimmen verworfen. Bösingen lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2296,57.8,57.8,42.2,"Heitenried FR","In Heitenried wird das Zivildienstgesetz mit 57,8 Prozent angenommen. Übereinstimmend mit dem Kanton Freiburg stimmt Heitenried dem Zivildienstgesetz zu."
2299,50.1,50.1,49.9,"Plaffeien FR","Das Zivildienstgesetz erreicht in Plaffeien 50,1 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Freiburg stimmt Plaffeien dem Zivildienstgesetz zu."
2300,48.5,48.5,51.5,"Plasselb FR","Plasselb hat das Zivildienstgesetz mit 51,5 Prozent Nein-Stimmen verworfen. Plasselb lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2301,97.1,97.1,2.9,"Rechthalten FR","Das Zivildienstgesetz erreicht in Rechthalten 97,1 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Freiburg stimmt Rechthalten dem Zivildienstgesetz zu."
2303,87.4,87.4,12.6,"St. Silvester FR","In St. Silvester wird das Zivildienstgesetz mit 87,4 Prozent angenommen. Übereinstimmend mit dem Kanton Freiburg stimmt St. Silvester dem Zivildienstgesetz zu."
2304,64.4,64.4,35.6,"St. Ursen FR","Das Zivildienstgesetz erreicht in St. Ursen 64,4 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Freiburg stimmt St. Ursen dem Zivildienstgesetz zu."
2305,70.7,70.7,29.3,"Schmitten FR","Die Vorlage das Zivildienstgesetz ist in Schmitten FR mit 70,7 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Freiburg stimmt Schmitten FR dem Zivildienstgesetz zu."
2306,58.5,58.5,41.5,"Tafers FR","Das Zivildienstgesetz erreicht in Tafers 58,5 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Freiburg stimmt Tafers dem Zivildienstgesetz zu."
2307,54.5,54.5,45.5,"Tentlingen FR","Die Vorlage das Zivildienstgesetz ist in Tentlingen mit 54,5 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Freiburg stimmt Tentlingen dem Zivildienstgesetz zu."
2308,60.7,60.7,39.3,"Ueberstorf FR","In Ueberstorf wird das Zivildienstgesetz mit 60,7 Prozent angenommen. Übereinstimmend mit dem Kanton Freiburg stimmt Ueberstorf dem Zivildienstgesetz zu."
2309,38,38,62,"Wünnewil-Flamatt FR","In Wünnewil-Flamatt hat das Zivildienstgesetz keine Mehrheit gefunden: 62 Prozent lehnen die Vorlage ab. Wünnewil-Flamatt lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2321,80.3,80.3,19.7,"Attalens FR","Das Zivildienstgesetz erreicht in Attalens 80,3 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Freiburg stimmt Attalens dem Zivildienstgesetz zu."
2323,15,15,85,"Bossonnens FR","In Bossonnens wird das Zivildienstgesetz mit 85 Prozent abgelehnt. Bossonnens lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2325,54.5,54.5,45.5,"Châtel-Saint-Denis FR","Das Zivildienstgesetz erreicht in Châtel-Saint-Denis 54,5 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Freiburg stimmt Châtel-Saint-Denis dem Zivildienstgesetz zu."
2328,43.9,43.9,56.1,"Granges (Veveyse) FR","Nein zum Zivildienstgesetz in Granges (Veveyse): 56,1 Prozent. Granges (Veveyse) lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2333,47.3,47.3,52.7,"Remaufens FR","52,7 Prozent der Stimmbürgerinnen und Stimmbürger von Remaufens haben das Zivildienstgesetz abgelehnt. Remaufens lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2335,23.3,23.3,76.7,"Saint-Martin FR","In Saint-Martin FR hat das Zivildienstgesetz keine Mehrheit gefunden: 76,7 Prozent lehnen die Vorlage ab. Saint-Martin FR lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2336,63.2,63.2,36.8,"Semsales FR","In Semsales ist das Zivildienstgesetz mit 63,2 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Freiburg stimmt Semsales dem Zivildienstgesetz zu."
2337,46.7,46.7,53.3,"Le Flon FR","Le Flon hat das Zivildienstgesetz mit 53,3 Prozent Nein-Stimmen verworfen. Le Flon lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
2338,22.8,22.8,77.2,"La Verrerie FR","La Verrerie hat das Zivildienstgesetz mit 77,2 Prozent Nein-Stimmen verworfen. La Verrerie lehnt das Zivildienstgesetz ab, der Kanton Freiburg nimmt sie an."
