"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
117,24.3,24.3,75.7,"Hinwil (ZH)",
118,83.7,83.7,16.3,"Rüti (ZH)",
119,52.1,52.1,47.9,"Seegräben (ZH)",
120,48.1,48.1,51.9,"Wald (ZH)",
121,71,71,29,"Wetzikon (ZH)",
131,92.9,92.9,7.1,"Adliswil (ZH)",
135,68.1,68.1,31.9,"Kilchberg (ZH)",
136,56.7,56.7,43.3,"Langnau am Albis (ZH)",
137,85,85,15,"Oberrieden (ZH)",
138,84.4,84.4,15.6,"Richterswil (ZH)",
139,54,54,46,"Rüschlikon (ZH)",
141,34.5,34.5,65.5,"Thalwil (ZH)",
151,43.1,43.1,56.9,"Erlenbach (ZH)",
152,37.8,37.8,62.2,"Herrliberg (ZH)",
153,44.6,44.6,55.4,"Hombrechtikon (ZH)",
154,34.9,34.9,65.1,"Küsnacht (ZH)",
155,70.9,70.9,29.1,"Männedorf (ZH)",
156,1.7,1.7,98.3,"Meilen (ZH)",
157,40.6,40.6,59.4,"Oetwil am See (ZH)",
158,11.3,11.3,88.7,"Stäfa (ZH)",
159,78.7,78.7,21.3,"Uetikon am See (ZH)",
160,46.8,46.8,53.2,"Zumikon (ZH)",
161,61.9,61.9,38.1,"Zollikon (ZH)",
172,13.6,13.6,86.4,"Fehraltorf (ZH)",
173,79.2,79.2,20.8,"Hittnau (ZH)",
176,73.1,73.1,26.9,"Lindau (ZH)",
177,56.6,56.6,43.4,"Pfäffikon (ZH)",
178,33.4,33.4,66.6,"Russikon (ZH)",
180,84.5,84.5,15.5,"Weisslingen (ZH)",
181,46.6,46.6,53.4,"Wila (ZH)",
182,32.5,32.5,67.5,"Wildberg (ZH)",
191,45.6,45.6,54.4,"Dübendorf (ZH)",
192,51.5,51.5,48.5,"Egg (ZH)",
193,93.2,93.2,6.8,"Fällanden (ZH)",
194,49.1,49.1,50.9,"Greifensee (ZH)",
195,89.2,89.2,10.8,"Maur (ZH)",
196,56.3,56.3,43.7,"Mönchaltorf (ZH)",
197,44,44,56,"Schwerzenbach (ZH)",
198,69.9,69.9,30.1,"Uster (ZH)",
199,46.2,46.2,53.8,"Volketswil (ZH)",
200,76.4,76.4,23.6,"Wangen-Brüttisellen (ZH)",
211,10.8,10.8,89.2,"Altikon (ZH)",
213,72.7,72.7,27.3,"Brütten (ZH)",
214,69.1,69.1,30.9,"Dägerlen (ZH)",
215,91.6,91.6,8.4,"Dättlikon (ZH)",
216,45.4,45.4,54.6,"Dinhard (ZH)",
218,46.1,46.1,53.9,"Ellikon an der Thur (ZH)",
219,24,24,76,"Elsau (ZH)",
220,45.3,45.3,54.7,"Hagenbuch (ZH)",
221,54.2,54.2,45.8,"Hettlingen (ZH)",
223,77.4,77.4,22.6,"Neftenbach (ZH)",
224,69.9,69.9,30.1,"Pfungen (ZH)",
225,33.5,33.5,66.5,"Rickenbach (ZH)",
226,55.2,55.2,44.8,"Schlatt (ZH)",
227,43.1,43.1,56.9,"Seuzach (ZH)",
228,76.3,76.3,23.7,"Turbenthal (ZH)",
230,94.3,94.3,5.7,"Winterthour (ZH)",
231,97,97,3,"Zell (ZH)",
241,25.1,25.1,74.9,"Aesch (ZH)",
242,71.1,71.1,28.9,"Birmensdorf (ZH)",
243,28.4,28.4,71.6,"Dietikon (ZH)",
244,21.8,21.8,78.2,"Geroldswil (ZH)",
245,92.3,92.3,7.7,"Oberengstringen (ZH)",
246,85.4,85.4,14.6,"Oetwil an der Limmat (ZH)",
247,25.3,25.3,74.7,"Schlieren (ZH)",
248,16.5,16.5,83.5,"Uitikon (ZH)",
249,46.2,46.2,53.8,"Unterengstringen (ZH)",
250,89,89,11,"Urdorf (ZH)",
251,52.9,52.9,47.1,"Weiningen (ZH)",
261,51.9,51.9,48.1,"Zurich (ZH)",
291,53.1,53.1,46.9,"Andelfingen (ZH)",
292,14.1,14.1,85.9,"Stammheim (ZH)",
293,10.9,10.9,89.1,"Wädenswil (ZH)",
294,57.3,57.3,42.7,"Elgg (ZH)",
295,11.9,11.9,88.1,"Horgen (ZH)",
296,94.7,94.7,5.3,"Illnau-Effretikon (ZH)",
297,99.3,99.3,0.7,"Bauma (ZH)",
298,34.8,34.8,65.2,"Wiesendangen (ZH)",
