"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
111,86.5,86.5,13.5,"Bäretswil (ZH)",
112,59,59,41,"Bubikon (ZH)",
113,69.8,69.8,30.2,"Dürnten (ZH)",
114,76.1,76.1,23.9,"Fischenthal (ZH)",
115,35.5,35.5,64.5,"Gossau (ZH)",
116,75.1,75.1,24.9,"Grüningen (ZH)",
117,6.8,6.8,93.2,"Hinwil (ZH)",
118,35.4,35.4,64.6,"Rüti (ZH)",
119,13.7,13.7,86.3,"Seegräben (ZH)",
120,40.6,40.6,59.4,"Wald (ZH)",
121,55.4,55.4,44.6,"Wetzikon (ZH)",
131,92.5,92.5,7.5,"Adliswil (ZH)",
135,29.8,29.8,70.2,"Kilchberg (ZH)",
136,7.2,7.2,92.8,"Langnau am Albis (ZH)",
137,98.6,98.6,1.4,"Oberrieden (ZH)",
138,95.3,95.3,4.7,"Richterswil (ZH)",
139,43.6,43.6,56.4,"Rüschlikon (ZH)",
141,13.4,13.4,86.6,"Thalwil (ZH)",
151,41,41,59,"Erlenbach (ZH)",
152,62.7,62.7,37.3,"Herrliberg (ZH)",
153,37.3,37.3,62.7,"Hombrechtikon (ZH)",
154,52.5,52.5,47.5,"Küsnacht (ZH)",
155,99.9,99.9,0.1,"Männedorf (ZH)",
156,52.3,52.3,47.7,"Meilen (ZH)",
157,43.2,43.2,56.8,"Oetwil am See (ZH)",
158,28.5,28.5,71.5,"Stäfa (ZH)",
159,46.5,46.5,53.5,"Uetikon am See (ZH)",
160,70.8,70.8,29.2,"Zumikon (ZH)",
161,19.4,19.4,80.6,"Zollikon (ZH)",
172,54.5,54.5,45.5,"Fehraltorf (ZH)",
173,45.2,45.2,54.8,"Hittnau (ZH)",
176,56.3,56.3,43.7,"Lindau (ZH)",
177,75,75,25,"Pfäffikon (ZH)",
178,21.7,21.7,78.3,"Russikon (ZH)",
180,67.5,67.5,32.5,"Weisslingen (ZH)",
181,49.7,49.7,50.3,"Wila (ZH)",
182,32.2,32.2,67.8,"Wildberg (ZH)",
191,68.2,68.2,31.8,"Dübendorf (ZH)",
192,99.5,99.5,0.5,"Egg (ZH)",
193,33.2,33.2,66.8,"Fällanden (ZH)",
194,60.2,60.2,39.8,"Greifensee (ZH)",
195,61.9,61.9,38.1,"Maur (ZH)",
196,22.1,22.1,77.9,"Mönchaltorf (ZH)",
197,39.9,39.9,60.1,"Schwerzenbach (ZH)",
198,46.8,46.8,53.2,"Uster (ZH)",
199,86.2,86.2,13.8,"Volketswil (ZH)",
200,59.9,59.9,40.1,"Wangen-Brüttisellen (ZH)",
211,41.8,41.8,58.2,"Altikon (ZH)",
213,56.8,56.8,43.2,"Brütten (ZH)",
214,23.7,23.7,76.3,"Dägerlen (ZH)",
215,59.2,59.2,40.8,"Dättlikon (ZH)",
216,64.1,64.1,35.9,"Dinhard (ZH)",
218,48.5,48.5,51.5,"Ellikon an der Thur (ZH)",
219,61,61,39,"Elsau (ZH)",
220,41.9,41.9,58.1,"Hagenbuch (ZH)",
221,13.6,13.6,86.4,"Hettlingen (ZH)",
223,67.2,67.2,32.8,"Neftenbach (ZH)",
224,53.9,53.9,46.1,"Pfungen (ZH)",
225,71.1,71.1,28.9,"Rickenbach (ZH)",
226,9.6,9.6,90.4,"Schlatt (ZH)",
227,57.2,57.2,42.8,"Seuzach (ZH)",
228,51,51,49,"Turbenthal (ZH)",
230,29.3,29.3,70.7,"Winterthour (ZH)",
231,70,70,30,"Zell (ZH)",
241,98,98,2,"Aesch (ZH)",
242,43.8,43.8,56.2,"Birmensdorf (ZH)",
243,78.3,78.3,21.7,"Dietikon (ZH)",
244,50.3,50.3,49.7,"Geroldswil (ZH)",
245,75.9,75.9,24.1,"Oberengstringen (ZH)",
246,5.1,5.1,94.9,"Oetwil an der Limmat (ZH)",
247,73.8,73.8,26.2,"Schlieren (ZH)",
248,97.5,97.5,2.5,"Uitikon (ZH)",
249,63.4,63.4,36.6,"Unterengstringen (ZH)",
250,51.2,51.2,48.8,"Urdorf (ZH)",
251,87.9,87.9,12.1,"Weiningen (ZH)",
261,70.8,70.8,29.2,"Zurich (ZH)",
291,42.1,42.1,57.9,"Andelfingen (ZH)",
292,16,16,84,"Stammheim (ZH)",
293,73.7,73.7,26.3,"Wädenswil (ZH)",
294,73.8,73.8,26.2,"Elgg (ZH)",
295,51.7,51.7,48.3,"Horgen (ZH)",
296,47.6,47.6,52.4,"Illnau-Effretikon (ZH)",
297,88.1,88.1,11.9,"Bauma (ZH)",
298,35.9,35.9,64.1,"Wiesendangen (ZH)",
