"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
88,"due no",47.4,52.6,"Neerach (ZH)",
89,"iniziative si",83.7,16.3,"Niederglatt (ZH)",
90,"controproposta si",69.5,30.5,"Niederhasli (ZH)",
91,"iniziative si",66.2,33.8,"Niederweningen (ZH)",
92,"iniziative si",56.3,43.7,"Oberglatt (ZH)",
93,"due no",7.7,92.3,"Oberweningen (ZH)",
94,"controproposta si",36.5,63.5,"Otelfingen (ZH)",
95,"controproposta si",59.8,40.2,"Regensberg (ZH)",
96,"due no",48.3,51.7,"Regensdorf (ZH)",
97,"iniziative si",71.6,28.4,"Rümlang (ZH)",
98,"controproposta si",74.4,25.6,"Schleinikon (ZH)",
99,"due no",46,54,"Schöfflisdorf (ZH)",
100,"controproposta si",83,17,"Stadel (ZH)",
101,"controproposta si",39.1,60.9,"Steinmaur (ZH)",
102,"iniziative si",95.4,4.6,"Weiach (ZH)",
111,"controproposta si",64.4,35.6,"Bäretswil (ZH)",
112,"controproposta si",83.6,16.4,"Bubikon (ZH)",
113,"iniziative si",50.3,49.7,"Dürnten (ZH)",
114,"iniziative si",53.7,46.3,"Fischenthal (ZH)",
115,"iniziative si",77,23,"Gossau (ZH)",
116,"iniziative si",78.8,21.2,"Grüningen (ZH)",
117,"controproposta si",24.7,75.3,"Hinwil (ZH)",
118,"due no",30.2,69.8,"Rüti (ZH)",
119,"controproposta si",43.9,56.1,"Seegräben (ZH)",
120,"iniziative si",79.7,20.3,"Wald (ZH)",
121,"due no",21.5,78.5,"Wetzikon (ZH)",
131,"iniziative si",61.9,38.1,"Adliswil (ZH)",
135,"iniziative si",77.9,22.1,"Kilchberg (ZH)",
136,"controproposta si",66.2,33.8,"Langnau am Albis (ZH)",
137,"due no",25.2,74.8,"Oberrieden (ZH)",
138,"controproposta si",44.4,55.6,"Richterswil (ZH)",
139,"due no",47.2,52.8,"Rüschlikon (ZH)",
141,"iniziative si",84.4,15.6,"Thalwil (ZH)",
151,"iniziative si",51.7,48.3,"Erlenbach (ZH)",
152,"iniziative si",94.5,5.5,"Herrliberg (ZH)",
153,"due no",22.2,77.8,"Hombrechtikon (ZH)",
154,"controproposta si",7.5,92.5,"Küsnacht (ZH)",
155,"iniziative si",78.4,21.6,"Männedorf (ZH)",
156,"due no",12.2,87.8,"Meilen (ZH)",
157,"iniziative si",60,40,"Oetwil am See (ZH)",
158,"controproposta si",42,58,"Stäfa (ZH)",
159,"iniziative si",64.6,35.4,"Uetikon am See (ZH)",
160,"due no",37,63,"Zumikon (ZH)",
161,"controproposta si",68,32,"Zollikon (ZH)",
172,"due no",12.8,87.2,"Fehraltorf (ZH)",
173,"iniziative si",76.3,23.7,"Hittnau (ZH)",
176,"due no",44.8,55.2,"Lindau (ZH)",
177,"iniziative si",52.8,47.2,"Pfäffikon (ZH)",
178,"iniziative si",60.6,39.4,"Russikon (ZH)",
180,"due no",36.9,63.1,"Weisslingen (ZH)",
181,"due no",39.8,60.2,"Wila (ZH)",
182,"due no",49.5,50.5,"Wildberg (ZH)",
191,"iniziative si",66.7,33.3,"Dübendorf (ZH)",
192,"due no",29.7,70.3,"Egg (ZH)",
193,"controproposta si",36.6,63.4,"Fällanden (ZH)",
194,"iniziative si",52.6,47.4,"Greifensee (ZH)",
195,"iniziative si",80.1,19.9,"Maur (ZH)",
196,"iniziative si",54.6,45.4,"Mönchaltorf (ZH)",
197,"due no",46,54,"Schwerzenbach (ZH)",
198,"controproposta si",21.7,78.3,"Uster (ZH)",
199,"controproposta si",32.2,67.8,"Volketswil (ZH)",
200,"controproposta si",45.4,54.6,"Wangen-Brüttisellen (ZH)",
211,"due no",27.3,72.7,"Altikon (ZH)",
213,"iniziative si",58,42,"Brütten (ZH)",
214,"iniziative si",61,39,"Dägerlen (ZH)",
215,"due no",47.1,52.9,"Dättlikon (ZH)",
216,"iniziative si",75,25,"Dinhard (ZH)",
218,"controproposta si",36.6,63.4,"Ellikon an der Thur (ZH)",
219,"iniziative si",96.9,3.1,"Elsau (ZH)",
220,"due no",45.9,54.1,"Hagenbuch (ZH)",
221,"iniziative si",77.7,22.3,"Hettlingen (ZH)",
223,"controproposta si",72.7,27.3,"Neftenbach (ZH)",
224,"iniziative si",56.9,43.1,"Pfungen (ZH)",
225,"iniziative si",79.3,20.7,"Rickenbach (ZH)",
226,"due no",9.7,90.3,"Schlatt (ZH)",
227,"due no",20.2,79.8,"Seuzach (ZH)",
228,"iniziative si",51.5,48.5,"Turbenthal (ZH)",
230,"iniziative si",64.3,35.7,"Winterthour (ZH)",
231,"iniziative si",71.4,28.6,"Zell (ZH)",
241,"due no",27,73,"Aesch (ZH)",
242,"iniziative si",82.4,17.6,"Birmensdorf (ZH)",
243,"iniziative si",60.4,39.6,"Dietikon (ZH)",
244,"iniziative si",56.3,43.7,"Geroldswil (ZH)",
245,"controproposta si",48.1,51.9,"Oberengstringen (ZH)",
246,"controproposta si",39.8,60.2,"Oetwil an der Limmat (ZH)",
247,"iniziative si",54.1,45.9,"Schlieren (ZH)",
248,"controproposta si",82,18,"Uitikon (ZH)",
249,"due no",2.9,97.1,"Unterengstringen (ZH)",
250,"controproposta si",27.6,72.4,"Urdorf (ZH)",
251,"iniziative si",69.2,30.8,"Weiningen (ZH)",
261,"controproposta si",68.3,31.7,"Zurigo (ZH)",
291,"controproposta si",43.4,56.6,"Andelfingen (ZH)",
292,"controproposta si",28.8,71.2,"Stammheim (ZH)",
293,"iniziative si",71,29,"Wädenswil (ZH)",
294,"due no",37,63,"Elgg (ZH)",
295,"iniziative si",65.5,34.5,"Horgen (ZH)",
296,"iniziative si",50.4,49.6,"Illnau-Effretikon (ZH)",
297,"iniziative si",87.5,12.5,"Bauma (ZH)",
298,"controproposta si",51.1,48.9,"Wiesendangen (ZH)",
