"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
69,60.3,60.3,39.7,"Wallisellen (ZH)",
70,69,69,31,"Wasterkingen (ZH)",
71,78.7,78.7,21.3,"Wil (ZH)",
72,59.7,59.7,40.3,"Winkel (ZH)",
81,69,69,31,"Bachs (ZH)",
82,70,70,30,"Boppelsen (ZH)",
83,86.4,86.4,13.6,"Buchs (ZH)",
84,39.1,39.1,60.9,"Dällikon (ZH)",
85,1.1,1.1,98.9,"Dänikon (ZH)",
86,66.5,66.5,33.5,"Dielsdorf (ZH)",
87,55,55,45,"Hüttikon (ZH)",
88,40.4,40.4,59.6,"Neerach (ZH)",
89,74,74,26,"Niederglatt (ZH)",
90,76.8,76.8,23.2,"Niederhasli (ZH)",
91,41.5,41.5,58.5,"Niederweningen (ZH)",
92,59.2,59.2,40.8,"Oberglatt (ZH)",
93,11.3,11.3,88.7,"Oberweningen (ZH)",
94,33,33,67,"Otelfingen (ZH)",
95,94.2,94.2,5.8,"Regensberg (ZH)",
96,52.3,52.3,47.7,"Regensdorf (ZH)",
97,64,64,36,"Rümlang (ZH)",
98,38.8,38.8,61.2,"Schleinikon (ZH)",
99,32.2,32.2,67.8,"Schöfflisdorf (ZH)",
100,80.8,80.8,19.2,"Stadel (ZH)",
101,16.3,16.3,83.7,"Steinmaur (ZH)",
102,50.7,50.7,49.3,"Weiach (ZH)",
111,19,19,81,"Bäretswil (ZH)",
112,87.1,87.1,12.9,"Bubikon (ZH)",
113,90.2,90.2,9.8,"Dürnten (ZH)",
114,85.3,85.3,14.7,"Fischenthal (ZH)",
115,41.4,41.4,58.6,"Gossau (ZH)",
116,75.8,75.8,24.2,"Grüningen (ZH)",
117,77.8,77.8,22.2,"Hinwil (ZH)",
118,55.7,55.7,44.3,"Rüti (ZH)",
119,86.9,86.9,13.1,"Seegräben (ZH)",
120,42.7,42.7,57.3,"Wald (ZH)",
121,25.8,25.8,74.2,"Wetzikon (ZH)",
131,48.2,48.2,51.8,"Adliswil (ZH)",
135,67.2,67.2,32.8,"Kilchberg (ZH)",
136,40.3,40.3,59.7,"Langnau am Albis (ZH)",
137,78,78,22,"Oberrieden (ZH)",
138,57.4,57.4,42.6,"Richterswil (ZH)",
139,61.4,61.4,38.6,"Rüschlikon (ZH)",
141,75.5,75.5,24.5,"Thalwil (ZH)",
151,69.1,69.1,30.9,"Erlenbach (ZH)",
152,17.4,17.4,82.6,"Herrliberg (ZH)",
153,46,46,54,"Hombrechtikon (ZH)",
154,55.1,55.1,44.9,"Küsnacht (ZH)",
155,45,45,55,"Männedorf (ZH)",
156,32.8,32.8,67.2,"Meilen (ZH)",
157,64.9,64.9,35.1,"Oetwil am See (ZH)",
158,31.5,31.5,68.5,"Stäfa (ZH)",
159,2.2,2.2,97.8,"Uetikon am See (ZH)",
160,66.6,66.6,33.4,"Zumikon (ZH)",
161,51.5,51.5,48.5,"Zollikon (ZH)",
172,49.7,49.7,50.3,"Fehraltorf (ZH)",
173,26.7,26.7,73.3,"Hittnau (ZH)",
176,37.8,37.8,62.2,"Lindau (ZH)",
177,63.9,63.9,36.1,"Pfäffikon (ZH)",
178,92.1,92.1,7.9,"Russikon (ZH)",
180,50.1,50.1,49.9,"Weisslingen (ZH)",
181,48.1,48.1,51.9,"Wila (ZH)",
182,91.6,91.6,8.4,"Wildberg (ZH)",
191,59.5,59.5,40.5,"Dübendorf (ZH)",
192,20.5,20.5,79.5,"Egg (ZH)",
193,16.2,16.2,83.8,"Fällanden (ZH)",
194,48.7,48.7,51.3,"Greifensee (ZH)",
195,60.7,60.7,39.3,"Maur (ZH)",
196,20.4,20.4,79.6,"Mönchaltorf (ZH)",
197,33.5,33.5,66.5,"Schwerzenbach (ZH)",
198,49.6,49.6,50.4,"Uster (ZH)",
199,62.3,62.3,37.7,"Volketswil (ZH)",
200,70,70,30,"Wangen-Brüttisellen (ZH)",
211,36.6,36.6,63.4,"Altikon (ZH)",
213,60.9,60.9,39.1,"Brütten (ZH)",
214,45.6,45.6,54.4,"Dägerlen (ZH)",
215,53.8,53.8,46.2,"Dättlikon (ZH)",
216,60.1,60.1,39.9,"Dinhard (ZH)",
218,51.5,51.5,48.5,"Ellikon an der Thur (ZH)",
219,15.2,15.2,84.8,"Elsau (ZH)",
220,14,14,86,"Hagenbuch (ZH)",
221,34.3,34.3,65.7,"Hettlingen (ZH)",
223,20.7,20.7,79.3,"Neftenbach (ZH)",
224,33.1,33.1,66.9,"Pfungen (ZH)",
225,77.5,77.5,22.5,"Rickenbach (ZH)",
226,71.1,71.1,28.9,"Schlatt (ZH)",
227,55,55,45,"Seuzach (ZH)",
228,52.5,52.5,47.5,"Turbenthal (ZH)",
230,58.1,58.1,41.9,"Winterthour (ZH)",
231,5.9,5.9,94.1,"Zell (ZH)",
241,79.7,79.7,20.3,"Aesch (ZH)",
242,51.7,51.7,48.3,"Birmensdorf (ZH)",
243,57,57,43,"Dietikon (ZH)",
244,46.7,46.7,53.3,"Geroldswil (ZH)",
245,56.4,56.4,43.6,"Oberengstringen (ZH)",
246,30.7,30.7,69.3,"Oetwil an der Limmat (ZH)",
247,80.8,80.8,19.2,"Schlieren (ZH)",
248,13.8,13.8,86.2,"Uitikon (ZH)",
249,89.3,89.3,10.7,"Unterengstringen (ZH)",
250,41,41,59,"Urdorf (ZH)",
251,66.2,66.2,33.8,"Weiningen (ZH)",
261,23,23,77,"Zurigo (ZH)",
291,70,70,30,"Andelfingen (ZH)",
292,82.4,82.4,17.6,"Stammheim (ZH)",
293,97.7,97.7,2.3,"Wädenswil (ZH)",
294,67.7,67.7,32.3,"Elgg (ZH)",
295,76.6,76.6,23.4,"Horgen (ZH)",
296,25.1,25.1,74.9,"Illnau-Effretikon (ZH)",
297,0.8,0.8,99.2,"Bauma (ZH)",
298,24.2,24.2,75.8,"Wiesendangen (ZH)",
